,date,total,successful,failed
80,2021-03-22,44795,41326,3469
81,2021-03-23,28753,28718,35
82,2021-03-24,49359,47808,1551
83,2021-03-25,41226,37518,3708
84,2021-03-26,44679,40714,3965
85,2021-03-27,38431,36799,1632
86,2021-03-28,39342,36407,2935
87,2021-03-29,33655,30803,2852
88,2021-03-30,19416,18499,917
89,2021-03-31,45787,43853,1934
90,2021-04-01,10278,9301,977
91,2021-04-02,20429,18716,1713
92,2021-04-03,3787,3698,89
93,2021-04-04,20616,18556,2060
94,2021-04-05,4127,3781,346
95,2021-04-06,40804,39830,974
96,2021-04-07,14952,13673,1279
97,2021-04-08,24335,23549,786
98,2021-04-09,28213,25983,2230
99,2021-04-10,20148,18882,1266
100,2021-04-11,49508,44778,4730
101,2021-04-12,1878,1873,5
102,2021-04-13,43743,40086,3657
103,2021-04-14,38143,35275,2868
104,2021-04-15,25713,24014,1699
105,2021-04-16,49477,47638,1839
106,2021-04-17,47938,47143,795
107,2021-04-18,26178,25711,467
108,2021-04-19,45199,40685,4514
109,2021-04-20,43715,39455,4260
110,2021-04-21,32028,31817,211
111,2021-04-22,47418,45129,2289
112,2021-04-23,7617,7277,340
113,2021-04-24,317,311,6
114,2021-04-25,3804,3705,99
115,2021-04-26,17847,16065,1782
116,2021-04-27,36263,32685,3578
117,2021-04-28,40739,37803,2936
118,2021-04-29,11391,11031,360
119,2021-04-30,43285,39472,3813
120,2021-05-01,3892,3786,106
121,2021-05-02,10239,9675,564
122,2021-05-03,35529,33229,2300
123,2021-05-04,28456,25795,2661
124,2021-05-05,45771,44673,1098
125,2021-05-06,1989,1937,52
126,2021-05-07,37424,35105,2319
127,2021-05-08,11612,11095,517
128,2021-05-09,37268,33714,3554
129,2021-05-10,9954,8963,991
130,2021-05-11,43978,43285,693
131,2021-05-12,28361,28327,34
132,2021-05-13,10689,10240,449
133,2021-05-14,34259,34201,58
134,2021-05-15,11089,10768,321
135,2021-05-16,25882,25021,861
136,2021-05-17,48535,45779,2756
137,2021-05-18,2227,2034,193
138,2021-05-19,45286,42580,2706
139,2021-05-20,37291,34902,2389
140,2021-05-21,40100,37177,2923
141,2021-05-22,4702,4630,72
142,2021-05-23,882,878,4
143,2021-05-24,23216,22961,255
144,2021-05-25,15160,13884,1276
145,2021-05-26,20448,18738,1710
146,2021-05-27,9658,8996,662
147,2021-05-28,22844,21951,893
148,2021-05-29,15324,14708,616
149,2021-05-30,43383,39834,3549
150,2021-05-31,18414,16897,1517
151,2021-06-01,44049,42953,1096
152,2021-06-02,15023,14486,537
153,2021-06-03,19843,19309,534
154,2021-06-04,2858,2729,129
155,2021-06-05,20222,20168,54
156,2021-06-06,30414,28297,2117
157,2021-06-07,170,164,6
158,2021-06-08,39413,39380,33
159,2021-06-09,29744,28498,1246
160,2021-06-10,1331,1314,17
161,2021-06-11,17343,16603,740
162,2021-06-12,13019,12156,863
163,2021-06-13,42721,42327,394
164,2021-06-14,25577,24284,1293
165,2021-06-15,26666,25302,1364
166,2021-06-16,46388,41920,4468
167,2021-06-17,27101,24971,2130
168,2021-06-18,34034,32740,1294
169,2021-06-19,38159,34699,3460
170,2021-06-20,30560,28962,1598
171,2021-06-21,15003,14946,57
172,2021-06-22,2772,2770,2
173,2021-06-23,3242,2958,284
174,2021-06-24,24843,24549,294
175,2021-06-25,34902,34240,662
176,2021-06-26,605,573,32
177,2021-06-27,4081,4066,15
178,2021-06-28,3183,3182,1
179,2021-06-29,35898,33656,2242
180,2021-06-30,31392,30046,1346
181,2021-07-01,36582,33441,3141
182,2021-07-02,19244,18438,806
183,2021-07-03,24246,21964,2282
184,2021-07-04,19658,17823,1835
185,2021-07-05,6070,5803,267
186,2021-07-06,26542,26104,438
187,2021-07-07,36296,33904,2392
188,2021-07-08,16516,15859,657
189,2021-07-09,13136,12088,1048
190,2021-07-10,49482,45544,3938
191,2021-07-11,46914,43503,3411
192,2021-07-12,9790,9013,777
193,2021-07-13,18597,17355,1242
194,2021-07-14,15289,14039,1250
195,2021-07-15,12763,12275,488
196,2021-07-16,19533,17609,1924
197,2021-07-17,7653,7479,174
198,2021-07-18,40859,40015,844
199,2021-07-19,40019,36621,3398
200,2021-07-20,35868,35250,618
201,2021-07-21,15866,15509,357
202,2021-07-22,21379,20050,1329
203,2021-07-23,46828,45974,854
204,2021-07-24,45805,45570,235
205,2021-07-25,38466,38353,113
206,2021-07-26,29444,26630,2814
207,2021-07-27,31892,31782,110
208,2021-07-28,8882,8827,55
209,2021-07-29,34718,31569,3149
210,2021-07-30,14558,14074,484
211,2021-07-31,41589,39068,2521
212,2021-08-01,16205,14616,1589
213,2021-08-02,13395,13220,175
214,2021-08-03,41056,40097,959
215,2021-08-04,17049,16076,973
216,2021-08-05,4263,3847,416
217,2021-08-06,19487,18079,1408
218,2021-08-07,28395,27153,1242
219,2021-08-08,10677,10582,95
220,2021-08-09,39455,38147,1308
221,2021-08-10,5450,5397,53
222,2021-08-11,30250,29234,1016
223,2021-08-12,44793,41753,3040
224,2021-08-13,41059,39932,1127
225,2021-08-14,28825,27464,1361
226,2021-08-15,28413,28277,136
227,2021-08-16,17633,16099,1534
228,2021-08-17,27701,27607,94
229,2021-08-18,37155,35618,1537
230,2021-08-19,47523,43741,3782
231,2021-08-20,36294,34966,1328
232,2021-08-21,16099,16080,19
233,2021-08-22,20790,19720,1070
234,2021-08-23,45355,44969,386
235,2021-08-24,32707,32619,88
236,2021-08-25,2802,2785,17
237,2021-08-26,37421,36108,1313
238,2021-08-27,41858,38129,3729
239,2021-08-28,22105,22046,59
240,2021-08-29,12166,11885,281
241,2021-08-30,5999,5979,20
242,2021-08-31,23575,22587,988
243,2021-09-01,30356,28100,2256
244,2021-09-02,26886,25515,1371
245,2021-09-03,32258,29691,2567
246,2021-09-04,34985,33882,1103
247,2021-09-05,49435,48696,739
248,2021-09-06,45995,44396,1599
249,2021-09-07,48123,47389,734
250,2021-09-08,16533,16201,332
251,2021-09-09,20499,19506,993
252,2021-09-10,19242,19217,25
253,2021-09-11,29147,28386,761
254,2021-09-12,40368,39292,1076
255,2021-09-13,25259,24545,714
256,2021-09-14,40025,38666,1359
257,2021-09-15,43220,43171,49
258,2021-09-16,22978,22722,256
259,2021-09-17,38138,35800,2338
260,2021-09-18,2167,2102,65
261,2021-09-19,22456,20586,1870
262,2021-09-20,47890,43396,4494
263,2021-09-21,2036,1971,65
264,2021-09-22,21258,21256,2
265,2021-09-23,24523,24361,162
266,2021-09-24,2758,2735,23
267,2021-09-25,9695,8822,873
268,2021-09-26,44341,41178,3163
269,2021-09-27,37858,34393,3465
270,2021-09-28,44508,43702,806
271,2021-09-29,32763,31036,1727
272,2021-09-30,15697,14437,1260
273,2021-10-01,5254,4866,388
274,2021-10-02,38282,34578,3704
275,2021-10-03,12450,11240,1210
276,2021-10-04,24959,23287,1672
277,2021-10-05,13318,12580,738
278,2021-10-06,28314,26938,1376
279,2021-10-07,47397,47039,358
280,2021-10-08,38405,37489,916
281,2021-10-09,43185,41266,1919
282,2021-10-10,18928,18236,692
283,2021-10-11,25123,24955,168
284,2021-10-12,32799,30372,2427
285,2021-10-13,28844,26977,1867
286,2021-10-14,6692,6095,597
287,2021-10-15,37448,36792,656
288,2021-10-16,17817,16585,1232
289,2021-10-17,14011,13224,787
290,2021-10-18,26053,25893,160
291,2021-10-19,49377,49004,373
292,2021-10-20,26822,24147,2675
293,2021-10-21,17444,16012,1432
294,2021-10-22,256,246,10
295,2021-10-23,29426,27338,2088
296,2021-10-24,15217,13969,1248
297,2021-10-25,977,941,36
298,2021-10-26,49666,46813,2853
299,2021-10-27,23472,21748,1724
300,2021-10-28,43523,42214,1309
301,2021-10-29,7236,6772,464
302,2021-10-30,1390,1385,5
303,2021-10-31,6035,5477,558
304,2021-11-01,28669,26028,2641
305,2021-11-02,18113,17017,1096
306,2021-11-03,44897,41931,2966
307,2021-11-04,21929,20413,1516
308,2021-11-05,36926,33722,3204
309,2021-11-06,27918,27596,322
310,2021-11-07,21246,20890,356
311,2021-11-08,39020,38904,116
312,2021-11-09,41736,39061,2675
313,2021-11-10,3511,3473,38
314,2021-11-11,4401,3988,413
315,2021-11-12,32009,29222,2787
316,2021-11-13,8332,8234,98
317,2021-11-14,14508,13144,1364
318,2021-11-15,11244,10537,707
319,2021-11-16,15531,15263,268
320,2021-11-17,23397,23000,397
321,2021-11-18,39592,39137,455
322,2021-11-19,47936,46595,1341
323,2021-11-20,42578,39740,2838
324,2021-11-21,14678,13925,753
325,2021-11-22,38476,37928,548
326,2021-11-23,37483,34797,2686
327,2021-11-24,15235,15003,232
328,2021-11-25,33683,31599,2084
329,2021-11-26,34287,33198,1089
330,2021-11-27,35323,33813,1510
331,2021-11-28,1014,916,98
332,2021-11-29,12592,12468,124
333,2021-11-30,16346,15464,882
334,2021-12-01,39205,36892,2313
335,2021-12-02,47220,44020,3200
336,2021-12-03,34813,33411,1402
337,2021-12-04,7317,6717,600
338,2021-12-05,3649,3303,346
339,2021-12-06,10623,10519,104
340,2021-12-07,25178,24107,1071
341,2021-12-08,35592,35456,136
342,2021-12-09,14985,14827,158
343,2021-12-10,5313,5063,250
344,2021-12-11,38868,35292,3576
345,2021-12-12,27551,25386,2165
346,2021-12-13,52,48,4
347,2021-12-14,21313,20084,1229
348,2021-12-15,46145,43610,2535
349,2021-12-16,26084,25401,683
350,2021-12-17,4029,3704,325
351,2021-12-18,48076,45644,2432
352,2021-12-19,23782,22244,1538
353,2021-12-20,20426,19340,1086
354,2021-12-21,6683,6211,472
355,2021-12-22,33814,32724,1090
356,2021-12-23,6117,5568,549
357,2021-12-24,7350,6633,717
358,2021-12-25,34984,33615,1369
359,2021-12-26,6949,6729,220
360,2021-12-27,38419,38169,250
361,2021-12-28,25241,24337,904
362,2021-12-29,29814,27077,2737
363,2021-12-30,32316,29579,2737
364,2021-12-31,35905,33206,2699
365,2022-01-01,10415,10224,191
366,2022-01-02,17437,16337,1100
367,2022-01-03,4346,4196,150
368,2022-01-04,28784,28708,76
369,2022-01-05,44433,43546,887
370,2022-01-06,33097,32864,233
371,2022-01-07,18437,17063,1374
372,2022-01-08,21130,20435,695
373,2022-01-09,21847,20663,1184
374,2022-01-10,29798,26978,2820
375,2022-01-11,38500,36041,2459
376,2022-01-12,8496,8228,268
377,2022-01-13,9315,9276,39
378,2022-01-14,42859,38651,4208
379,2022-01-15,47418,45090,2328
380,2022-01-16,20336,18691,1645
381,2022-01-17,2928,2904,24
382,2022-01-18,17588,17494,94
383,2022-01-19,34516,31071,3445
384,2022-01-20,9395,9150,245
385,2022-01-21,26498,23922,2576
386,2022-01-22,25627,24135,1492
387,2022-01-23,3409,3306,103
388,2022-01-24,45301,42355,2946
389,2022-01-25,6642,6176,466
390,2022-01-26,14469,14134,335
391,2022-01-27,39592,36494,3098
392,2022-01-28,49984,47853,2131
393,2022-01-29,36194,35939,255
394,2022-01-30,34968,32141,2827
395,2022-01-31,18312,17734,578
396,2022-02-01,47648,43774,3874
397,2022-02-02,6651,6202,449
398,2022-02-03,15744,15559,185
399,2022-02-04,4658,4613,45
400,2022-02-05,32807,32297,510
401,2022-02-06,41870,40794,1076
402,2022-02-07,39154,35903,3251
403,2022-02-08,9677,9212,465
404,2022-02-09,16283,15807,476
405,2022-02-10,48690,48392,298
406,2022-02-11,40769,38533,2236
407,2022-02-12,6588,6318,270
408,2022-02-13,11359,10500,859
409,2022-02-14,380,353,27
410,2022-02-15,10053,9212,841
411,2022-02-16,44265,42865,1400
412,2022-02-17,49929,48876,1053
413,2022-02-18,2669,2656,13
414,2022-02-19,46529,46402,127
415,2022-02-20,9164,8408,756
416,2022-02-21,13086,12710,376
417,2022-02-22,33601,32765,836
418,2022-02-23,3452,3394,58
419,2022-02-24,42205,40230,1975
420,2022-02-25,6746,6224,522
421,2022-02-26,742,681,61
422,2022-02-27,10739,10147,592
423,2022-02-28,13613,12750,863
424,2022-03-01,15794,15376,418
425,2022-03-02,14159,13257,902
426,2022-03-03,2123,1947,176
427,2022-03-04,34959,34884,75
428,2022-03-05,6920,6313,607
429,2022-03-06,28079,25466,2613
430,2022-03-07,42796,41084,1712
431,2022-03-08,19762,18028,1734
432,2022-03-09,34087,33383,704
433,2022-03-10,41533,38626,2907
434,2022-03-11,6479,5947,532
435,2022-03-12,45986,44947,1039
436,2022-03-13,8207,7753,454
437,2022-03-14,22805,21790,1015
438,2022-03-15,14167,14087,80
439,2022-03-16,37923,37850,73
440,2022-03-17,32166,31994,172
441,2022-03-18,31793,30351,1442
442,2022-03-19,38012,35047,2965
443,2022-03-20,30309,29583,726
444,2022-03-21,48183,47251,932
445,2022-03-22,29870,29450,420
446,2022-03-23,11538,11238,300
447,2022-03-24,32439,30878,1561
448,2022-03-25,43822,40719,3103
449,2022-03-26,2976,2961,15
450,2022-03-27,26867,24608,2259
451,2022-03-28,2254,2122,132
452,2022-03-29,39773,39436,337
453,2022-03-30,20786,19120,1666
454,2022-03-31,42948,42469,479
455,2022-04-01,332,318,14
456,2022-04-02,16270,15209,1061
457,2022-04-03,24971,24941,30
458,2022-04-04,26533,24565,1968
459,2022-04-05,40062,38241,1821
460,2022-04-06,32978,32297,681
461,2022-04-07,30777,28880,1897
462,2022-04-08,46577,43423,3154
463,2022-04-09,21695,19981,1714
464,2022-04-10,39917,38133,1784
465,2022-04-11,45518,41125,4393
466,2022-04-12,6728,6692,36
467,2022-04-13,26461,26187,274
468,2022-04-14,30259,29353,906
469,2022-04-15,39099,36996,2103
470,2022-04-16,33114,30365,2749
471,2022-04-17,7138,6693,445
472,2022-04-18,40801,36906,3895
473,2022-04-19,39510,37562,1948
474,2022-04-20,18712,17540,1172
475,2022-04-21,9461,8973,488
476,2022-04-22,31021,29694,1327
477,2022-04-23,38708,37276,1432
478,2022-04-24,11336,10766,570
479,2022-04-25,48877,48121,756
480,2022-04-26,10654,9954,700
481,2022-04-27,26543,26005,538
482,2022-04-28,3116,2875,241
483,2022-04-29,14379,13485,894
484,2022-04-30,42660,39633,3027
485,2022-05-01,49102,47855,1247
486,2022-05-02,40030,37889,2141
487,2022-05-03,1238,1116,122
488,2022-05-04,18244,17820,424
489,2022-05-05,32995,31968,1027
490,2022-05-06,34923,31735,3188
491,2022-05-07,24689,22277,2412
492,2022-05-08,19267,18184,1083
493,2022-05-09,27163,25834,1329
494,2022-05-10,47830,43589,4241
495,2022-05-11,14672,14605,67
496,2022-05-12,4086,3738,348
497,2022-05-13,21793,20535,1258
498,2022-05-14,20908,19911,997
499,2022-05-15,46568,42770,3798
500,2022-05-16,41832,40138,1694
501,2022-05-17,5993,5399,594
502,2022-05-18,13249,12643,606
503,2022-05-19,10687,9950,737
504,2022-05-20,49850,46376,3474
505,2022-05-21,33574,30374,3200
506,2022-05-22,46346,45970,376
507,2022-05-23,20751,20219,532
508,2022-05-24,28105,28027,78
509,2022-05-25,44981,43683,1298
510,2022-05-26,26752,24165,2587
511,2022-05-27,18325,17983,342
512,2022-05-28,22986,20962,2024
513,2022-05-29,44271,41053,3218
514,2022-05-30,25791,25343,448
515,2022-05-31,4191,3809,382
516,2022-06-01,2618,2424,194
517,2022-06-02,27938,25531,2407
518,2022-06-03,49984,45450,4534
519,2022-06-04,35825,32865,2960
520,2022-06-05,15321,14926,395
521,2022-06-06,35109,32303,2806
522,2022-06-07,39244,37681,1563
523,2022-06-08,19177,17927,1250
524,2022-06-09,22609,21486,1123
525,2022-06-10,33277,32927,350
526,2022-06-11,42229,40575,1654
527,2022-06-12,24233,23000,1233
528,2022-06-13,44319,42974,1345
529,2022-06-14,41680,38108,3572
530,2022-06-15,40255,37928,2327
531,2022-06-16,14824,14486,338
532,2022-06-17,39688,36246,3442
533,2022-06-18,22290,21772,518
534,2022-06-19,33849,30608,3241
535,2022-06-20,16134,15865,269
536,2022-06-21,28348,26117,2231
537,2022-06-22,5062,4679,383
538,2022-06-23,13393,13200,193
539,2022-06-24,40894,37072,3822
540,2022-06-25,19083,18408,675
541,2022-06-26,17567,16201,1366
542,2022-06-27,10358,9754,604
543,2022-06-28,552,502,50
544,2022-06-29,3993,3958,35
545,2022-06-30,47751,47651,100
546,2022-07-01,11818,11280,538
547,2022-07-02,16122,16068,54
548,2022-07-03,37468,33803,3665
549,2022-07-04,29672,27788,1884
550,2022-07-05,20781,20124,657
551,2022-07-06,45403,43640,1763
552,2022-07-07,26696,25455,1241
553,2022-07-08,39702,36161,3541
554,2022-07-09,20664,20653,11
555,2022-07-10,25051,22976,2075
556,2022-07-11,49847,47980,1867
557,2022-07-12,7517,7108,409
558,2022-07-13,8979,8698,281
559,2022-07-14,15814,15168,646
560,2022-07-15,33243,29968,3275
561,2022-07-16,2690,2603,87
562,2022-07-17,29699,27346,2353
563,2022-07-18,44826,40833,3993
564,2022-07-19,33180,32420,760
565,2022-07-20,25137,23763,1374
566,2022-07-21,5409,5097,312
567,2022-07-22,16640,15030,1610
568,2022-07-23,32158,30765,1393
569,2022-07-24,18534,17938,596
570,2022-07-25,5034,4555,479
571,2022-07-26,3202,3147,55
572,2022-07-27,16714,16697,17
573,2022-07-28,24691,22974,1717
574,2022-07-29,49322,47809,1513
575,2022-07-30,23461,22129,1332
576,2022-07-31,30563,29439,1124
577,2022-08-01,47843,45704,2139
578,2022-08-02,46709,43419,3290
579,2022-08-03,4957,4775,182
580,2022-08-04,43599,43224,375
581,2022-08-05,40598,37062,3536
582,2022-08-06,35533,33496,2037
583,2022-08-07,24535,22579,1956
584,2022-08-08,45052,44934,118
585,2022-08-09,42693,41362,1331
586,2022-08-10,26452,24856,1596
587,2022-08-11,45257,43126,2131
588,2022-08-12,23186,20878,2308
589,2022-08-13,25878,25663,215
590,2022-08-14,6555,6184,371
591,2022-08-15,3505,3390,115
592,2022-08-16,44403,40287,4116
593,2022-08-17,49871,49534,337
594,2022-08-18,23541,22965,576
595,2022-08-19,32227,29405,2822
596,2022-08-20,44937,42902,2035
597,2022-08-21,8142,8065,77
598,2022-08-22,15154,14003,1151
599,2022-08-23,31719,30442,1277
600,2022-08-24,19657,17779,1878
601,2022-08-25,4900,4895,5
602,2022-08-26,29254,28274,980
603,2022-08-27,177,166,11
604,2022-08-28,19631,18320,1311
605,2022-08-29,33864,30490,3374
606,2022-08-30,23563,21938,1625
607,2022-08-31,38260,36709,1551
608,2022-09-01,35703,35596,107
609,2022-09-02,26751,24946,1805
610,2022-09-03,9317,9061,256
611,2022-09-04,48212,47812,400
612,2022-09-05,32216,31464,752
613,2022-09-06,22133,20821,1312
614,2022-09-07,691,691,0
615,2022-09-08,13512,13202,310
616,2022-09-09,1379,1326,53
617,2022-09-10,32937,32057,880
618,2022-09-11,460,431,29
619,2022-09-12,4866,4601,265
620,2022-09-13,39288,37689,1599
621,2022-09-14,21251,20323,928
622,2022-09-15,10736,10586,150
623,2022-09-16,9107,8328,779
624,2022-09-17,44869,42166,2703
625,2022-09-18,33381,32820,561
626,2022-09-19,22231,21203,1028
627,2022-09-20,4678,4336,342
628,2022-09-21,38888,37320,1568
629,2022-09-22,25922,23338,2584
630,2022-09-23,32696,31902,794
631,2022-09-24,11680,11231,449
632,2022-09-25,20785,20071,714
633,2022-09-26,38833,37388,1445
634,2022-09-27,7750,7644,106
635,2022-09-28,42176,39655,2521
636,2022-09-29,36481,35830,651
637,2022-09-30,39036,36426,2610
638,2022-10-01,6450,6029,421
639,2022-10-02,5553,5253,300
640,2022-10-03,40988,39357,1631
641,2022-10-04,15933,14441,1492
642,2022-10-05,17761,16932,829
643,2022-10-06,20891,19397,1494
644,2022-10-07,9703,9023,680
645,2022-10-08,40679,40236,443
646,2022-10-09,34266,32167,2099
647,2022-10-10,25869,23291,2578
648,2022-10-11,47809,46886,923
649,2022-10-12,28300,26688,1612
650,2022-10-13,33209,32613,596
651,2022-10-14,33934,32241,1693
652,2022-10-15,21642,20989,653
653,2022-10-16,34264,31055,3209
654,2022-10-17,4721,4303,418
655,2022-10-18,38128,35949,2179
656,2022-10-19,1789,1714,75
657,2022-10-20,15127,14133,994
658,2022-10-21,41552,39877,1675
659,2022-10-22,32919,30323,2596
660,2022-10-23,36304,33815,2489
661,2022-10-24,42253,42180,73
662,2022-10-25,40820,39994,826
663,2022-10-26,8619,7777,842
664,2022-10-27,49855,46721,3134
665,2022-10-28,42470,40239,2231
666,2022-10-29,22572,20412,2160
667,2022-10-30,42942,39331,3611
668,2022-10-31,42689,39463,3226
669,2022-11-01,21973,20269,1704
670,2022-11-02,29128,27370,1758
671,2022-11-03,21213,20130,1083
672,2022-11-04,19540,17887,1653
673,2022-11-05,31711,30359,1352
674,2022-11-06,44502,43452,1050
675,2022-11-07,11416,10603,813
676,2022-11-08,15222,14299,923
677,2022-11-09,39504,39258,246
678,2022-11-10,5705,5223,482
679,2022-11-11,39915,39070,845
680,2022-11-12,12070,10870,1200
681,2022-11-13,37783,36903,880
682,2022-11-14,49679,48740,939
683,2022-11-15,18146,17146,1000
684,2022-11-16,9292,9147,145
685,2022-11-17,5794,5354,440
686,2022-11-18,32100,31855,245
687,2022-11-19,46683,46178,505
688,2022-11-20,45731,42189,3542
689,2022-11-21,42043,41329,714
690,2022-11-22,22177,21253,924
691,2022-11-23,37633,35735,1898
692,2022-11-24,18705,17235,1470
693,2022-11-25,2015,1854,161
694,2022-11-26,10700,10339,361
695,2022-11-27,29491,28884,607
696,2022-11-28,23137,22549,588
697,2022-11-29,21970,20785,1185
698,2022-11-30,11975,10844,1131
699,2022-12-01,18298,16983,1315
700,2022-12-02,28363,25929,2434
701,2022-12-03,16258,14822,1436
702,2022-12-04,21309,21009,300
703,2022-12-05,37458,36860,598
704,2022-12-06,8882,8755,127
705,2022-12-07,45081,43489,1592
706,2022-12-08,6239,5927,312
707,2022-12-09,41395,38203,3192
708,2022-12-10,2859,2581,278
709,2022-12-11,33704,30424,3280
710,2022-12-12,38294,34634,3660
711,2022-12-13,17194,15939,1255
712,2022-12-14,43974,43042,932
713,2022-12-15,22131,21115,1016
714,2022-12-16,3158,2926,232
715,2022-12-17,49560,48850,710
716,2022-12-18,18733,18175,558
717,2022-12-19,3415,3261,154
718,2022-12-20,46847,46349,498
719,2022-12-21,5777,5457,320
720,2022-12-22,36852,36529,323
721,2022-12-23,48061,45991,2070
722,2022-12-24,19826,18626,1200
723,2022-12-25,47214,44729,2485
724,2022-12-26,4385,4076,309
725,2022-12-27,22295,22010,285
726,2022-12-28,9823,9390,433
727,2022-12-29,35957,33162,2795
728,2022-12-30,1147,1056,91
729,2022-12-31,28355,28019,336
730,2023-01-01,17712,16446,1266
