,date,totalRequests,successfulRequests,failedRequests
142,2021-05-23,258,258,0
143,2021-05-24,3992,3813,179
144,2021-05-25,4790,4675,115
145,2021-05-26,2691,2608,83
146,2021-05-27,3878,3850,28
147,2021-05-28,1142,1095,47
148,2021-05-29,3382,3230,152
149,2021-05-30,3649,3611,38
150,2021-05-31,4649,4552,97
151,2021-06-01,3374,3320,54
152,2021-06-02,1169,1134,35
153,2021-06-03,4299,4100,199
154,2021-06-04,3989,3987,2
155,2021-06-05,4895,4804,91
156,2021-06-06,268,263,5
157,2021-06-07,2343,2238,105
158,2021-06-08,2419,2300,119
159,2021-06-09,499,478,21
160,2021-06-10,1186,1184,2
161,2021-06-11,4004,3868,136
162,2021-06-12,2422,2407,15
163,2021-06-13,3169,3113,56
164,2021-06-14,3718,3669,49
165,2021-06-15,2050,2010,40
166,2021-06-16,1208,1164,44
167,2021-06-17,1363,1352,11
168,2021-06-18,4853,4689,164
169,2021-06-19,1121,1098,23
170,2021-06-20,4030,4011,19
171,2021-06-21,4097,4034,63
172,2021-06-22,2772,2674,98
173,2021-06-23,385,375,10
174,2021-06-24,278,275,3
175,2021-06-25,3788,3730,58
176,2021-06-26,4806,4657,149
177,2021-06-27,2614,2545,69
178,2021-06-28,2631,2571,60
179,2021-06-29,2982,2837,145
180,2021-06-30,1474,1440,34
181,2021-07-01,2113,2110,3
182,2021-07-02,2555,2509,46
183,2021-07-03,1979,1926,53
184,2021-07-04,3604,3551,53
185,2021-07-05,1198,1157,41
186,2021-07-06,2398,2327,71
187,2021-07-07,588,573,15
188,2021-07-08,4541,4510,31
189,2021-07-09,1266,1207,59
190,2021-07-10,4517,4357,160
191,2021-07-11,4294,4238,56
192,2021-07-12,1906,1906,0
193,2021-07-13,205,200,5
194,2021-07-14,1038,1038,0
195,2021-07-15,2704,2636,68
196,2021-07-16,4459,4442,17
197,2021-07-17,1784,1782,2
198,2021-07-18,2529,2488,41
199,2021-07-19,2674,2639,35
200,2021-07-20,3618,3557,61
201,2021-07-21,3863,3824,39
202,2021-07-22,3065,3055,10
203,2021-07-23,379,365,14
204,2021-07-24,3650,3564,86
205,2021-07-25,3363,3221,142
206,2021-07-26,632,615,17
207,2021-07-27,2146,2056,90
208,2021-07-28,4045,3846,199
209,2021-07-29,9,9,0
210,2021-07-30,3126,3029,97
211,2021-07-31,2243,2160,83
212,2021-08-01,3139,3088,51
213,2021-08-02,3132,3009,123
214,2021-08-03,2786,2737,49
215,2021-08-04,2451,2351,100
216,2021-08-05,529,528,1
217,2021-08-06,2144,2065,79
218,2021-08-07,4440,4349,91
219,2021-08-08,4875,4754,121
220,2021-08-09,2763,2751,12
221,2021-08-10,808,807,1
222,2021-08-11,898,891,7
223,2021-08-12,3702,3671,31
224,2021-08-13,4894,4850,44
225,2021-08-14,2978,2948,30
226,2021-08-15,3670,3570,100
227,2021-08-16,3585,3572,13
228,2021-08-17,626,618,8
229,2021-08-18,3511,3479,32
230,2021-08-19,388,383,5
231,2021-08-20,632,612,20
232,2021-08-21,3547,3472,75
233,2021-08-22,4871,4631,240
234,2021-08-23,2194,2113,81
235,2021-08-24,3364,3280,84
236,2021-08-25,1815,1762,53
237,2021-08-26,3526,3420,106
238,2021-08-27,3053,2975,78
239,2021-08-28,4779,4638,141
240,2021-08-29,3945,3852,93
241,2021-08-30,1184,1156,28
242,2021-08-31,2817,2801,16
243,2021-09-01,4499,4367,132
244,2021-09-02,1156,1112,44
245,2021-09-03,3077,2926,151
246,2021-09-04,1900,1884,16
247,2021-09-05,2781,2699,82
248,2021-09-06,938,909,29
249,2021-09-07,2750,2734,16
250,2021-09-08,3078,2974,104
251,2021-09-09,4364,4179,185
252,2021-09-10,3220,3062,158
253,2021-09-11,2157,2099,58
254,2021-09-12,814,795,19
255,2021-09-13,3601,3484,117
256,2021-09-14,3168,3100,68
257,2021-09-15,3129,3018,111
258,2021-09-16,1819,1798,21
259,2021-09-17,2683,2672,11
260,2021-09-18,3118,3078,40
261,2021-09-19,42,41,1
262,2021-09-20,3908,3716,192
263,2021-09-21,3055,3001,54
264,2021-09-22,1564,1491,73
265,2021-09-23,4884,4732,152
266,2021-09-24,3594,3490,104
267,2021-09-25,163,159,4
268,2021-09-26,1970,1937,33
269,2021-09-27,549,523,26
270,2021-09-28,2048,1963,85
271,2021-09-29,1313,1281,32
272,2021-09-30,1694,1648,46
273,2021-10-01,701,679,22
274,2021-10-02,2816,2771,45
275,2021-10-03,572,553,19
276,2021-10-04,72,72,0
277,2021-10-05,4665,4628,37
278,2021-10-06,3845,3672,173
279,2021-10-07,2772,2647,125
280,2021-10-08,4404,4363,41
281,2021-10-09,3025,2906,119
282,2021-10-10,3380,3366,14
283,2021-10-11,1247,1208,39
284,2021-10-12,1983,1914,69
285,2021-10-13,745,722,23
286,2021-10-14,240,230,10
287,2021-10-15,3411,3258,153
288,2021-10-16,3214,3058,156
289,2021-10-17,772,758,14
290,2021-10-18,2619,2517,102
291,2021-10-19,77,75,2
292,2021-10-20,3808,3786,22
293,2021-10-21,214,213,1
294,2021-10-22,4744,4526,218
295,2021-10-23,4484,4398,86
296,2021-10-24,311,307,4
297,2021-10-25,4432,4349,83
298,2021-10-26,2075,2020,55
299,2021-10-27,1853,1772,81
300,2021-10-28,4798,4604,194
301,2021-10-29,416,399,17
302,2021-10-30,1673,1615,58
303,2021-10-31,1085,1069,16
304,2021-11-01,589,581,8
305,2021-11-02,1418,1354,64
306,2021-11-03,72,70,2
307,2021-11-04,1286,1270,16
308,2021-11-05,1717,1649,68
309,2021-11-06,3650,3493,157
310,2021-11-07,1117,1062,55
311,2021-11-08,1427,1416,11
312,2021-11-09,4391,4200,191
313,2021-11-10,1801,1777,24
314,2021-11-11,992,975,17
315,2021-11-12,3433,3356,77
316,2021-11-13,3946,3909,37
317,2021-11-14,4982,4886,96
318,2021-11-15,2016,1970,46
319,2021-11-16,1102,1097,5
320,2021-11-17,1908,1815,93
321,2021-11-18,2026,1956,70
322,2021-11-19,1003,976,27
323,2021-11-20,1792,1773,19
324,2021-11-21,2967,2933,34
325,2021-11-22,2968,2834,134
326,2021-11-23,1549,1483,66
327,2021-11-24,3284,3239,45
328,2021-11-25,1119,1066,53
329,2021-11-26,395,385,10
330,2021-11-27,4830,4798,32
331,2021-11-28,2953,2828,125
332,2021-11-29,1807,1755,52
333,2021-11-30,3867,3840,27
334,2021-12-01,1588,1539,49
335,2021-12-02,3787,3732,55
336,2021-12-03,4763,4743,20
337,2021-12-04,4991,4902,89
338,2021-12-05,3961,3805,156
339,2021-12-06,1421,1416,5
340,2021-12-07,2207,2194,13
341,2021-12-08,2249,2179,70
342,2021-12-09,1434,1367,67
343,2021-12-10,2961,2830,131
344,2021-12-11,498,485,13
345,2021-12-12,4391,4261,130
346,2021-12-13,2466,2421,45
347,2021-12-14,3766,3590,176
348,2021-12-15,1621,1621,0
349,2021-12-16,1635,1622,13
350,2021-12-17,1561,1545,16
351,2021-12-18,486,476,10
352,2021-12-19,4847,4810,37
353,2021-12-20,3105,2980,125
354,2021-12-21,4684,4488,196
355,2021-12-22,1741,1677,64
356,2021-12-23,2614,2499,115
357,2021-12-24,2991,2856,135
358,2021-12-25,4548,4428,120
359,2021-12-26,3976,3896,80
360,2021-12-27,2117,2088,29
361,2021-12-28,764,732,32
362,2021-12-29,656,636,20
363,2021-12-30,3828,3768,60
364,2021-12-31,217,216,1
365,2022-01-01,3174,3023,151
366,2022-01-02,1255,1227,28
367,2022-01-03,4667,4660,7
368,2022-01-04,2161,2161,0
369,2022-01-05,4490,4453,37
370,2022-01-06,914,887,27
371,2022-01-07,2860,2729,131
372,2022-01-08,917,901,16
373,2022-01-09,1328,1276,52
374,2022-01-10,3221,3154,67
375,2022-01-11,3785,3716,69
376,2022-01-12,1686,1639,47
377,2022-01-13,3709,3643,66
378,2022-01-14,151,148,3
379,2022-01-15,3434,3329,105
380,2022-01-16,3406,3288,118
381,2022-01-17,3784,3618,166
382,2022-01-18,4612,4579,33
383,2022-01-19,1803,1763,40
384,2022-01-20,2521,2443,78
385,2022-01-21,1362,1306,56
386,2022-01-22,622,610,12
387,2022-01-23,749,738,11
388,2022-01-24,238,235,3
389,2022-01-25,3963,3862,101
390,2022-01-26,4784,4567,217
391,2022-01-27,656,638,18
392,2022-01-28,1222,1203,19
393,2022-01-29,4637,4554,83
394,2022-01-30,4778,4759,19
395,2022-01-31,3022,2926,96
396,2022-02-01,1128,1112,16
397,2022-02-02,1248,1245,3
398,2022-02-03,4656,4430,226
399,2022-02-04,1230,1185,45
400,2022-02-05,2498,2433,65
401,2022-02-06,443,435,8
402,2022-02-07,1852,1763,89
403,2022-02-08,1995,1961,34
404,2022-02-09,4689,4620,69
405,2022-02-10,4044,3902,142
406,2022-02-11,4728,4606,122
407,2022-02-12,2825,2795,30
408,2022-02-13,1737,1706,31
409,2022-02-14,2859,2815,44
410,2022-02-15,2924,2913,11
411,2022-02-16,147,144,3
412,2022-02-17,4504,4337,167
413,2022-02-18,2494,2492,2
414,2022-02-19,3878,3811,67
415,2022-02-20,2085,2037,48
416,2022-02-21,317,310,7
417,2022-02-22,4950,4766,184
418,2022-02-23,3846,3831,15
419,2022-02-24,107,102,5
420,2022-02-25,1139,1113,26
421,2022-02-26,4314,4111,203
422,2022-02-27,1957,1949,8
423,2022-02-28,2565,2446,119
424,2022-03-01,2250,2184,66
425,2022-03-02,2168,2138,30
426,2022-03-03,854,816,38
427,2022-03-04,3785,3677,108
428,2022-03-05,3137,3097,40
429,2022-03-06,1807,1751,56
430,2022-03-07,2449,2430,19
431,2022-03-08,2752,2738,14
432,2022-03-09,1842,1782,60
433,2022-03-10,1670,1635,35
434,2022-03-11,3049,3009,40
435,2022-03-12,1222,1202,20
436,2022-03-13,4915,4784,131
437,2022-03-14,847,841,6
438,2022-03-15,3667,3626,41
439,2022-03-16,2997,2989,8
440,2022-03-17,2796,2710,86
441,2022-03-18,1431,1422,9
442,2022-03-19,2588,2587,1
443,2022-03-20,3244,3209,35
444,2022-03-21,1355,1340,15
445,2022-03-22,4208,4003,205
446,2022-03-23,3316,3194,122
447,2022-03-24,2658,2658,0
448,2022-03-25,4836,4795,41
449,2022-03-26,1012,1002,10
450,2022-03-27,4130,3956,174
451,2022-03-28,4385,4218,167
452,2022-03-29,4485,4445,40
453,2022-03-30,4551,4510,41
454,2022-03-31,1786,1698,88
455,2022-04-01,2462,2429,33
456,2022-04-02,3893,3777,116
457,2022-04-03,3545,3516,29
458,2022-04-04,2278,2233,45
459,2022-04-05,4509,4295,214
460,2022-04-06,2769,2647,122
461,2022-04-07,614,599,15
462,2022-04-08,4863,4697,166
463,2022-04-09,4493,4463,30
464,2022-04-10,1579,1536,43
465,2022-04-11,1777,1697,80
466,2022-04-12,347,347,0
467,2022-04-13,1758,1757,1
468,2022-04-14,2610,2588,22
469,2022-04-15,2488,2453,35
470,2022-04-16,3052,2950,102
471,2022-04-17,2330,2328,2
472,2022-04-18,3230,3220,10
473,2022-04-19,3932,3861,71
474,2022-04-20,1241,1235,6
475,2022-04-21,1495,1427,68
476,2022-04-22,1846,1824,22
477,2022-04-23,4310,4159,151
478,2022-04-24,1750,1719,31
479,2022-04-25,4224,4073,151
480,2022-04-26,2192,2182,10
481,2022-04-27,2166,2159,7
482,2022-04-28,1211,1194,17
483,2022-04-29,675,645,30
484,2022-04-30,136,133,3
485,2022-05-01,2331,2240,91
486,2022-05-02,4977,4826,151
487,2022-05-03,3330,3323,7
488,2022-05-04,1544,1506,38
489,2022-05-05,1132,1086,46
490,2022-05-06,3570,3558,12
491,2022-05-07,3643,3603,40
492,2022-05-08,3957,3804,153
493,2022-05-09,2898,2798,100
494,2022-05-10,608,594,14
495,2022-05-11,2783,2729,54
496,2022-05-12,4940,4727,213
497,2022-05-13,4773,4751,22
498,2022-05-14,4965,4947,18
499,2022-05-15,3278,3204,74
500,2022-05-16,1339,1305,34
501,2022-05-17,3574,3550,24
502,2022-05-18,4359,4162,197
503,2022-05-19,1007,979,28
504,2022-05-20,4719,4678,41
505,2022-05-21,1758,1696,62
506,2022-05-22,3906,3745,161
507,2022-05-23,4947,4937,10
508,2022-05-24,3044,2944,100
509,2022-05-25,3977,3782,195
510,2022-05-26,3421,3358,63
511,2022-05-27,561,538,23
512,2022-05-28,4536,4482,54
513,2022-05-29,757,729,28
514,2022-05-30,4880,4786,94
515,2022-05-31,1429,1397,32
516,2022-06-01,4620,4493,127
517,2022-06-02,4318,4311,7
518,2022-06-03,2665,2617,48
519,2022-06-04,1576,1531,45
520,2022-06-05,4517,4295,222
521,2022-06-06,445,442,3
522,2022-06-07,2344,2316,28
523,2022-06-08,1362,1298,64
524,2022-06-09,2713,2712,1
525,2022-06-10,260,260,0
526,2022-06-11,3097,2964,133
527,2022-06-12,3074,3005,69
528,2022-06-13,258,246,12
529,2022-06-14,2170,2084,86
530,2022-06-15,1620,1568,52
531,2022-06-16,2929,2809,120
532,2022-06-17,1688,1651,37
533,2022-06-18,3918,3799,119
534,2022-06-19,245,244,1
535,2022-06-20,2370,2315,55
536,2022-06-21,4504,4345,159
537,2022-06-22,912,903,9
538,2022-06-23,3829,3751,78
539,2022-06-24,2394,2340,54
540,2022-06-25,1548,1479,69
541,2022-06-26,4946,4839,107
542,2022-06-27,1078,1066,12
543,2022-06-28,2043,1945,98
544,2022-06-29,853,832,21
545,2022-06-30,3056,3019,37
546,2022-07-01,4310,4107,203
547,2022-07-02,4441,4390,51
548,2022-07-03,2164,2091,73
549,2022-07-04,754,730,24
550,2022-07-05,173,165,8
551,2022-07-06,3100,3086,14
552,2022-07-07,1993,1983,10
553,2022-07-08,358,351,7
554,2022-07-09,2324,2290,34
555,2022-07-10,1420,1358,62
556,2022-07-11,1452,1444,8
557,2022-07-12,4234,4193,41
558,2022-07-13,3411,3403,8
559,2022-07-14,2635,2588,47
560,2022-07-15,1212,1202,10
561,2022-07-16,4821,4684,137
562,2022-07-17,589,567,22
563,2022-07-18,2824,2808,16
564,2022-07-19,944,930,14
565,2022-07-20,4387,4367,20
566,2022-07-21,2682,2632,50
567,2022-07-22,584,580,4
568,2022-07-23,898,854,44
569,2022-07-24,4327,4275,52
570,2022-07-25,2283,2210,73
571,2022-07-26,1696,1670,26
572,2022-07-27,4463,4389,74
573,2022-07-28,4760,4728,32
574,2022-07-29,3949,3787,162
575,2022-07-30,1985,1931,54
576,2022-07-31,3054,2947,107
577,2022-08-01,3298,3209,89
578,2022-08-02,3582,3553,29
579,2022-08-03,2443,2397,46
580,2022-08-04,1544,1490,54
581,2022-08-05,909,906,3
582,2022-08-06,2131,2088,43
583,2022-08-07,3248,3187,61
584,2022-08-08,2832,2715,117
585,2022-08-09,2975,2915,60
586,2022-08-10,396,386,10
587,2022-08-11,4369,4168,201
588,2022-08-12,2363,2346,17
589,2022-08-13,4850,4770,80
590,2022-08-14,2743,2715,28
591,2022-08-15,1319,1275,44
592,2022-08-16,2229,2205,24
593,2022-08-17,669,645,24
594,2022-08-18,2381,2263,118
595,2022-08-19,3613,3521,92
596,2022-08-20,3971,3876,95
597,2022-08-21,3443,3406,37
598,2022-08-22,3785,3773,12
599,2022-08-23,3124,3017,107
600,2022-08-24,2440,2356,84
601,2022-08-25,2328,2304,24
602,2022-08-26,4202,4029,173
603,2022-08-27,3477,3380,97
604,2022-08-28,64,63,1
605,2022-08-29,2560,2530,30
606,2022-08-30,1509,1453,56
607,2022-08-31,4189,4065,124
608,2022-09-01,1632,1576,56
609,2022-09-02,4316,4247,69
610,2022-09-03,635,608,27
611,2022-09-04,1354,1323,31
612,2022-09-05,334,329,5
613,2022-09-06,4269,4125,144
614,2022-09-07,518,494,24
615,2022-09-08,2914,2820,94
616,2022-09-09,2172,2065,107
617,2022-09-10,102,99,3
618,2022-09-11,3185,3181,4
619,2022-09-12,4209,4179,30
620,2022-09-13,4118,4042,76
621,2022-09-14,2990,2841,149
622,2022-09-15,668,656,12
623,2022-09-16,3472,3309,163
624,2022-09-17,3272,3150,122
625,2022-09-18,3329,3169,160
626,2022-09-19,4069,3872,197
627,2022-09-20,3588,3459,129
628,2022-09-21,3366,3338,28
629,2022-09-22,911,900,11
630,2022-09-23,4779,4544,235
631,2022-09-24,2528,2496,32
632,2022-09-25,1343,1297,46
633,2022-09-26,113,109,4
634,2022-09-27,3232,3164,68
635,2022-09-28,141,135,6
636,2022-09-29,835,833,2
637,2022-09-30,3703,3565,138
638,2022-10-01,2372,2372,0
639,2022-10-02,488,471,17
640,2022-10-03,2860,2726,134
641,2022-10-04,1943,1869,74
642,2022-10-05,1267,1257,10
643,2022-10-06,3032,3020,12
644,2022-10-07,3653,3478,175
645,2022-10-08,2633,2622,11
646,2022-10-09,1133,1079,54
647,2022-10-10,345,336,9
648,2022-10-11,3264,3217,47
649,2022-10-12,2472,2352,120
650,2022-10-13,2044,1986,58
651,2022-10-14,2689,2673,16
652,2022-10-15,1370,1312,58
653,2022-10-16,1685,1658,27
654,2022-10-17,1057,1033,24
655,2022-10-18,2435,2414,21
656,2022-10-19,1458,1398,60
657,2022-10-20,1598,1523,75
658,2022-10-21,4016,3892,124
659,2022-10-22,2327,2269,58
660,2022-10-23,2134,2055,79
661,2022-10-24,130,128,2
662,2022-10-25,3693,3553,140
663,2022-10-26,4,4,0
664,2022-10-27,3121,2975,146
665,2022-10-28,1331,1293,38
666,2022-10-29,4125,4118,7
667,2022-10-30,1682,1668,14
668,2022-10-31,4173,4055,118
669,2022-11-01,2606,2535,71
670,2022-11-02,2127,2064,63
671,2022-11-03,4491,4304,187
672,2022-11-04,981,975,6
673,2022-11-05,1649,1629,20
674,2022-11-06,841,812,29
675,2022-11-07,1546,1485,61
676,2022-11-08,3046,2950,96
677,2022-11-09,4016,3904,112
678,2022-11-10,2213,2126,87
679,2022-11-11,4253,4116,137
680,2022-11-12,4622,4485,137
681,2022-11-13,4181,4131,50
682,2022-11-14,2551,2428,123
683,2022-11-15,3269,3195,74
684,2022-11-16,2634,2603,31
685,2022-11-17,1655,1649,6
686,2022-11-18,4355,4140,215
687,2022-11-19,628,618,10
688,2022-11-20,851,831,20
689,2022-11-21,449,447,2
690,2022-11-22,2635,2620,15
691,2022-11-23,4290,4186,104
692,2022-11-24,2622,2599,23
693,2022-11-25,436,435,1
694,2022-11-26,4609,4537,72
695,2022-11-27,3846,3733,113
696,2022-11-28,676,673,3
697,2022-11-29,3183,3116,67
698,2022-11-30,1674,1667,7
699,2022-12-01,4044,4043,1
700,2022-12-02,3033,3020,13
701,2022-12-03,1204,1167,37
702,2022-12-04,2521,2425,96
703,2022-12-05,3649,3570,79
704,2022-12-06,1586,1558,28
705,2022-12-07,594,593,1
706,2022-12-08,2529,2503,26
707,2022-12-09,4127,3979,148
708,2022-12-10,3497,3369,128
709,2022-12-11,104,104,0
710,2022-12-12,4894,4781,113
711,2022-12-13,2150,2100,50
712,2022-12-14,433,430,3
713,2022-12-15,4084,3899,185
714,2022-12-16,4703,4510,193
715,2022-12-17,2419,2415,4
716,2022-12-18,4341,4189,152
717,2022-12-19,974,955,19
718,2022-12-20,4101,3945,156
719,2022-12-21,764,755,9
720,2022-12-22,2092,2002,90
721,2022-12-23,630,625,5
722,2022-12-24,1037,1003,34
723,2022-12-25,1514,1465,49
724,2022-12-26,1462,1438,24
725,2022-12-27,1169,1116,53
726,2022-12-28,4815,4594,221
727,2022-12-29,4971,4944,27
728,2022-12-30,4097,3938,159
729,2022-12-31,1386,1321,65
730,2023-01-01,1626,1549,77
