,date,total,successful,failed
78,2021-03-20,1393,1328,65
79,2021-03-21,38814,38472,342
80,2021-03-22,40429,40153,276
81,2021-03-23,36547,35706,841
82,2021-03-24,31786,29475,2311
83,2021-03-25,21336,20496,840
84,2021-03-26,37195,36950,245
85,2021-03-27,35276,34136,1140
86,2021-03-28,7913,7837,76
87,2021-03-29,42025,41876,149
88,2021-03-30,13817,13260,557
89,2021-03-31,12291,12237,54
90,2021-04-01,27593,26161,1432
91,2021-04-02,47679,44423,3256
92,2021-04-03,35124,34126,998
93,2021-04-04,24763,22489,2274
94,2021-04-05,26783,24542,2241
95,2021-04-06,30734,27910,2824
96,2021-04-07,40036,36651,3385
97,2021-04-08,33102,31649,1453
98,2021-04-09,19220,18233,987
99,2021-04-10,29151,28999,152
100,2021-04-11,31239,29170,2069
101,2021-04-12,26543,24196,2347
102,2021-04-13,39137,37401,1736
103,2021-04-14,40618,37705,2913
104,2021-04-15,8452,7628,824
105,2021-04-16,1526,1481,45
106,2021-04-17,12562,12276,286
107,2021-04-18,32526,32165,361
108,2021-04-19,6402,5976,426
109,2021-04-20,27447,26643,804
110,2021-04-21,34210,33525,685
111,2021-04-22,3823,3554,269
112,2021-04-23,2871,2694,177
113,2021-04-24,47178,46544,634
114,2021-04-25,23923,23574,349
115,2021-04-26,23407,21511,1896
116,2021-04-27,11659,10624,1035
117,2021-04-28,45365,44014,1351
118,2021-04-29,9417,9263,154
119,2021-04-30,12381,11935,446
120,2021-05-01,18104,18091,13
121,2021-05-02,13008,12990,18
122,2021-05-03,22210,20829,1381
123,2021-05-04,43084,42906,178
124,2021-05-05,3318,3302,16
125,2021-05-06,8602,8186,416
126,2021-05-07,37758,34108,3650
127,2021-05-08,27752,25769,1983
128,2021-05-09,43471,39357,4114
129,2021-05-10,43848,40707,3141
130,2021-05-11,24855,23264,1591
131,2021-05-12,48398,43787,4611
132,2021-05-13,44359,40766,3593
133,2021-05-14,13442,13021,421
134,2021-05-15,30854,30055,799
135,2021-05-16,37351,34945,2406
136,2021-05-17,11306,10633,673
137,2021-05-18,43527,42963,564
138,2021-05-19,23691,22942,749
139,2021-05-20,39423,35885,3538
140,2021-05-21,7606,7393,213
141,2021-05-22,48110,46908,1202
142,2021-05-23,43582,41859,1723
143,2021-05-24,26424,26218,206
144,2021-05-25,26403,25250,1153
145,2021-05-26,1349,1347,2
146,2021-05-27,6303,6077,226
147,2021-05-28,445,432,13
148,2021-05-29,24690,24006,684
149,2021-05-30,9457,8683,774
150,2021-05-31,23759,21546,2213
151,2021-06-01,4891,4509,382
152,2021-06-02,35286,33903,1383
153,2021-06-03,37452,35487,1965
154,2021-06-04,40211,37196,3015
155,2021-06-05,46818,42206,4612
156,2021-06-06,10836,10832,4
157,2021-06-07,9887,9484,403
158,2021-06-08,12014,11852,162
159,2021-06-09,27485,26094,1391
160,2021-06-10,37038,35562,1476
161,2021-06-11,1478,1413,65
162,2021-06-12,15796,15461,335
163,2021-06-13,34728,34646,82
164,2021-06-14,40911,40697,214
165,2021-06-15,17334,16081,1253
166,2021-06-16,10323,9628,695
167,2021-06-17,11008,10481,527
168,2021-06-18,37144,34232,2912
169,2021-06-19,19624,19219,405
170,2021-06-20,6466,5982,484
171,2021-06-21,41195,38066,3129
172,2021-06-22,5812,5803,9
173,2021-06-23,47181,44224,2957
174,2021-06-24,3130,2876,254
175,2021-06-25,1839,1782,57
176,2021-06-26,34380,31493,2887
177,2021-06-27,11403,10816,587
178,2021-06-28,5423,5277,146
179,2021-06-29,49035,47789,1246
180,2021-06-30,24971,23446,1525
181,2021-07-01,3447,3377,70
182,2021-07-02,30632,29601,1031
183,2021-07-03,7939,7818,121
184,2021-07-04,31596,29256,2340
185,2021-07-05,26010,23482,2528
186,2021-07-06,9731,9359,372
187,2021-07-07,16935,16835,100
188,2021-07-08,43217,41155,2062
189,2021-07-09,13476,12186,1290
190,2021-07-10,3727,3491,236
191,2021-07-11,48942,45373,3569
192,2021-07-12,42052,38658,3394
193,2021-07-13,21201,19439,1762
194,2021-07-14,26660,26126,534
195,2021-07-15,30181,29142,1039
196,2021-07-16,36207,34651,1556
197,2021-07-17,27733,25277,2456
198,2021-07-18,21660,20298,1362
199,2021-07-19,41402,38128,3274
200,2021-07-20,24314,23903,411
201,2021-07-21,36224,35768,456
202,2021-07-22,48687,45486,3201
203,2021-07-23,30158,27527,2631
204,2021-07-24,21806,20316,1490
205,2021-07-25,40341,38572,1769
206,2021-07-26,14028,12967,1061
207,2021-07-27,40038,37089,2949
208,2021-07-28,9279,9110,169
209,2021-07-29,40020,39141,879
210,2021-07-30,46654,42764,3890
211,2021-07-31,45381,42384,2997
212,2021-08-01,3169,3013,156
213,2021-08-02,38313,35597,2716
214,2021-08-03,46383,43703,2680
215,2021-08-04,40534,37320,3214
216,2021-08-05,38693,38046,647
217,2021-08-06,18191,17497,694
218,2021-08-07,12782,11700,1082
219,2021-08-08,45122,41578,3544
220,2021-08-09,421,383,38
221,2021-08-10,32126,31820,306
222,2021-08-11,22947,22716,231
223,2021-08-12,22327,20945,1382
224,2021-08-13,7682,7625,57
225,2021-08-14,40547,36701,3846
226,2021-08-15,40477,40015,462
227,2021-08-16,25403,24191,1212
228,2021-08-17,45540,43237,2303
229,2021-08-18,26557,25468,1089
230,2021-08-19,32106,31600,506
231,2021-08-20,30339,28029,2310
232,2021-08-21,36476,33210,3266
233,2021-08-22,46579,42192,4387
234,2021-08-23,32437,29706,2731
235,2021-08-24,4302,4208,94
236,2021-08-25,44386,43457,929
237,2021-08-26,10930,10037,893
238,2021-08-27,16585,15657,928
239,2021-08-28,37354,33768,3586
240,2021-08-29,22844,20602,2242
241,2021-08-30,11760,11069,691
242,2021-08-31,9988,9479,509
243,2021-09-01,13855,13076,779
244,2021-09-02,42336,39952,2384
245,2021-09-03,39670,37862,1808
246,2021-09-04,47482,44056,3426
247,2021-09-05,49270,47102,2168
248,2021-09-06,42061,37945,4116
249,2021-09-07,38702,34978,3724
250,2021-09-08,2160,2080,80
251,2021-09-09,26680,25942,738
252,2021-09-10,18253,17170,1083
253,2021-09-11,3167,3103,64
254,2021-09-12,39839,38586,1253
255,2021-09-13,24065,22726,1339
256,2021-09-14,25226,23906,1320
257,2021-09-15,40895,36963,3932
258,2021-09-16,26665,25079,1586
259,2021-09-17,20817,19589,1228
260,2021-09-18,22578,20344,2234
261,2021-09-19,27417,25776,1641
262,2021-09-20,31896,29726,2170
263,2021-09-21,8420,7769,651
264,2021-09-22,23177,21014,2163
265,2021-09-23,29728,27063,2665
266,2021-09-24,10390,9815,575
267,2021-09-25,33513,30746,2767
268,2021-09-26,17934,16428,1506
269,2021-09-27,19919,17997,1922
270,2021-09-28,709,658,51
271,2021-09-29,8198,8175,23
272,2021-09-30,3957,3762,195
273,2021-10-01,2437,2396,41
274,2021-10-02,32466,29317,3149
275,2021-10-03,9529,9120,409
276,2021-10-04,562,556,6
277,2021-10-05,31778,30370,1408
278,2021-10-06,21129,20943,186
279,2021-10-07,37182,33699,3483
280,2021-10-08,24178,22465,1713
281,2021-10-09,43015,42575,440
282,2021-10-10,15854,15739,115
283,2021-10-11,1934,1756,178
284,2021-10-12,8243,7502,741
285,2021-10-13,33284,30752,2532
286,2021-10-14,14747,13731,1016
287,2021-10-15,11749,11486,263
288,2021-10-16,44293,42826,1467
289,2021-10-17,12498,12302,196
290,2021-10-18,8142,7717,425
291,2021-10-19,10743,9717,1026
292,2021-10-20,39104,37011,2093
293,2021-10-21,21795,21193,602
294,2021-10-22,5639,5112,527
295,2021-10-23,14865,13636,1229
296,2021-10-24,42907,40272,2635
297,2021-10-25,37938,36168,1770
298,2021-10-26,29695,28249,1446
299,2021-10-27,45162,41865,3297
300,2021-10-28,26166,24219,1947
301,2021-10-29,23572,21304,2268
302,2021-10-30,4802,4427,375
303,2021-10-31,17757,16124,1633
304,2021-11-01,45631,42977,2654
305,2021-11-02,1106,1019,87
306,2021-11-03,1950,1928,22
307,2021-11-04,43641,41644,1997
308,2021-11-05,21482,19885,1597
309,2021-11-06,3135,2997,138
310,2021-11-07,45318,43952,1366
311,2021-11-08,30250,29453,797
312,2021-11-09,12254,11084,1170
313,2021-11-10,28389,26027,2362
314,2021-11-11,35363,33292,2071
315,2021-11-12,873,870,3
316,2021-11-13,25798,25725,73
317,2021-11-14,23199,22450,749
318,2021-11-15,45879,44465,1414
319,2021-11-16,15403,14809,594
320,2021-11-17,46347,42065,4282
321,2021-11-18,6149,5982,167
322,2021-11-19,4613,4497,116
323,2021-11-20,6684,6400,284
324,2021-11-21,22584,22208,376
325,2021-11-22,26511,26093,418
326,2021-11-23,37417,35584,1833
327,2021-11-24,25001,24989,12
328,2021-11-25,21257,21244,13
329,2021-11-26,47005,43604,3401
330,2021-11-27,20816,19330,1486
331,2021-11-28,15245,14656,589
332,2021-11-29,41608,39654,1954
333,2021-11-30,40451,39861,590
334,2021-12-01,27009,26275,734
335,2021-12-02,21278,19742,1536
336,2021-12-03,44372,42471,1901
337,2021-12-04,13124,11886,1238
338,2021-12-05,45260,42713,2547
339,2021-12-06,24283,23050,1233
340,2021-12-07,26027,25530,497
341,2021-12-08,25230,25202,28
342,2021-12-09,12028,11836,192
343,2021-12-10,48709,47917,792
344,2021-12-11,35590,34450,1140
345,2021-12-12,43768,42091,1677
346,2021-12-13,7101,6479,622
347,2021-12-14,20431,18522,1909
348,2021-12-15,5555,5429,126
349,2021-12-16,8572,8455,117
350,2021-12-17,48946,45496,3450
351,2021-12-18,9421,9150,271
352,2021-12-19,36081,33908,2173
353,2021-12-20,15856,14712,1144
354,2021-12-21,9483,9204,279
355,2021-12-22,30091,27679,2412
356,2021-12-23,19254,18631,623
357,2021-12-24,22622,21066,1556
358,2021-12-25,19455,19436,19
359,2021-12-26,15356,14254,1102
360,2021-12-27,11284,10550,734
361,2021-12-28,27106,26303,803
362,2021-12-29,16905,15488,1417
363,2021-12-30,13976,13126,850
364,2021-12-31,43535,40623,2912
365,2022-01-01,30690,30273,417
366,2022-01-02,16682,16102,580
367,2022-01-03,38883,36895,1988
368,2022-01-04,48655,45913,2742
369,2022-01-05,13689,13310,379
370,2022-01-06,18140,16703,1437
371,2022-01-07,26233,24900,1333
372,2022-01-08,47399,46927,472
373,2022-01-09,23401,21948,1453
374,2022-01-10,36701,34937,1764
375,2022-01-11,20354,20278,76
376,2022-01-12,29469,26550,2919
377,2022-01-13,12581,12109,472
378,2022-01-14,11159,10234,925
379,2022-01-15,3514,3460,54
380,2022-01-16,18679,18003,676
381,2022-01-17,43576,40671,2905
382,2022-01-18,35351,32957,2394
383,2022-01-19,2458,2303,155
384,2022-01-20,32102,31616,486
385,2022-01-21,28257,25918,2339
386,2022-01-22,19650,18241,1409
387,2022-01-23,15284,14289,995
388,2022-01-24,10396,9423,973
389,2022-01-25,28012,27642,370
390,2022-01-26,20469,19226,1243
391,2022-01-27,39586,36292,3294
392,2022-01-28,25580,24292,1288
393,2022-01-29,35165,32033,3132
394,2022-01-30,34016,31836,2180
395,2022-01-31,8554,8277,277
396,2022-02-01,46785,42331,4454
397,2022-02-02,20447,20183,264
398,2022-02-03,45067,40595,4472
399,2022-02-04,22617,21020,1597
400,2022-02-05,18206,18055,151
401,2022-02-06,46756,43305,3451
402,2022-02-07,18101,17895,206
403,2022-02-08,6951,6791,160
404,2022-02-09,38572,38277,295
405,2022-02-10,45033,44748,285
406,2022-02-11,6331,5795,536
407,2022-02-12,2597,2572,25
408,2022-02-13,39739,36232,3507
409,2022-02-14,42456,41600,856
410,2022-02-15,35874,35599,275
411,2022-02-16,40342,39070,1272
412,2022-02-17,36610,36378,232
413,2022-02-18,20736,20523,213
414,2022-02-19,3665,3428,237
415,2022-02-20,3140,3112,28
416,2022-02-21,21968,19849,2119
417,2022-02-22,14022,13591,431
418,2022-02-23,1693,1587,106
419,2022-02-24,43837,43534,303
420,2022-02-25,33758,32616,1142
421,2022-02-26,39699,39390,309
422,2022-02-27,7372,6843,529
423,2022-02-28,3287,3165,122
424,2022-03-01,32581,31781,800
425,2022-03-02,36096,34685,1411
426,2022-03-03,24364,24307,57
427,2022-03-04,47901,44215,3686
428,2022-03-05,1143,1104,39
429,2022-03-06,22779,21559,1220
430,2022-03-07,12118,11565,553
431,2022-03-08,45067,43690,1377
432,2022-03-09,748,742,6
433,2022-03-10,34841,33561,1280
434,2022-03-11,4365,3982,383
435,2022-03-12,2831,2774,57
436,2022-03-13,24408,22781,1627
437,2022-03-14,639,632,7
438,2022-03-15,19946,18691,1255
439,2022-03-16,27886,26903,983
440,2022-03-17,38750,37941,809
441,2022-03-18,31851,29511,2340
442,2022-03-19,271,264,7
443,2022-03-20,10121,9789,332
444,2022-03-21,35091,34931,160
445,2022-03-22,1906,1795,111
446,2022-03-23,15048,13957,1091
447,2022-03-24,16678,16416,262
448,2022-03-25,18260,17141,1119
449,2022-03-26,43356,39975,3381
450,2022-03-27,11036,10028,1008
451,2022-03-28,18856,17828,1028
452,2022-03-29,39711,38252,1459
453,2022-03-30,10837,9777,1060
454,2022-03-31,14273,13762,511
455,2022-04-01,37414,34784,2630
456,2022-04-02,25549,24979,570
457,2022-04-03,23794,23419,375
458,2022-04-04,49799,47850,1949
459,2022-04-05,23551,21373,2178
460,2022-04-06,47070,43858,3212
461,2022-04-07,34098,32436,1662
462,2022-04-08,39997,36901,3096
463,2022-04-09,40382,37629,2753
464,2022-04-10,6534,6095,439
465,2022-04-11,30848,28696,2152
466,2022-04-12,20508,18478,2030
467,2022-04-13,15029,14140,889
468,2022-04-14,21003,20639,364
469,2022-04-15,46861,46576,285
470,2022-04-16,16821,16797,24
471,2022-04-17,27948,26078,1870
472,2022-04-18,20104,18452,1652
473,2022-04-19,42287,39572,2715
474,2022-04-20,29223,26352,2871
475,2022-04-21,44466,43853,613
476,2022-04-22,27017,25658,1359
477,2022-04-23,23159,23067,92
478,2022-04-24,16180,14724,1456
479,2022-04-25,36202,35118,1084
480,2022-04-26,44872,41923,2949
481,2022-04-27,37709,35649,2060
482,2022-04-28,12016,11446,570
483,2022-04-29,23498,22845,653
484,2022-04-30,23335,23184,151
485,2022-05-01,5219,5031,188
486,2022-05-02,8378,7963,415
487,2022-05-03,47336,42998,4338
488,2022-05-04,25909,23967,1942
489,2022-05-05,32197,31072,1125
490,2022-05-06,32971,30105,2866
491,2022-05-07,12101,11613,488
492,2022-05-08,42369,41805,564
493,2022-05-09,9407,9246,161
494,2022-05-10,40865,38351,2514
495,2022-05-11,46087,43059,3028
496,2022-05-12,49585,47672,1913
497,2022-05-13,24925,24584,341
498,2022-05-14,20225,20173,52
499,2022-05-15,44916,44459,457
500,2022-05-16,33383,32498,885
501,2022-05-17,37661,37224,437
502,2022-05-18,2786,2539,247
503,2022-05-19,41042,40730,312
504,2022-05-20,37820,34233,3587
505,2022-05-21,49758,47702,2056
506,2022-05-22,44548,43619,929
507,2022-05-23,29272,27809,1463
508,2022-05-24,194,177,17
509,2022-05-25,10157,9764,393
510,2022-05-26,6024,5560,464
511,2022-05-27,20686,20367,319
512,2022-05-28,36078,35360,718
513,2022-05-29,13093,12337,756
514,2022-05-30,49546,46015,3531
515,2022-05-31,38982,37620,1362
516,2022-06-01,1484,1409,75
517,2022-06-02,2635,2539,96
518,2022-06-03,27404,26054,1350
519,2022-06-04,41085,40632,453
520,2022-06-05,21339,20378,961
521,2022-06-06,21891,21012,879
522,2022-06-07,33019,31766,1253
523,2022-06-08,46973,45778,1195
524,2022-06-09,24951,24906,45
525,2022-06-10,42895,39505,3390
526,2022-06-11,17997,16407,1590
527,2022-06-12,46764,43146,3618
528,2022-06-13,19514,18659,855
529,2022-06-14,30907,29887,1020
530,2022-06-15,3671,3497,174
531,2022-06-16,35298,34971,327
532,2022-06-17,32081,31204,877
533,2022-06-18,1740,1620,120
534,2022-06-19,14899,14164,735
535,2022-06-20,22582,21465,1117
536,2022-06-21,43601,43560,41
537,2022-06-22,3126,3122,4
538,2022-06-23,10079,9597,482
539,2022-06-24,9519,9268,251
540,2022-06-25,27088,26669,419
541,2022-06-26,21734,19680,2054
542,2022-06-27,5781,5281,500
543,2022-06-28,44573,41535,3038
544,2022-06-29,2408,2204,204
545,2022-06-30,44539,42534,2005
546,2022-07-01,23099,22515,584
547,2022-07-02,29810,27121,2689
548,2022-07-03,26112,23862,2250
549,2022-07-04,38314,36214,2100
550,2022-07-05,9018,8838,180
551,2022-07-06,35843,32896,2947
552,2022-07-07,31277,30159,1118
553,2022-07-08,43665,40311,3354
554,2022-07-09,10121,9417,704
555,2022-07-10,15452,14406,1046
556,2022-07-11,29995,29878,117
557,2022-07-12,21967,20955,1012
558,2022-07-13,49469,48915,554
559,2022-07-14,23494,21318,2176
560,2022-07-15,29058,27564,1494
561,2022-07-16,17095,16412,683
562,2022-07-17,21677,21299,378
563,2022-07-18,37717,34922,2795
564,2022-07-19,42968,39499,3469
565,2022-07-20,17408,16478,930
566,2022-07-21,18668,18661,7
567,2022-07-22,3717,3710,7
568,2022-07-23,23234,21649,1585
569,2022-07-24,33718,31438,2280
570,2022-07-25,43354,39042,4312
571,2022-07-26,29909,28412,1497
572,2022-07-27,1778,1745,33
573,2022-07-28,42072,39674,2398
574,2022-07-29,14915,14680,235
575,2022-07-30,31155,28855,2300
576,2022-07-31,38657,37351,1306
577,2022-08-01,2355,2246,109
578,2022-08-02,30373,29203,1170
579,2022-08-03,47822,44103,3719
580,2022-08-04,46964,46466,498
581,2022-08-05,9923,9660,263
582,2022-08-06,5867,5393,474
583,2022-08-07,5303,5121,182
584,2022-08-08,18893,18105,788
585,2022-08-09,30419,29195,1224
586,2022-08-10,1640,1508,132
587,2022-08-11,20189,19892,297
588,2022-08-12,177,170,7
589,2022-08-13,24985,24459,526
590,2022-08-14,41480,40907,573
591,2022-08-15,40647,40484,163
592,2022-08-16,46056,42358,3698
593,2022-08-17,45586,45416,170
594,2022-08-18,29165,27288,1877
595,2022-08-19,12236,11945,291
596,2022-08-20,18212,17060,1152
597,2022-08-21,15145,13777,1368
598,2022-08-22,29952,27034,2918
599,2022-08-23,5910,5802,108
600,2022-08-24,741,703,38
601,2022-08-25,35870,33759,2111
602,2022-08-26,28697,27547,1150
603,2022-08-27,3820,3721,99
604,2022-08-28,27290,26260,1030
605,2022-08-29,34251,31880,2371
606,2022-08-30,12939,12289,650
607,2022-08-31,7614,7583,31
608,2022-09-01,48443,43762,4681
609,2022-09-02,21955,20657,1298
610,2022-09-03,40594,36911,3683
611,2022-09-04,11506,10887,619
612,2022-09-05,1697,1579,118
613,2022-09-06,28057,27399,658
614,2022-09-07,36264,34110,2154
615,2022-09-08,36796,35649,1147
616,2022-09-09,42300,38571,3729
617,2022-09-10,8733,8607,126
618,2022-09-11,6073,5727,346
619,2022-09-12,32386,30311,2075
620,2022-09-13,24980,23826,1154
621,2022-09-14,17225,15505,1720
622,2022-09-15,22139,20265,1874
623,2022-09-16,12205,12160,45
624,2022-09-17,17781,17460,321
625,2022-09-18,30455,27849,2606
626,2022-09-19,17898,16967,931
627,2022-09-20,49353,46300,3053
628,2022-09-21,48373,46873,1500
629,2022-09-22,22420,21965,455
630,2022-09-23,1934,1919,15
631,2022-09-24,14151,12937,1214
632,2022-09-25,2733,2706,27
633,2022-09-26,7312,7042,270
634,2022-09-27,27238,26713,525
635,2022-09-28,34643,34524,119
636,2022-09-29,42800,42456,344
637,2022-09-30,11352,11308,44
638,2022-10-01,48810,47194,1616
639,2022-10-02,12732,11887,845
640,2022-10-03,35529,34423,1106
641,2022-10-04,36912,35841,1071
642,2022-10-05,9127,8439,688
643,2022-10-06,43107,40431,2676
644,2022-10-07,4873,4535,338
645,2022-10-08,12080,11143,937
646,2022-10-09,26720,25147,1573
647,2022-10-10,37603,35967,1636
648,2022-10-11,41373,41254,119
649,2022-10-12,38839,36007,2832
650,2022-10-13,36237,35752,485
651,2022-10-14,4521,4155,366
652,2022-10-15,2425,2264,161
653,2022-10-16,40591,39913,678
654,2022-10-17,46780,42793,3987
655,2022-10-18,46184,44575,1609
656,2022-10-19,23769,21981,1788
657,2022-10-20,17539,16131,1408
658,2022-10-21,29409,29071,338
659,2022-10-22,31912,29108,2804
660,2022-10-23,47636,45405,2231
661,2022-10-24,24590,24057,533
662,2022-10-25,18386,18274,112
663,2022-10-26,22546,21687,859
664,2022-10-27,45230,41876,3354
665,2022-10-28,19848,18179,1669
666,2022-10-29,955,892,63
667,2022-10-30,4706,4486,220
668,2022-10-31,41546,40688,858
669,2022-11-01,24729,22838,1891
670,2022-11-02,16788,15152,1636
671,2022-11-03,2122,1955,167
672,2022-11-04,14299,14075,224
673,2022-11-05,20008,18345,1663
674,2022-11-06,48400,44827,3573
675,2022-11-07,23755,21616,2139
676,2022-11-08,47559,46983,576
677,2022-11-09,17257,16640,617
678,2022-11-10,36465,34210,2255
679,2022-11-11,39848,39386,462
680,2022-11-12,48054,45124,2930
681,2022-11-13,35033,35028,5
682,2022-11-14,8082,8056,26
683,2022-11-15,21321,20593,728
684,2022-11-16,6914,6280,634
685,2022-11-17,47768,45319,2449
686,2022-11-18,8245,7705,540
687,2022-11-19,25360,24525,835
688,2022-11-20,24061,21925,2136
689,2022-11-21,43292,39800,3492
690,2022-11-22,41581,38647,2934
691,2022-11-23,26074,25550,524
692,2022-11-24,18341,17156,1185
693,2022-11-25,26764,24513,2251
694,2022-11-26,48455,45211,3244
695,2022-11-27,24882,24249,633
696,2022-11-28,21654,20846,808
697,2022-11-29,27297,26359,938
698,2022-11-30,27514,27077,437
699,2022-12-01,21358,20458,900
700,2022-12-02,43922,39851,4071
701,2022-12-03,16582,16082,500
702,2022-12-04,25358,23285,2073
703,2022-12-05,11402,11122,280
704,2022-12-06,17170,16389,781
705,2022-12-07,33160,31089,2071
706,2022-12-08,43511,42363,1148
707,2022-12-09,34447,33586,861
708,2022-12-10,26062,25408,654
709,2022-12-11,26730,26500,230
710,2022-12-12,37354,35227,2127
711,2022-12-13,41351,41212,139
712,2022-12-14,49119,48772,347
713,2022-12-15,43444,39822,3622
714,2022-12-16,12189,11792,397
715,2022-12-17,48695,48018,677
716,2022-12-18,6835,6312,523
717,2022-12-19,28211,27918,293
718,2022-12-20,12000,11935,65
719,2022-12-21,1455,1379,76
720,2022-12-22,14562,13165,1397
721,2022-12-23,33132,32188,944
722,2022-12-24,26072,24893,1179
723,2022-12-25,12145,11283,862
724,2022-12-26,26053,26025,28
725,2022-12-27,6599,6035,564
726,2022-12-28,12910,12498,412
727,2022-12-29,48009,43486,4523
728,2022-12-30,13545,13132,413
729,2022-12-31,9796,9323,473
730,2023-01-01,14317,13541,776
