,date,total,successful,failed
102,2021-04-13,14516,13539,977
103,2021-04-14,37628,35845,1783
104,2021-04-15,41965,41864,101
105,2021-04-16,17573,15971,1602
106,2021-04-17,16279,15259,1020
107,2021-04-18,29827,27913,1914
108,2021-04-19,35341,31934,3407
109,2021-04-20,364,349,15
110,2021-04-21,5884,5691,193
111,2021-04-22,7680,6948,732
112,2021-04-23,45652,41198,4454
113,2021-04-24,8140,7839,301
114,2021-04-25,13230,12258,972
115,2021-04-26,24077,22284,1793
116,2021-04-27,15225,14313,912
117,2021-04-28,21307,20861,446
118,2021-04-29,40668,37428,3240
119,2021-04-30,43249,42559,690
120,2021-05-01,48548,47030,1518
121,2021-05-02,12982,11936,1046
122,2021-05-03,49756,47844,1912
123,2021-05-04,37919,34309,3610
124,2021-05-05,24524,24145,379
125,2021-05-06,28426,25698,2728
126,2021-05-07,10443,9947,496
127,2021-05-08,7108,7094,14
128,2021-05-09,30441,28051,2390
129,2021-05-10,42261,39030,3231
130,2021-05-11,20870,20035,835
131,2021-05-12,15543,14061,1482
132,2021-05-13,17801,17039,762
133,2021-05-14,2762,2546,216
134,2021-05-15,12353,11987,366
135,2021-05-16,21532,20695,837
136,2021-05-17,34795,32802,1993
137,2021-05-18,12189,11896,293
138,2021-05-19,29318,28049,1269
139,2021-05-20,12779,12335,444
140,2021-05-21,26726,24242,2484
141,2021-05-22,7012,6575,437
142,2021-05-23,5651,5456,195
143,2021-05-24,21661,20169,1492
144,2021-05-25,12125,11931,194
145,2021-05-26,42331,38220,4111
146,2021-05-27,17588,16602,986
147,2021-05-28,26104,23905,2199
148,2021-05-29,30594,28209,2385
149,2021-05-30,22656,22625,31
150,2021-05-31,39025,36622,2403
151,2021-06-01,34796,33679,1117
152,2021-06-02,20995,19153,1842
153,2021-06-03,34625,31899,2726
154,2021-06-04,33093,30131,2962
155,2021-06-05,39895,39573,322
156,2021-06-06,195,185,10
157,2021-06-07,18179,18027,152
158,2021-06-08,44023,42729,1294
159,2021-06-09,38,38,0
160,2021-06-10,12209,11688,521
161,2021-06-11,7963,7631,332
162,2021-06-12,34734,33014,1720
163,2021-06-13,28914,27712,1202
164,2021-06-14,5302,4808,494
165,2021-06-15,8433,8346,87
166,2021-06-16,2281,2067,214
167,2021-06-17,19315,18092,1223
168,2021-06-18,3230,3013,217
169,2021-06-19,13790,13442,348
170,2021-06-20,10109,9518,591
171,2021-06-21,20266,19825,441
172,2021-06-22,37353,36239,1114
173,2021-06-23,1365,1351,14
174,2021-06-24,31000,29570,1430
175,2021-06-25,23748,23506,242
176,2021-06-26,33431,32891,540
177,2021-06-27,36573,34476,2097
178,2021-06-28,26581,24407,2174
179,2021-06-29,7403,7203,200
180,2021-06-30,1418,1351,67
181,2021-07-01,31673,30998,675
182,2021-07-02,21117,20399,718
183,2021-07-03,49414,49276,138
184,2021-07-04,17447,15798,1649
185,2021-07-05,19921,18599,1322
186,2021-07-06,32848,31303,1545
187,2021-07-07,38557,38256,301
188,2021-07-08,9600,9434,166
189,2021-07-09,5476,5037,439
190,2021-07-10,20565,19567,998
191,2021-07-11,28850,28712,138
192,2021-07-12,15597,14118,1479
193,2021-07-13,8335,8067,268
194,2021-07-14,36831,35885,946
195,2021-07-15,32594,31572,1022
196,2021-07-16,34162,32190,1972
197,2021-07-17,14039,12911,1128
198,2021-07-18,37372,35721,1651
199,2021-07-19,8807,8762,45
200,2021-07-20,21474,21101,373
201,2021-07-21,12956,12260,696
202,2021-07-22,12116,11016,1100
203,2021-07-23,16431,15473,958
204,2021-07-24,21307,21095,212
205,2021-07-25,32835,32562,273
206,2021-07-26,29419,28143,1276
207,2021-07-27,33561,30593,2968
208,2021-07-28,29775,27287,2488
209,2021-07-29,23459,23444,15
210,2021-07-30,7900,7212,688
211,2021-07-31,41109,40278,831
212,2021-08-01,602,597,5
213,2021-08-02,39759,39633,126
214,2021-08-03,6197,5578,619
215,2021-08-04,33534,32042,1492
216,2021-08-05,34111,30829,3282
217,2021-08-06,8545,8107,438
218,2021-08-07,2835,2622,213
219,2021-08-08,49465,45952,3513
220,2021-08-09,46162,44116,2046
221,2021-08-10,7150,7068,82
222,2021-08-11,25699,25291,408
223,2021-08-12,29832,27879,1953
224,2021-08-13,23740,22975,765
225,2021-08-14,25637,23617,2020
226,2021-08-15,44582,41424,3158
227,2021-08-16,36667,33587,3080
228,2021-08-17,14568,13871,697
229,2021-08-18,33226,32547,679
230,2021-08-19,10738,10393,345
231,2021-08-20,48790,44998,3792
232,2021-08-21,33113,31585,1528
233,2021-08-22,8578,7896,682
234,2021-08-23,11882,10738,1144
235,2021-08-24,6102,5941,161
236,2021-08-25,2135,2086,49
237,2021-08-26,19212,18359,853
238,2021-08-27,35508,35469,39
239,2021-08-28,17090,16963,127
240,2021-08-29,42628,38437,4191
241,2021-08-30,19276,17930,1346
242,2021-08-31,27426,26766,660
243,2021-09-01,40408,37657,2751
244,2021-09-02,12877,12201,676
245,2021-09-03,6477,6118,359
246,2021-09-04,40723,39150,1573
247,2021-09-05,15801,15177,624
248,2021-09-06,24455,23907,548
249,2021-09-07,27788,25649,2139
250,2021-09-08,48436,45384,3052
251,2021-09-09,13061,12894,167
252,2021-09-10,1114,1021,93
253,2021-09-11,19389,17607,1782
254,2021-09-12,37080,36983,97
255,2021-09-13,1698,1535,163
256,2021-09-14,16032,15522,510
257,2021-09-15,17204,16795,409
258,2021-09-16,6836,6744,92
259,2021-09-17,25557,23592,1965
260,2021-09-18,35148,34243,905
261,2021-09-19,47097,42444,4653
262,2021-09-20,11023,10847,176
263,2021-09-21,22740,22055,685
264,2021-09-22,475,470,5
265,2021-09-23,45134,41070,4064
266,2021-09-24,42486,39540,2946
267,2021-09-25,897,891,6
268,2021-09-26,16549,16514,35
269,2021-09-27,43525,42293,1232
270,2021-09-28,13993,12669,1324
271,2021-09-29,35591,34678,913
272,2021-09-30,48649,48267,382
273,2021-10-01,25636,24486,1150
274,2021-10-02,44950,41043,3907
275,2021-10-03,18295,17226,1069
276,2021-10-04,18935,18574,361
277,2021-10-05,46477,43692,2785
278,2021-10-06,5160,4772,388
279,2021-10-07,37304,34486,2818
280,2021-10-08,7736,7196,540
281,2021-10-09,33430,33016,414
282,2021-10-10,11230,11020,210
283,2021-10-11,45738,41747,3991
284,2021-10-12,26912,25999,913
285,2021-10-13,30642,27784,2858
286,2021-10-14,30362,29333,1029
287,2021-10-15,16844,16807,37
288,2021-10-16,32623,29600,3023
289,2021-10-17,37990,35281,2709
290,2021-10-18,2209,2121,88
291,2021-10-19,33992,32401,1591
292,2021-10-20,32944,30382,2562
293,2021-10-21,18139,16694,1445
294,2021-10-22,38462,35382,3080
295,2021-10-23,11747,11488,259
296,2021-10-24,30076,27233,2843
297,2021-10-25,42277,39255,3022
298,2021-10-26,35677,34092,1585
299,2021-10-27,18811,17865,946
300,2021-10-28,1269,1150,119
301,2021-10-29,25581,24968,613
302,2021-10-30,25768,23707,2061
303,2021-10-31,22222,21791,431
304,2021-11-01,23812,23794,18
305,2021-11-02,41557,39643,1914
306,2021-11-03,32131,32050,81
307,2021-11-04,41877,40865,1012
308,2021-11-05,47966,43648,4318
309,2021-11-06,30447,28098,2349
310,2021-11-07,46689,45086,1603
311,2021-11-08,49251,44649,4602
312,2021-11-09,49803,47484,2319
313,2021-11-10,11034,10176,858
314,2021-11-11,25129,24583,546
315,2021-11-12,9699,9094,605
316,2021-11-13,6953,6536,417
317,2021-11-14,29639,27116,2523
318,2021-11-15,46280,41981,4299
319,2021-11-16,13743,13512,231
320,2021-11-17,43689,40795,2894
321,2021-11-18,17188,15761,1427
322,2021-11-19,24672,22773,1899
323,2021-11-20,21411,21028,383
324,2021-11-21,28723,28614,109
325,2021-11-22,16268,16191,77
326,2021-11-23,26790,26145,645
327,2021-11-24,46635,46491,144
328,2021-11-25,29420,27982,1438
329,2021-11-26,729,679,50
330,2021-11-27,48541,44670,3871
331,2021-11-28,28186,25780,2406
332,2021-11-29,14569,13652,917
333,2021-11-30,1676,1539,137
334,2021-12-01,45690,41260,4430
335,2021-12-02,46101,41596,4505
336,2021-12-03,31596,29475,2121
337,2021-12-04,31797,29738,2059
338,2021-12-05,13481,13193,288
339,2021-12-06,29765,29325,440
340,2021-12-07,13480,12416,1064
341,2021-12-08,28425,28089,336
342,2021-12-09,17885,17295,590
343,2021-12-10,32276,31449,827
344,2021-12-11,10648,10100,548
345,2021-12-12,38582,38186,396
346,2021-12-13,18111,16622,1489
347,2021-12-14,41778,41646,132
348,2021-12-15,42584,39987,2597
349,2021-12-16,25894,23310,2584
350,2021-12-17,20813,19096,1717
351,2021-12-18,1422,1307,115
352,2021-12-19,21500,20504,996
353,2021-12-20,3490,3154,336
354,2021-12-21,7786,7334,452
355,2021-12-22,36636,35865,771
356,2021-12-23,8535,8289,246
357,2021-12-24,1101,1073,28
358,2021-12-25,45673,42550,3123
359,2021-12-26,21599,20465,1134
360,2021-12-27,44455,42541,1914
361,2021-12-28,15516,14635,881
362,2021-12-29,36523,33371,3152
363,2021-12-30,11451,10864,587
364,2021-12-31,23904,23116,788
365,2022-01-01,29962,28940,1022
366,2022-01-02,1208,1202,6
367,2022-01-03,9393,9135,258
368,2022-01-04,18891,18612,279
369,2022-01-05,49428,49354,74
370,2022-01-06,45521,43161,2360
371,2022-01-07,49482,44789,4693
372,2022-01-08,34573,32429,2144
373,2022-01-09,30795,29465,1330
374,2022-01-10,17927,16582,1345
375,2022-01-11,48285,47354,931
376,2022-01-12,44195,42875,1320
377,2022-01-13,34873,33827,1046
378,2022-01-14,8104,7893,211
379,2022-01-15,884,806,78
380,2022-01-16,29141,28252,889
381,2022-01-17,15298,15178,120
382,2022-01-18,36775,36723,52
383,2022-01-19,42472,42240,232
384,2022-01-20,28797,26822,1975
385,2022-01-21,30892,29431,1461
386,2022-01-22,38249,38170,79
387,2022-01-23,33227,30395,2832
388,2022-01-24,48919,44379,4540
389,2022-01-25,34691,32288,2403
390,2022-01-26,18339,17967,372
391,2022-01-27,11759,11175,584
392,2022-01-28,14695,14008,687
393,2022-01-29,40217,39820,397
394,2022-01-30,16360,15861,499
395,2022-01-31,6061,5652,409
396,2022-02-01,38271,35602,2669
397,2022-02-02,19145,18785,360
398,2022-02-03,7681,7393,288
399,2022-02-04,5109,4940,169
400,2022-02-05,5492,4962,530
401,2022-02-06,19955,18346,1609
402,2022-02-07,12787,11993,794
403,2022-02-08,21922,21383,539
404,2022-02-09,8920,8793,127
405,2022-02-10,5370,5012,358
406,2022-02-11,13434,13203,231
407,2022-02-12,37624,35588,2036
408,2022-02-13,15503,15003,500
409,2022-02-14,28851,27684,1167
410,2022-02-15,11836,11390,446
411,2022-02-16,32225,31991,234
412,2022-02-17,40889,40554,335
413,2022-02-18,6376,6163,213
414,2022-02-19,29823,28527,1296
415,2022-02-20,6971,6358,613
416,2022-02-21,40778,37701,3077
417,2022-02-22,19132,18195,937
418,2022-02-23,9178,8915,263
419,2022-02-24,20778,20524,254
420,2022-02-25,18362,17563,799
421,2022-02-26,18838,17267,1571
422,2022-02-27,48089,46064,2025
423,2022-02-28,28943,28465,478
424,2022-03-01,43932,42295,1637
425,2022-03-02,48170,45788,2382
426,2022-03-03,10998,10937,61
427,2022-03-04,21939,19784,2155
428,2022-03-05,12999,11754,1245
429,2022-03-06,7882,7613,269
430,2022-03-07,18368,18157,211
431,2022-03-08,22417,21711,706
432,2022-03-09,46502,43689,2813
433,2022-03-10,11166,10572,594
434,2022-03-11,44538,42260,2278
435,2022-03-12,45650,41165,4485
436,2022-03-13,43165,42076,1089
437,2022-03-14,30853,29540,1313
438,2022-03-15,49743,46166,3577
439,2022-03-16,5,5,0
440,2022-03-17,44461,41221,3240
441,2022-03-18,35547,35014,533
442,2022-03-19,17943,17297,646
443,2022-03-20,23379,22301,1078
444,2022-03-21,44866,44433,433
445,2022-03-22,22764,22569,195
446,2022-03-23,946,903,43
447,2022-03-24,1359,1303,56
448,2022-03-25,24063,23868,195
449,2022-03-26,31250,29213,2037
450,2022-03-27,41518,40636,882
451,2022-03-28,7310,7074,236
452,2022-03-29,14136,13894,242
453,2022-03-30,39054,37419,1635
454,2022-03-31,26881,25487,1394
455,2022-04-01,40922,40589,333
456,2022-04-02,13399,12801,598
457,2022-04-03,41009,38394,2615
458,2022-04-04,36684,33412,3272
459,2022-04-05,42085,39696,2389
460,2022-04-06,8190,7431,759
461,2022-04-07,44130,42461,1669
462,2022-04-08,45213,43999,1214
463,2022-04-09,22816,22521,295
464,2022-04-10,14045,13399,646
465,2022-04-11,39375,37014,2361
466,2022-04-12,37110,35213,1897
467,2022-04-13,45600,44996,604
468,2022-04-14,42402,42114,288
469,2022-04-15,20984,20415,569
470,2022-04-16,25168,23834,1334
471,2022-04-17,21565,20001,1564
472,2022-04-18,28054,27232,822
473,2022-04-19,16130,15341,789
474,2022-04-20,12801,11932,869
475,2022-04-21,42248,40352,1896
476,2022-04-22,43777,40568,3209
477,2022-04-23,20541,19607,934
478,2022-04-24,32703,32319,384
479,2022-04-25,10764,10585,179
480,2022-04-26,21128,20255,873
481,2022-04-27,4502,4312,190
482,2022-04-28,40897,39424,1473
483,2022-04-29,10474,9964,510
484,2022-04-30,17760,16432,1328
485,2022-05-01,31161,29832,1329
486,2022-05-02,30175,30140,35
487,2022-05-03,41141,38744,2397
488,2022-05-04,7354,7099,255
489,2022-05-05,18615,17191,1424
490,2022-05-06,31386,28527,2859
491,2022-05-07,12447,12328,119
492,2022-05-08,33886,32178,1708
493,2022-05-09,31258,31213,45
494,2022-05-10,31877,31776,101
495,2022-05-11,3791,3511,280
496,2022-05-12,2679,2605,74
497,2022-05-13,19305,18434,871
498,2022-05-14,1195,1078,117
499,2022-05-15,30900,29941,959
500,2022-05-16,28042,26998,1044
501,2022-05-17,20634,20497,137
502,2022-05-18,7618,7186,432
503,2022-05-19,31115,30032,1083
504,2022-05-20,19845,19013,832
505,2022-05-21,395,382,13
506,2022-05-22,32876,32613,263
507,2022-05-23,38569,38561,8
508,2022-05-24,46840,45587,1253
509,2022-05-25,12510,12245,265
510,2022-05-26,34983,32826,2157
511,2022-05-27,48810,47761,1049
512,2022-05-28,43836,43529,307
513,2022-05-29,31056,29274,1782
514,2022-05-30,41162,38706,2456
515,2022-05-31,8340,7616,724
516,2022-06-01,1142,1061,81
517,2022-06-02,34573,33013,1560
518,2022-06-03,7912,7761,151
519,2022-06-04,24981,24292,689
520,2022-06-05,10191,9764,427
521,2022-06-06,13487,12522,965
522,2022-06-07,28699,27472,1227
523,2022-06-08,18264,17678,586
524,2022-06-09,8138,7980,158
525,2022-06-10,42461,41207,1254
526,2022-06-11,35506,32296,3210
527,2022-06-12,47261,44071,3190
528,2022-06-13,26458,24454,2004
529,2022-06-14,4857,4434,423
530,2022-06-15,2097,1954,143
531,2022-06-16,23663,21516,2147
532,2022-06-17,5499,5156,343
533,2022-06-18,14338,13301,1037
534,2022-06-19,27213,25460,1753
535,2022-06-20,11277,11027,250
536,2022-06-21,42636,41689,947
537,2022-06-22,4350,4187,163
538,2022-06-23,46752,45741,1011
539,2022-06-24,16697,16015,682
540,2022-06-25,22724,21847,877
541,2022-06-26,49774,45568,4206
542,2022-06-27,11560,11036,524
543,2022-06-28,33191,31987,1204
544,2022-06-29,25393,25237,156
545,2022-06-30,36493,32850,3643
546,2022-07-01,21948,21233,715
547,2022-07-02,44538,41899,2639
548,2022-07-03,13260,12649,611
549,2022-07-04,33989,32424,1565
550,2022-07-05,14177,13764,413
551,2022-07-06,43162,40570,2592
552,2022-07-07,43885,40367,3518
553,2022-07-08,24655,22391,2264
554,2022-07-09,8262,8054,208
555,2022-07-10,28134,25733,2401
556,2022-07-11,30805,27992,2813
557,2022-07-12,40183,37619,2564
558,2022-07-13,16205,14588,1617
559,2022-07-14,48059,46291,1768
560,2022-07-15,13704,13239,465
561,2022-07-16,48850,45643,3207
562,2022-07-17,711,688,23
563,2022-07-18,18398,17169,1229
564,2022-07-19,32084,31056,1028
565,2022-07-20,17231,16873,358
566,2022-07-21,10734,9991,743
567,2022-07-22,35369,34973,396
568,2022-07-23,17054,15807,1247
569,2022-07-24,43915,43571,344
570,2022-07-25,38878,35410,3468
571,2022-07-26,11672,11644,28
572,2022-07-27,2978,2960,18
573,2022-07-28,5208,4943,265
574,2022-07-29,16213,14668,1545
575,2022-07-30,29065,27402,1663
576,2022-07-31,44947,41424,3523
577,2022-08-01,24270,23070,1200
578,2022-08-02,39872,36348,3524
579,2022-08-03,21608,20211,1397
580,2022-08-04,30826,27853,2973
581,2022-08-05,19274,17922,1352
582,2022-08-06,7377,7037,340
583,2022-08-07,19716,18188,1528
584,2022-08-08,32364,31418,946
585,2022-08-09,47964,45025,2939
586,2022-08-10,20048,19911,137
587,2022-08-11,6012,5900,112
588,2022-08-12,30248,29351,897
589,2022-08-13,41241,40414,827
590,2022-08-14,10213,9881,332
591,2022-08-15,48024,43827,4197
592,2022-08-16,46701,44476,2225
593,2022-08-17,48901,44708,4193
594,2022-08-18,1064,1008,56
595,2022-08-19,7583,7408,175
596,2022-08-20,6867,6238,629
597,2022-08-21,42534,39592,2942
598,2022-08-22,8192,8164,28
599,2022-08-23,17547,17288,259
600,2022-08-24,32185,29245,2940
601,2022-08-25,5018,4668,350
602,2022-08-26,15519,15055,464
603,2022-08-27,6803,6415,388
604,2022-08-28,26094,26028,66
605,2022-08-29,23471,21829,1642
606,2022-08-30,41975,39863,2112
607,2022-08-31,27135,24789,2346
608,2022-09-01,22308,21426,882
609,2022-09-02,32679,30808,1871
610,2022-09-03,25586,25457,129
611,2022-09-04,34398,34204,194
612,2022-09-05,23161,21177,1984
613,2022-09-06,30069,28846,1223
614,2022-09-07,26378,24365,2013
615,2022-09-08,1408,1400,8
616,2022-09-09,28655,27388,1267
617,2022-09-10,1548,1460,88
618,2022-09-11,12833,12497,336
619,2022-09-12,49984,45464,4520
620,2022-09-13,36747,33124,3623
621,2022-09-14,880,843,37
622,2022-09-15,45970,44508,1462
623,2022-09-16,26721,24778,1943
624,2022-09-17,20900,20713,187
625,2022-09-18,45967,45362,605
626,2022-09-19,3747,3389,358
627,2022-09-20,29359,26606,2753
628,2022-09-21,34317,31219,3098
629,2022-09-22,33778,30979,2799
630,2022-09-23,8106,7382,724
631,2022-09-24,38195,36206,1989
632,2022-09-25,18276,17001,1275
633,2022-09-26,32421,31297,1124
634,2022-09-27,40696,40062,634
635,2022-09-28,2291,2255,36
636,2022-09-29,12614,11590,1024
637,2022-09-30,2425,2192,233
638,2022-10-01,45199,41583,3616
639,2022-10-02,36442,34915,1527
640,2022-10-03,511,468,43
641,2022-10-04,5867,5565,302
642,2022-10-05,16846,15884,962
643,2022-10-06,8422,8352,70
644,2022-10-07,4710,4593,117
645,2022-10-08,12620,11908,712
646,2022-10-09,22704,20655,2049
647,2022-10-10,9276,8849,427
648,2022-10-11,14333,13806,527
649,2022-10-12,35713,34952,761
650,2022-10-13,39781,39667,114
651,2022-10-14,24043,21902,2141
652,2022-10-15,27074,25847,1227
653,2022-10-16,33953,31425,2528
654,2022-10-17,48300,45398,2902
655,2022-10-18,17645,16921,724
656,2022-10-19,9083,8690,393
657,2022-10-20,22330,21219,1111
658,2022-10-21,9435,8954,481
659,2022-10-22,38477,36764,1713
660,2022-10-23,37236,35791,1445
661,2022-10-24,13269,13224,45
662,2022-10-25,35457,34572,885
663,2022-10-26,9996,9608,388
664,2022-10-27,47362,43221,4141
665,2022-10-28,14252,13324,928
666,2022-10-29,44520,43945,575
667,2022-10-30,47803,43484,4319
668,2022-10-31,12848,11754,1094
669,2022-11-01,2064,1881,183
670,2022-11-02,45133,44718,415
671,2022-11-03,25110,24914,196
672,2022-11-04,38674,37596,1078
673,2022-11-05,20474,20324,150
674,2022-11-06,46219,43981,2238
675,2022-11-07,40901,37557,3344
676,2022-11-08,32836,31696,1140
677,2022-11-09,17304,16176,1128
678,2022-11-10,1203,1096,107
679,2022-11-11,48767,47948,819
680,2022-11-12,8509,8449,60
681,2022-11-13,36546,33285,3261
682,2022-11-14,16145,15635,510
683,2022-11-15,36855,34036,2819
684,2022-11-16,8082,7709,373
685,2022-11-17,28107,26074,2033
686,2022-11-18,44373,41390,2983
687,2022-11-19,5066,4978,88
688,2022-11-20,20849,19446,1403
689,2022-11-21,25304,24379,925
690,2022-11-22,1118,1113,5
691,2022-11-23,5368,4892,476
692,2022-11-24,14737,13783,954
693,2022-11-25,13337,12557,780
694,2022-11-26,7577,7246,331
695,2022-11-27,26261,25962,299
696,2022-11-28,12624,11380,1244
697,2022-11-29,31915,28794,3121
698,2022-11-30,33630,32276,1354
699,2022-12-01,18614,17141,1473
700,2022-12-02,45975,41431,4544
701,2022-12-03,21640,21098,542
702,2022-12-04,9663,8924,739
703,2022-12-05,12191,11309,882
704,2022-12-06,39523,36189,3334
705,2022-12-07,35829,33522,2307
706,2022-12-08,34017,30877,3140
707,2022-12-09,8709,8457,252
708,2022-12-10,33159,31560,1599
709,2022-12-11,18238,17110,1128
710,2022-12-12,28891,27122,1769
711,2022-12-13,41739,38504,3235
712,2022-12-14,32923,30254,2669
713,2022-12-15,6386,5815,571
714,2022-12-16,4124,4090,34
715,2022-12-17,34372,32847,1525
716,2022-12-18,46981,45972,1009
717,2022-12-19,35784,32421,3363
718,2022-12-20,30715,29497,1218
719,2022-12-21,20568,18646,1922
720,2022-12-22,44012,41916,2096
721,2022-12-23,15024,14908,116
722,2022-12-24,26588,25958,630
723,2022-12-25,7491,7491,0
724,2022-12-26,36575,35031,1544
725,2022-12-27,27578,27352,226
726,2022-12-28,8092,7627,465
727,2022-12-29,2291,2123,168
728,2022-12-30,11856,10679,1177
729,2022-12-31,46597,45793,804
730,2023-01-01,38910,38413,497
