,date,totalRequests,successfulRequests,failedRequests
101,2021-04-12,2007,1987,20
102,2021-04-13,4909,4709,200
103,2021-04-14,1107,1091,16
104,2021-04-15,4014,3934,80
105,2021-04-16,1013,970,43
106,2021-04-17,4269,4184,85
107,2021-04-18,3947,3818,129
108,2021-04-19,3335,3318,17
109,2021-04-20,2387,2301,86
110,2021-04-21,1489,1442,47
111,2021-04-22,3142,3089,53
112,2021-04-23,3611,3432,179
113,2021-04-24,4036,3995,41
114,2021-04-25,2573,2473,100
115,2021-04-26,4907,4788,119
116,2021-04-27,419,401,18
117,2021-04-28,677,664,13
118,2021-04-29,2564,2500,64
119,2021-04-30,2999,2974,25
120,2021-05-01,2375,2264,111
121,2021-05-02,3375,3213,162
122,2021-05-03,1233,1192,41
123,2021-05-04,4703,4560,143
124,2021-05-05,3560,3518,42
125,2021-05-06,669,644,25
126,2021-05-07,3110,2985,125
127,2021-05-08,1689,1655,34
128,2021-05-09,4186,4068,118
129,2021-05-10,2354,2349,5
130,2021-05-11,2650,2586,64
131,2021-05-12,4479,4406,73
132,2021-05-13,2691,2612,79
133,2021-05-14,942,934,8
134,2021-05-15,4548,4344,204
135,2021-05-16,4176,3984,192
136,2021-05-17,4767,4608,159
137,2021-05-18,3486,3410,76
138,2021-05-19,2563,2443,120
139,2021-05-20,4421,4417,4
140,2021-05-21,3974,3964,10
141,2021-05-22,4657,4518,139
142,2021-05-23,783,761,22
143,2021-05-24,4006,3837,169
144,2021-05-25,3005,2929,76
145,2021-05-26,1834,1817,17
146,2021-05-27,3109,2975,134
147,2021-05-28,3813,3644,169
148,2021-05-29,267,262,5
149,2021-05-30,1587,1547,40
150,2021-05-31,1677,1658,19
151,2021-06-01,2387,2286,101
152,2021-06-02,95,94,1
153,2021-06-03,1031,1029,2
154,2021-06-04,807,774,33
155,2021-06-05,2719,2653,66
156,2021-06-06,1512,1442,70
157,2021-06-07,3539,3422,117
158,2021-06-08,1221,1167,54
159,2021-06-09,1600,1560,40
160,2021-06-10,505,495,10
161,2021-06-11,3918,3799,119
162,2021-06-12,736,702,34
163,2021-06-13,2069,1981,88
164,2021-06-14,2821,2720,101
165,2021-06-15,1811,1769,42
166,2021-06-16,4795,4566,229
167,2021-06-17,504,491,13
168,2021-06-18,1174,1144,30
169,2021-06-19,2914,2782,132
170,2021-06-20,2685,2559,126
171,2021-06-21,1260,1253,7
172,2021-06-22,2501,2477,24
173,2021-06-23,537,533,4
174,2021-06-24,4042,3855,187
175,2021-06-25,4242,4191,51
176,2021-06-26,4268,4248,20
177,2021-06-27,991,984,7
178,2021-06-28,3333,3194,139
179,2021-06-29,3474,3382,92
180,2021-06-30,1799,1794,5
181,2021-07-01,3805,3769,36
182,2021-07-02,2238,2156,82
183,2021-07-03,1057,1037,20
184,2021-07-04,2541,2467,74
185,2021-07-05,623,596,27
186,2021-07-06,4313,4178,135
187,2021-07-07,4796,4685,111
188,2021-07-08,4056,3936,120
189,2021-07-09,4058,3988,70
190,2021-07-10,1180,1140,40
191,2021-07-11,2092,2053,39
192,2021-07-12,3087,3013,74
193,2021-07-13,3738,3709,29
194,2021-07-14,3187,3144,43
195,2021-07-15,3778,3653,125
196,2021-07-16,155,148,7
197,2021-07-17,2802,2667,135
198,2021-07-18,418,402,16
199,2021-07-19,164,163,1
200,2021-07-20,682,667,15
201,2021-07-21,2048,2002,46
202,2021-07-22,1793,1753,40
203,2021-07-23,3667,3522,145
204,2021-07-24,2915,2785,130
205,2021-07-25,3099,3070,29
206,2021-07-26,1205,1188,17
207,2021-07-27,2706,2683,23
208,2021-07-28,2452,2349,103
209,2021-07-29,4622,4561,61
210,2021-07-30,2276,2259,17
211,2021-07-31,2608,2478,130
212,2021-08-01,3770,3722,48
213,2021-08-02,700,668,32
214,2021-08-03,2500,2397,103
215,2021-08-04,3782,3598,184
216,2021-08-05,2793,2721,72
217,2021-08-06,4228,4061,167
218,2021-08-07,4174,4151,23
219,2021-08-08,2648,2598,50
220,2021-08-09,1808,1729,79
221,2021-08-10,2522,2401,121
222,2021-08-11,4157,3964,193
223,2021-08-12,4066,3982,84
224,2021-08-13,2477,2378,99
225,2021-08-14,4003,3891,112
226,2021-08-15,2654,2536,118
227,2021-08-16,158,157,1
228,2021-08-17,3638,3631,7
229,2021-08-18,914,870,44
230,2021-08-19,807,794,13
231,2021-08-20,893,871,22
232,2021-08-21,4896,4802,94
233,2021-08-22,273,268,5
234,2021-08-23,892,877,15
235,2021-08-24,1132,1114,18
236,2021-08-25,4241,4063,178
237,2021-08-26,1887,1831,56
238,2021-08-27,2749,2678,71
239,2021-08-28,4995,4797,198
240,2021-08-29,2317,2272,45
241,2021-08-30,4252,4222,30
242,2021-08-31,1829,1777,52
243,2021-09-01,1070,1069,1
244,2021-09-02,4637,4505,132
245,2021-09-03,3538,3365,173
246,2021-09-04,3097,2944,153
247,2021-09-05,1847,1783,64
248,2021-09-06,4027,3965,62
249,2021-09-07,305,297,8
250,2021-09-08,4090,4084,6
251,2021-09-09,4278,4133,145
252,2021-09-10,3096,2982,114
253,2021-09-11,3709,3695,14
254,2021-09-12,2262,2260,2
255,2021-09-13,2876,2867,9
256,2021-09-14,423,410,13
257,2021-09-15,1332,1304,28
258,2021-09-16,4272,4272,0
259,2021-09-17,1769,1760,9
260,2021-09-18,323,312,11
261,2021-09-19,2266,2193,73
262,2021-09-20,1992,1918,74
263,2021-09-21,2583,2458,125
264,2021-09-22,4967,4742,225
265,2021-09-23,1988,1938,50
266,2021-09-24,4953,4729,224
267,2021-09-25,2017,2013,4
268,2021-09-26,2946,2843,103
269,2021-09-27,1204,1168,36
270,2021-09-28,1396,1363,33
271,2021-09-29,73,72,1
272,2021-09-30,4455,4294,161
273,2021-10-01,305,295,10
274,2021-10-02,3434,3365,69
275,2021-10-03,1853,1801,52
276,2021-10-04,214,208,6
277,2021-10-05,1360,1299,61
278,2021-10-06,1802,1802,0
279,2021-10-07,3494,3431,63
280,2021-10-08,4959,4726,233
281,2021-10-09,927,891,36
282,2021-10-10,3825,3663,162
283,2021-10-11,4638,4634,4
284,2021-10-12,4924,4888,36
285,2021-10-13,1966,1965,1
286,2021-10-14,654,654,0
287,2021-10-15,4321,4138,183
288,2021-10-16,4215,4050,165
289,2021-10-17,654,653,1
290,2021-10-18,2138,2056,82
291,2021-10-19,592,567,25
292,2021-10-20,3349,3277,72
293,2021-10-21,297,294,3
294,2021-10-22,4263,4145,118
295,2021-10-23,3458,3292,166
296,2021-10-24,2704,2617,87
297,2021-10-25,1569,1519,50
298,2021-10-26,3967,3816,151
299,2021-10-27,1744,1737,7
300,2021-10-28,4355,4252,103
301,2021-10-29,824,817,7
302,2021-10-30,2447,2418,29
303,2021-10-31,268,256,12
304,2021-11-01,1154,1145,9
305,2021-11-02,1260,1255,5
306,2021-11-03,2214,2211,3
307,2021-11-04,4968,4761,207
308,2021-11-05,1477,1441,36
309,2021-11-06,4499,4445,54
310,2021-11-07,3324,3269,55
311,2021-11-08,442,432,10
312,2021-11-09,1926,1830,96
313,2021-11-10,4371,4312,59
314,2021-11-11,799,795,4
315,2021-11-12,946,920,26
316,2021-11-13,4395,4370,25
317,2021-11-14,1696,1630,66
318,2021-11-15,1678,1675,3
319,2021-11-16,360,351,9
320,2021-11-17,2177,2114,63
321,2021-11-18,274,268,6
322,2021-11-19,159,158,1
323,2021-11-20,1807,1735,72
324,2021-11-21,1617,1598,19
325,2021-11-22,2741,2717,24
326,2021-11-23,360,356,4
327,2021-11-24,1123,1121,2
328,2021-11-25,2595,2549,46
329,2021-11-26,2462,2355,107
330,2021-11-27,225,218,7
331,2021-11-28,1895,1813,82
332,2021-11-29,4770,4722,48
333,2021-11-30,2863,2774,89
334,2021-12-01,3610,3609,1
335,2021-12-02,4829,4655,174
336,2021-12-03,489,475,14
337,2021-12-04,229,226,3
338,2021-12-05,2777,2671,106
339,2021-12-06,2888,2752,136
340,2021-12-07,2736,2732,4
341,2021-12-08,3013,2963,50
342,2021-12-09,2453,2399,54
343,2021-12-10,2811,2701,110
344,2021-12-11,47,46,1
345,2021-12-12,4973,4895,78
346,2021-12-13,3864,3754,110
347,2021-12-14,4200,4195,5
348,2021-12-15,4301,4194,107
349,2021-12-16,2206,2206,0
350,2021-12-17,536,534,2
351,2021-12-18,4902,4728,174
352,2021-12-19,2766,2743,23
353,2021-12-20,835,828,7
354,2021-12-21,1653,1652,1
355,2021-12-22,1331,1316,15
356,2021-12-23,4026,3886,140
357,2021-12-24,2695,2655,40
358,2021-12-25,3037,2975,62
359,2021-12-26,3605,3529,76
360,2021-12-27,3518,3505,13
361,2021-12-28,2276,2163,113
362,2021-12-29,2165,2077,88
363,2021-12-30,3629,3539,90
364,2021-12-31,3829,3662,167
365,2022-01-01,2893,2795,98
366,2022-01-02,1820,1742,78
367,2022-01-03,1107,1072,35
368,2022-01-04,1680,1633,47
369,2022-01-05,3665,3582,83
370,2022-01-06,4091,3941,150
371,2022-01-07,4627,4575,52
372,2022-01-08,1168,1141,27
373,2022-01-09,3712,3681,31
374,2022-01-10,2132,2050,82
375,2022-01-11,3446,3327,119
376,2022-01-12,4188,4061,127
377,2022-01-13,4824,4804,20
378,2022-01-14,4441,4263,178
379,2022-01-15,4750,4649,101
380,2022-01-16,1187,1185,2
381,2022-01-17,1448,1409,39
382,2022-01-18,106,104,2
383,2022-01-19,4604,4423,181
384,2022-01-20,3026,2894,132
385,2022-01-21,2237,2167,70
386,2022-01-22,4834,4716,118
387,2022-01-23,454,438,16
388,2022-01-24,4161,4069,92
389,2022-01-25,3177,3140,37
390,2022-01-26,4808,4808,0
391,2022-01-27,1632,1562,70
392,2022-01-28,1330,1273,57
393,2022-01-29,2691,2592,99
394,2022-01-30,1350,1309,41
395,2022-01-31,3590,3571,19
396,2022-02-01,1491,1482,9
397,2022-02-02,4937,4733,204
398,2022-02-03,3223,3176,47
399,2022-02-04,356,354,2
400,2022-02-05,1362,1306,56
401,2022-02-06,2290,2223,67
402,2022-02-07,3838,3713,125
403,2022-02-08,4233,4154,79
404,2022-02-09,4980,4883,97
405,2022-02-10,2866,2845,21
406,2022-02-11,2770,2715,55
407,2022-02-12,2333,2247,86
408,2022-02-13,3838,3808,30
409,2022-02-14,2422,2414,8
410,2022-02-15,3310,3176,134
411,2022-02-16,4775,4681,94
412,2022-02-17,1631,1605,26
413,2022-02-18,1091,1039,52
414,2022-02-19,1843,1774,69
415,2022-02-20,2776,2684,92
416,2022-02-21,1652,1611,41
417,2022-02-22,4406,4227,179
418,2022-02-23,1461,1391,70
419,2022-02-24,2765,2713,52
420,2022-02-25,4724,4560,164
421,2022-02-26,3366,3264,102
422,2022-02-27,3451,3322,129
423,2022-02-28,1395,1331,64
424,2022-03-01,2479,2383,96
425,2022-03-02,2454,2357,97
426,2022-03-03,1678,1633,45
427,2022-03-04,1237,1201,36
428,2022-03-05,2849,2779,70
429,2022-03-06,2960,2821,139
430,2022-03-07,3326,3294,32
431,2022-03-08,2554,2462,92
432,2022-03-09,2440,2424,16
433,2022-03-10,1239,1193,46
434,2022-03-11,1038,999,39
435,2022-03-12,2504,2476,28
436,2022-03-13,3820,3729,91
437,2022-03-14,1047,1028,19
438,2022-03-15,281,281,0
439,2022-03-16,830,816,14
440,2022-03-17,883,882,1
441,2022-03-18,4667,4576,91
442,2022-03-19,1655,1612,43
443,2022-03-20,2192,2155,37
444,2022-03-21,3439,3300,139
445,2022-03-22,140,135,5
446,2022-03-23,1422,1368,54
447,2022-03-24,3043,2901,142
448,2022-03-25,1758,1677,81
449,2022-03-26,1132,1118,14
450,2022-03-27,1645,1587,58
451,2022-03-28,1010,972,38
452,2022-03-29,2596,2592,4
453,2022-03-30,4208,3998,210
454,2022-03-31,1335,1317,18
455,2022-04-01,2500,2471,29
456,2022-04-02,3370,3237,133
457,2022-04-03,2067,2039,28
458,2022-04-04,2329,2301,28
459,2022-04-05,4141,3992,149
460,2022-04-06,582,575,7
461,2022-04-07,63,63,0
462,2022-04-08,3605,3594,11
463,2022-04-09,2480,2436,44
464,2022-04-10,4575,4524,51
465,2022-04-11,3266,3222,44
466,2022-04-12,105,105,0
467,2022-04-13,503,487,16
468,2022-04-14,4505,4422,83
469,2022-04-15,4356,4273,83
470,2022-04-16,3576,3405,171
471,2022-04-17,2376,2373,3
472,2022-04-18,911,882,29
473,2022-04-19,2019,1934,85
474,2022-04-20,1622,1607,15
475,2022-04-21,4799,4615,184
476,2022-04-22,4402,4354,48
477,2022-04-23,3749,3593,156
478,2022-04-24,480,464,16
479,2022-04-25,4340,4245,95
480,2022-04-26,181,177,4
481,2022-04-27,3111,2996,115
482,2022-04-28,2160,2127,33
483,2022-04-29,639,630,9
484,2022-04-30,1040,1036,4
485,2022-05-01,1757,1685,72
486,2022-05-02,216,216,0
487,2022-05-03,3451,3399,52
488,2022-05-04,1583,1511,72
489,2022-05-05,2628,2592,36
490,2022-05-06,171,164,7
491,2022-05-07,3880,3844,36
492,2022-05-08,4026,3952,74
493,2022-05-09,2330,2306,24
494,2022-05-10,1653,1577,76
495,2022-05-11,1766,1754,12
496,2022-05-12,2032,1971,61
497,2022-05-13,2744,2675,69
498,2022-05-14,531,520,11
499,2022-05-15,2687,2665,22
500,2022-05-16,4356,4174,182
501,2022-05-17,235,229,6
502,2022-05-18,2270,2196,74
503,2022-05-19,4841,4690,151
504,2022-05-20,4199,3992,207
505,2022-05-21,2885,2815,70
506,2022-05-22,2152,2065,87
507,2022-05-23,873,838,35
508,2022-05-24,146,144,2
509,2022-05-25,3516,3508,8
510,2022-05-26,1145,1137,8
511,2022-05-27,3144,3044,100
512,2022-05-28,4959,4810,149
513,2022-05-29,4133,4090,43
514,2022-05-30,1809,1733,76
515,2022-05-31,4594,4484,110
516,2022-06-01,359,347,12
517,2022-06-02,4792,4576,216
518,2022-06-03,2560,2548,12
519,2022-06-04,973,939,34
520,2022-06-05,2904,2886,18
521,2022-06-06,3258,3213,45
522,2022-06-07,435,427,8
523,2022-06-08,4361,4251,110
524,2022-06-09,613,589,24
525,2022-06-10,1463,1415,48
526,2022-06-11,2560,2544,16
527,2022-06-12,525,502,23
528,2022-06-13,3076,3033,43
529,2022-06-14,127,124,3
530,2022-06-15,1204,1160,44
531,2022-06-16,9,9,0
532,2022-06-17,3426,3303,123
533,2022-06-18,4768,4627,141
534,2022-06-19,3516,3513,3
535,2022-06-20,1476,1409,67
536,2022-06-21,1424,1390,34
537,2022-06-22,4408,4360,48
538,2022-06-23,2288,2265,23
539,2022-06-24,1189,1152,37
540,2022-06-25,3499,3492,7
541,2022-06-26,92,89,3
542,2022-06-27,3477,3377,100
543,2022-06-28,2885,2843,42
544,2022-06-29,2004,1982,22
545,2022-06-30,1609,1608,1
546,2022-07-01,3369,3220,149
547,2022-07-02,976,946,30
548,2022-07-03,2850,2799,51
549,2022-07-04,3829,3823,6
550,2022-07-05,2589,2470,119
551,2022-07-06,19,19,0
552,2022-07-07,1098,1049,49
553,2022-07-08,3772,3657,115
554,2022-07-09,4219,4142,77
555,2022-07-10,4590,4466,124
556,2022-07-11,182,181,1
557,2022-07-12,1466,1454,12
558,2022-07-13,4207,4017,190
559,2022-07-14,2163,2115,48
560,2022-07-15,2030,2021,9
561,2022-07-16,4032,3984,48
562,2022-07-17,4098,3989,109
563,2022-07-18,2757,2745,12
564,2022-07-19,2852,2796,56
565,2022-07-20,1954,1907,47
566,2022-07-21,1396,1357,39
567,2022-07-22,1996,1926,70
568,2022-07-23,4254,4193,61
569,2022-07-24,3031,2921,110
570,2022-07-25,1830,1765,65
571,2022-07-26,1026,1009,17
572,2022-07-27,1366,1358,8
573,2022-07-28,4261,4169,92
574,2022-07-29,2080,2000,80
575,2022-07-30,3681,3626,55
576,2022-07-31,3117,3024,93
577,2022-08-01,770,751,19
578,2022-08-02,71,68,3
579,2022-08-03,378,376,2
580,2022-08-04,26,25,1
581,2022-08-05,912,891,21
582,2022-08-06,4015,3825,190
583,2022-08-07,2777,2720,57
584,2022-08-08,737,729,8
585,2022-08-09,4946,4922,24
586,2022-08-10,3197,3138,59
587,2022-08-11,3014,2914,100
588,2022-08-12,1994,1913,81
589,2022-08-13,3080,3029,51
590,2022-08-14,3390,3313,77
591,2022-08-15,3700,3600,100
592,2022-08-16,39,38,1
593,2022-08-17,4047,3858,189
594,2022-08-18,4595,4462,133
595,2022-08-19,363,360,3
596,2022-08-20,1409,1404,5
597,2022-08-21,2868,2764,104
598,2022-08-22,4253,4043,210
599,2022-08-23,1923,1895,28
600,2022-08-24,224,217,7
601,2022-08-25,1396,1359,37
602,2022-08-26,4447,4300,147
603,2022-08-27,2401,2361,40
604,2022-08-28,4230,4130,100
605,2022-08-29,4955,4788,167
606,2022-08-30,2287,2285,2
607,2022-08-31,2363,2255,108
608,2022-09-01,300,299,1
609,2022-09-02,1672,1624,48
610,2022-09-03,3650,3473,177
611,2022-09-04,2761,2625,136
612,2022-09-05,1756,1734,22
613,2022-09-06,634,634,0
614,2022-09-07,4903,4820,83
615,2022-09-08,3039,3005,34
616,2022-09-09,97,97,0
617,2022-09-10,4874,4638,236
618,2022-09-11,1434,1387,47
619,2022-09-12,1107,1063,44
620,2022-09-13,3515,3347,168
621,2022-09-14,337,334,3
622,2022-09-15,1818,1768,50
623,2022-09-16,1324,1306,18
624,2022-09-17,4729,4602,127
625,2022-09-18,601,589,12
626,2022-09-19,452,443,9
627,2022-09-20,269,268,1
628,2022-09-21,2507,2396,111
629,2022-09-22,466,445,21
630,2022-09-23,2717,2606,111
631,2022-09-24,2308,2210,98
632,2022-09-25,82,80,2
633,2022-09-26,1442,1439,3
634,2022-09-27,2199,2184,15
635,2022-09-28,4039,3931,108
636,2022-09-29,2071,1985,86
637,2022-09-30,3672,3603,69
638,2022-10-01,3773,3732,41
639,2022-10-02,4959,4843,116
640,2022-10-03,960,913,47
641,2022-10-04,685,682,3
642,2022-10-05,2251,2173,78
643,2022-10-06,4658,4624,34
644,2022-10-07,3649,3523,126
645,2022-10-08,3470,3427,43
646,2022-10-09,3540,3445,95
647,2022-10-10,3105,2956,149
648,2022-10-11,4446,4225,221
649,2022-10-12,330,323,7
650,2022-10-13,1117,1087,30
651,2022-10-14,3756,3640,116
652,2022-10-15,2222,2171,51
653,2022-10-16,11,11,0
654,2022-10-17,4518,4294,224
655,2022-10-18,4939,4905,34
656,2022-10-19,4127,4126,1
657,2022-10-20,3025,2895,130
658,2022-10-21,2001,1997,4
659,2022-10-22,3256,3236,20
660,2022-10-23,4329,4280,49
661,2022-10-24,2279,2267,12
662,2022-10-25,1242,1237,5
663,2022-10-26,4842,4690,152
664,2022-10-27,2407,2406,1
665,2022-10-28,1518,1451,67
666,2022-10-29,2568,2562,6
667,2022-10-30,3669,3620,49
668,2022-10-31,366,360,6
669,2022-11-01,1601,1586,15
670,2022-11-02,1915,1860,55
671,2022-11-03,3189,3109,80
672,2022-11-04,4500,4296,204
673,2022-11-05,340,327,13
674,2022-11-06,314,304,10
675,2022-11-07,505,501,4
676,2022-11-08,3710,3628,82
677,2022-11-09,977,953,24
678,2022-11-10,3693,3562,131
679,2022-11-11,42,42,0
680,2022-11-12,187,180,7
681,2022-11-13,3947,3773,174
682,2022-11-14,3831,3688,143
683,2022-11-15,4270,4094,176
684,2022-11-16,4061,4052,9
685,2022-11-17,1430,1385,45
686,2022-11-18,4847,4844,3
687,2022-11-19,4990,4848,142
688,2022-11-20,991,988,3
689,2022-11-21,4937,4876,61
690,2022-11-22,3076,2923,153
691,2022-11-23,3964,3892,72
692,2022-11-24,1862,1857,5
693,2022-11-25,1941,1852,89
694,2022-11-26,969,966,3
695,2022-11-27,3202,3064,138
696,2022-11-28,1695,1618,77
697,2022-11-29,2675,2569,106
698,2022-11-30,3773,3730,43
699,2022-12-01,3021,2917,104
700,2022-12-02,1718,1682,36
701,2022-12-03,2032,2023,9
702,2022-12-04,2041,1948,93
703,2022-12-05,2649,2535,114
704,2022-12-06,600,588,12
705,2022-12-07,655,628,27
706,2022-12-08,930,906,24
707,2022-12-09,504,488,16
708,2022-12-10,4302,4193,109
709,2022-12-11,3949,3827,122
710,2022-12-12,862,854,8
711,2022-12-13,3763,3704,59
712,2022-12-14,2687,2634,53
713,2022-12-15,698,675,23
714,2022-12-16,3647,3486,161
715,2022-12-17,729,700,29
716,2022-12-18,3477,3393,84
717,2022-12-19,2564,2438,126
718,2022-12-20,4215,4107,108
719,2022-12-21,2938,2886,52
720,2022-12-22,3565,3511,54
721,2022-12-23,1615,1591,24
722,2022-12-24,3667,3632,35
723,2022-12-25,2408,2372,36
724,2022-12-26,4378,4315,63
725,2022-12-27,1880,1817,63
726,2022-12-28,1559,1487,72
727,2022-12-29,4948,4846,102
728,2022-12-30,27,26,1
729,2022-12-31,3733,3710,23
730,2023-01-01,1726,1662,64
