,date,totalRequests,successfulRequests,failedRequests
92,2021-04-03,2707,2633,74
93,2021-04-04,1009,1004,5
94,2021-04-05,461,461,0
95,2021-04-06,708,702,6
96,2021-04-07,3293,3272,21
97,2021-04-08,1261,1201,60
98,2021-04-09,3029,2939,90
99,2021-04-10,2215,2155,60
100,2021-04-11,286,278,8
101,2021-04-12,1530,1469,61
102,2021-04-13,2453,2411,42
103,2021-04-14,3464,3341,123
104,2021-04-15,3178,3117,61
105,2021-04-16,236,235,1
106,2021-04-17,2538,2450,88
107,2021-04-18,865,830,35
108,2021-04-19,3640,3468,172
109,2021-04-20,2013,1967,46
110,2021-04-21,1584,1508,76
111,2021-04-22,32,31,1
112,2021-04-23,4354,4287,67
113,2021-04-24,3662,3569,93
114,2021-04-25,4431,4364,67
115,2021-04-26,4377,4377,0
116,2021-04-27,2665,2536,129
117,2021-04-28,2140,2116,24
118,2021-04-29,527,526,1
119,2021-04-30,3383,3257,126
120,2021-05-01,149,149,0
121,2021-05-02,2399,2306,93
122,2021-05-03,3090,3012,78
123,2021-05-04,4308,4236,72
124,2021-05-05,2764,2703,61
125,2021-05-06,311,300,11
126,2021-05-07,2831,2824,7
127,2021-05-08,1207,1202,5
128,2021-05-09,1287,1241,46
129,2021-05-10,3048,2933,115
130,2021-05-11,2040,1943,97
131,2021-05-12,3538,3372,166
132,2021-05-13,901,877,24
133,2021-05-14,1345,1292,53
134,2021-05-15,4946,4744,202
135,2021-05-16,1856,1795,61
136,2021-05-17,1933,1837,96
137,2021-05-18,3956,3871,85
138,2021-05-19,2628,2527,101
139,2021-05-20,297,290,7
140,2021-05-21,190,188,2
141,2021-05-22,4131,4115,16
142,2021-05-23,4882,4762,120
143,2021-05-24,3387,3275,112
144,2021-05-25,4406,4313,93
145,2021-05-26,514,491,23
146,2021-05-27,779,741,38
147,2021-05-28,4155,4098,57
148,2021-05-29,770,745,25
149,2021-05-30,3665,3514,151
150,2021-05-31,4681,4505,176
151,2021-06-01,4104,3984,120
152,2021-06-02,1584,1529,55
153,2021-06-03,1600,1522,78
154,2021-06-04,1433,1362,71
155,2021-06-05,2375,2312,63
156,2021-06-06,2465,2448,17
157,2021-06-07,1828,1794,34
158,2021-06-08,3681,3543,138
159,2021-06-09,953,915,38
160,2021-06-10,3204,3136,68
161,2021-06-11,3601,3448,153
162,2021-06-12,1055,1011,44
163,2021-06-13,4816,4755,61
164,2021-06-14,841,835,6
165,2021-06-15,1818,1751,67
166,2021-06-16,104,100,4
167,2021-06-17,3957,3848,109
168,2021-06-18,3063,2979,84
169,2021-06-19,3133,3126,7
170,2021-06-20,4378,4193,185
171,2021-06-21,4337,4204,133
172,2021-06-22,1384,1341,43
173,2021-06-23,438,438,0
174,2021-06-24,2730,2660,70
175,2021-06-25,1430,1426,4
176,2021-06-26,4933,4928,5
177,2021-06-27,2129,2104,25
178,2021-06-28,3033,2980,53
179,2021-06-29,1063,1053,10
180,2021-06-30,3645,3483,162
181,2021-07-01,4376,4282,94
182,2021-07-02,213,213,0
183,2021-07-03,1864,1842,22
184,2021-07-04,4208,4067,141
185,2021-07-05,4337,4130,207
186,2021-07-06,977,939,38
187,2021-07-07,3747,3595,152
188,2021-07-08,3135,3078,57
189,2021-07-09,1009,966,43
190,2021-07-10,4912,4889,23
191,2021-07-11,489,468,21
192,2021-07-12,0,0,0
193,2021-07-13,4073,4019,54
194,2021-07-14,2225,2152,73
195,2021-07-15,4171,4106,65
196,2021-07-16,1702,1670,32
197,2021-07-17,1398,1398,0
198,2021-07-18,783,765,18
199,2021-07-19,4999,4905,94
200,2021-07-20,2373,2347,26
201,2021-07-21,3401,3269,132
202,2021-07-22,3417,3248,169
203,2021-07-23,2315,2218,97
204,2021-07-24,1479,1478,1
205,2021-07-25,3357,3211,146
206,2021-07-26,4531,4509,22
207,2021-07-27,2983,2962,21
208,2021-07-28,3089,3022,67
209,2021-07-29,3224,3124,100
210,2021-07-30,276,271,5
211,2021-07-31,2253,2152,101
212,2021-08-01,1945,1866,79
213,2021-08-02,3850,3712,138
214,2021-08-03,1350,1333,17
215,2021-08-04,2091,2039,52
216,2021-08-05,3736,3632,104
217,2021-08-06,4983,4944,39
218,2021-08-07,3966,3786,180
219,2021-08-08,440,426,14
220,2021-08-09,4988,4811,177
221,2021-08-10,1803,1790,13
222,2021-08-11,2963,2873,90
223,2021-08-12,2994,2884,110
224,2021-08-13,2469,2422,47
225,2021-08-14,3149,3124,25
226,2021-08-15,2248,2162,86
227,2021-08-16,105,102,3
228,2021-08-17,4442,4361,81
229,2021-08-18,4233,4065,168
230,2021-08-19,1329,1274,55
231,2021-08-20,641,613,28
232,2021-08-21,2899,2869,30
233,2021-08-22,4669,4642,27
234,2021-08-23,3651,3604,47
235,2021-08-24,4640,4472,168
236,2021-08-25,896,865,31
237,2021-08-26,883,855,28
238,2021-08-27,2047,1978,69
239,2021-08-28,14,14,0
240,2021-08-29,1696,1642,54
241,2021-08-30,2688,2610,78
242,2021-08-31,4323,4219,104
243,2021-09-01,2290,2202,88
244,2021-09-02,1179,1173,6
245,2021-09-03,4631,4519,112
246,2021-09-04,522,522,0
247,2021-09-05,4719,4612,107
248,2021-09-06,3682,3598,84
249,2021-09-07,2756,2644,112
250,2021-09-08,2050,2047,3
251,2021-09-09,2764,2728,36
252,2021-09-10,1414,1390,24
253,2021-09-11,1342,1291,51
254,2021-09-12,726,695,31
255,2021-09-13,1234,1224,10
256,2021-09-14,3485,3397,88
257,2021-09-15,1302,1260,42
258,2021-09-16,886,886,0
259,2021-09-17,2780,2772,8
260,2021-09-18,1437,1430,7
261,2021-09-19,2333,2296,37
262,2021-09-20,4358,4284,74
263,2021-09-21,241,237,4
264,2021-09-22,3888,3712,176
265,2021-09-23,3924,3835,89
266,2021-09-24,1556,1517,39
267,2021-09-25,4763,4669,94
268,2021-09-26,3168,3082,86
269,2021-09-27,1407,1346,61
270,2021-09-28,3312,3171,141
271,2021-09-29,2226,2163,63
272,2021-09-30,2853,2850,3
273,2021-10-01,3606,3455,151
274,2021-10-02,1811,1779,32
275,2021-10-03,4374,4361,13
276,2021-10-04,235,224,11
277,2021-10-05,2706,2592,114
278,2021-10-06,4890,4708,182
279,2021-10-07,967,928,39
280,2021-10-08,2596,2577,19
281,2021-10-09,118,116,2
282,2021-10-10,1126,1087,39
283,2021-10-11,3787,3640,147
284,2021-10-12,862,819,43
285,2021-10-13,142,140,2
286,2021-10-14,1584,1574,10
287,2021-10-15,904,867,37
288,2021-10-16,1584,1578,6
289,2021-10-17,1529,1459,70
290,2021-10-18,2456,2423,33
291,2021-10-19,697,679,18
292,2021-10-20,2348,2344,4
293,2021-10-21,3572,3534,38
294,2021-10-22,1741,1729,12
295,2021-10-23,2220,2140,80
296,2021-10-24,742,711,31
297,2021-10-25,8,8,0
298,2021-10-26,3767,3641,126
299,2021-10-27,3807,3756,51
300,2021-10-28,1640,1633,7
301,2021-10-29,1249,1196,53
302,2021-10-30,739,729,10
303,2021-10-31,3719,3602,117
304,2021-11-01,2411,2401,10
305,2021-11-02,3456,3333,123
306,2021-11-03,3155,3068,87
307,2021-11-04,1509,1463,46
308,2021-11-05,1824,1756,68
309,2021-11-06,1566,1521,45
310,2021-11-07,4899,4695,204
311,2021-11-08,3866,3828,38
312,2021-11-09,1967,1941,26
313,2021-11-10,2661,2612,49
314,2021-11-11,3775,3765,10
315,2021-11-12,729,720,9
316,2021-11-13,940,935,5
317,2021-11-14,46,46,0
318,2021-11-15,4032,4007,25
319,2021-11-16,4159,3984,175
320,2021-11-17,1988,1928,60
321,2021-11-18,2347,2298,49
322,2021-11-19,1787,1759,28
323,2021-11-20,2112,2011,101
324,2021-11-21,1735,1723,12
325,2021-11-22,4493,4337,156
326,2021-11-23,83,83,0
327,2021-11-24,4731,4599,132
328,2021-11-25,1697,1634,63
329,2021-11-26,1796,1776,20
330,2021-11-27,3348,3247,101
331,2021-11-28,455,440,15
332,2021-11-29,963,957,6
333,2021-11-30,4953,4768,185
334,2021-12-01,3836,3697,139
335,2021-12-02,2931,2876,55
336,2021-12-03,3664,3652,12
337,2021-12-04,3221,3136,85
338,2021-12-05,3433,3306,127
339,2021-12-06,1300,1293,7
340,2021-12-07,4959,4855,104
341,2021-12-08,4958,4748,210
342,2021-12-09,4043,3966,77
343,2021-12-10,55,53,2
344,2021-12-11,3056,2969,87
345,2021-12-12,242,241,1
346,2021-12-13,3730,3656,74
347,2021-12-14,4280,4229,51
348,2021-12-15,3438,3412,26
349,2021-12-16,1996,1939,57
350,2021-12-17,1852,1849,3
351,2021-12-18,3256,3094,162
352,2021-12-19,217,212,5
353,2021-12-20,4333,4136,197
354,2021-12-21,3828,3780,48
355,2021-12-22,221,216,5
356,2021-12-23,4989,4778,211
357,2021-12-24,765,736,29
358,2021-12-25,93,93,0
359,2021-12-26,488,476,12
360,2021-12-27,4674,4670,4
361,2021-12-28,2489,2455,34
362,2021-12-29,3881,3838,43
363,2021-12-30,3978,3924,54
364,2021-12-31,1449,1383,66
365,2022-01-01,1641,1607,34
366,2022-01-02,2023,1997,26
367,2022-01-03,1104,1052,52
368,2022-01-04,4776,4722,54
369,2022-01-05,3755,3601,154
370,2022-01-06,4289,4137,152
371,2022-01-07,654,650,4
372,2022-01-08,1506,1455,51
373,2022-01-09,65,65,0
374,2022-01-10,3684,3514,170
375,2022-01-11,151,147,4
376,2022-01-12,181,174,7
377,2022-01-13,212,206,6
378,2022-01-14,325,317,8
379,2022-01-15,4034,3936,98
380,2022-01-16,4302,4254,48
381,2022-01-17,2590,2510,80
382,2022-01-18,2753,2687,66
383,2022-01-19,976,956,20
384,2022-01-20,119,115,4
385,2022-01-21,309,296,13
386,2022-01-22,4860,4649,211
387,2022-01-23,4277,4177,100
388,2022-01-24,3146,3001,145
389,2022-01-25,4614,4495,119
390,2022-01-26,3942,3842,100
391,2022-01-27,1462,1449,13
392,2022-01-28,2833,2801,32
393,2022-01-29,574,564,10
394,2022-01-30,558,544,14
395,2022-01-31,3433,3363,70
396,2022-02-01,307,301,6
397,2022-02-02,2998,2938,60
398,2022-02-03,1374,1344,30
399,2022-02-04,2882,2843,39
400,2022-02-05,2894,2795,99
401,2022-02-06,2994,2903,91
402,2022-02-07,3230,3093,137
403,2022-02-08,4614,4581,33
404,2022-02-09,22,22,0
405,2022-02-10,784,778,6
406,2022-02-11,550,545,5
407,2022-02-12,1688,1610,78
408,2022-02-13,718,688,30
409,2022-02-14,4964,4949,15
410,2022-02-15,2416,2411,5
411,2022-02-16,1832,1770,62
412,2022-02-17,3543,3533,10
413,2022-02-18,3790,3657,133
414,2022-02-19,2448,2385,63
415,2022-02-20,736,724,12
416,2022-02-21,4393,4243,150
417,2022-02-22,2816,2799,17
418,2022-02-23,1956,1901,55
419,2022-02-24,4815,4692,123
420,2022-02-25,3839,3810,29
421,2022-02-26,3141,3001,140
422,2022-02-27,1494,1471,23
423,2022-02-28,3844,3738,106
424,2022-03-01,3037,2892,145
425,2022-03-02,2778,2751,27
426,2022-03-03,2318,2318,0
427,2022-03-04,1525,1466,59
428,2022-03-05,909,900,9
429,2022-03-06,830,824,6
430,2022-03-07,3342,3309,33
431,2022-03-08,4950,4781,169
432,2022-03-09,4991,4926,65
433,2022-03-10,1505,1490,15
434,2022-03-11,729,705,24
435,2022-03-12,3883,3759,124
436,2022-03-13,1189,1151,38
437,2022-03-14,1871,1804,67
438,2022-03-15,65,64,1
439,2022-03-16,3112,3052,60
440,2022-03-17,2591,2489,102
441,2022-03-18,3361,3291,70
442,2022-03-19,4571,4440,131
443,2022-03-20,1415,1389,26
444,2022-03-21,1977,1938,39
445,2022-03-22,152,152,0
446,2022-03-23,2555,2541,14
447,2022-03-24,1187,1130,57
448,2022-03-25,1700,1690,10
449,2022-03-26,3761,3615,146
450,2022-03-27,2000,1989,11
451,2022-03-28,1451,1382,69
452,2022-03-29,1146,1137,9
453,2022-03-30,3496,3401,95
454,2022-03-31,4133,3935,198
455,2022-04-01,3950,3759,191
456,2022-04-02,625,596,29
457,2022-04-03,2704,2624,80
458,2022-04-04,4353,4321,32
459,2022-04-05,482,460,22
460,2022-04-06,2045,1997,48
461,2022-04-07,3090,2959,131
462,2022-04-08,2374,2297,77
463,2022-04-09,996,995,1
464,2022-04-10,1148,1119,29
465,2022-04-11,2073,2033,40
466,2022-04-12,3445,3376,69
467,2022-04-13,4965,4891,74
468,2022-04-14,1520,1460,60
469,2022-04-15,2655,2604,51
470,2022-04-16,1869,1786,83
471,2022-04-17,4413,4344,69
472,2022-04-18,1523,1468,55
473,2022-04-19,3635,3495,140
474,2022-04-20,3801,3623,178
475,2022-04-21,2571,2544,27
476,2022-04-22,4657,4653,4
477,2022-04-23,4400,4393,7
478,2022-04-24,240,235,5
479,2022-04-25,2926,2836,90
480,2022-04-26,4079,3939,140
481,2022-04-27,3009,2958,51
482,2022-04-28,86,86,0
483,2022-04-29,1029,1025,4
484,2022-04-30,3012,2916,96
485,2022-05-01,2111,2038,73
486,2022-05-02,3045,3036,9
487,2022-05-03,1237,1194,43
488,2022-05-04,2507,2462,45
489,2022-05-05,655,633,22
490,2022-05-06,3684,3550,134
491,2022-05-07,167,162,5
492,2022-05-08,1178,1127,51
493,2022-05-09,4460,4364,96
494,2022-05-10,2699,2636,63
495,2022-05-11,998,954,44
496,2022-05-12,3722,3585,137
497,2022-05-13,4597,4528,69
498,2022-05-14,3899,3871,28
499,2022-05-15,2283,2182,101
500,2022-05-16,3220,3081,139
501,2022-05-17,2817,2738,79
502,2022-05-18,990,978,12
503,2022-05-19,3554,3491,63
504,2022-05-20,4591,4571,20
505,2022-05-21,531,509,22
506,2022-05-22,845,807,38
507,2022-05-23,1535,1512,23
508,2022-05-24,201,197,4
509,2022-05-25,2810,2710,100
510,2022-05-26,1708,1634,74
511,2022-05-27,488,484,4
512,2022-05-28,134,133,1
513,2022-05-29,497,488,9
514,2022-05-30,2579,2453,126
515,2022-05-31,4838,4727,111
516,2022-06-01,3404,3346,58
517,2022-06-02,192,189,3
518,2022-06-03,1235,1179,56
519,2022-06-04,1646,1604,42
520,2022-06-05,2972,2961,11
521,2022-06-06,1049,1020,29
522,2022-06-07,544,544,0
523,2022-06-08,4866,4771,95
524,2022-06-09,4392,4177,215
525,2022-06-10,2286,2272,14
526,2022-06-11,4595,4526,69
527,2022-06-12,3446,3387,59
528,2022-06-13,3133,3002,131
529,2022-06-14,2430,2314,116
530,2022-06-15,4575,4542,33
531,2022-06-16,3865,3713,152
532,2022-06-17,4286,4161,125
533,2022-06-18,628,602,26
534,2022-06-19,4330,4149,181
535,2022-06-20,2316,2300,16
536,2022-06-21,1247,1189,58
537,2022-06-22,2684,2615,69
538,2022-06-23,4154,4070,84
539,2022-06-24,915,909,6
540,2022-06-25,3122,3001,121
541,2022-06-26,2001,1985,16
542,2022-06-27,3532,3362,170
543,2022-06-28,3211,3188,23
544,2022-06-29,808,791,17
545,2022-06-30,2013,1962,51
546,2022-07-01,20,20,0
547,2022-07-02,2420,2323,97
548,2022-07-03,4548,4458,90
549,2022-07-04,1961,1909,52
550,2022-07-05,2638,2509,129
551,2022-07-06,786,756,30
552,2022-07-07,3062,2963,99
553,2022-07-08,668,651,17
554,2022-07-09,1830,1786,44
555,2022-07-10,3906,3858,48
556,2022-07-11,2746,2629,117
557,2022-07-12,3549,3514,35
558,2022-07-13,1066,1027,39
559,2022-07-14,4538,4394,144
560,2022-07-15,524,504,20
561,2022-07-16,2737,2683,54
562,2022-07-17,1795,1734,61
563,2022-07-18,1522,1514,8
564,2022-07-19,2503,2473,30
565,2022-07-20,1371,1313,58
566,2022-07-21,3108,3096,12
567,2022-07-22,263,262,1
568,2022-07-23,150,147,3
569,2022-07-24,537,535,2
570,2022-07-25,2466,2370,96
571,2022-07-26,1039,1030,9
572,2022-07-27,2768,2697,71
573,2022-07-28,2558,2536,22
574,2022-07-29,3123,3107,16
575,2022-07-30,181,181,0
576,2022-07-31,100,98,2
577,2022-08-01,4120,3965,155
578,2022-08-02,1533,1501,32
579,2022-08-03,3166,3158,8
580,2022-08-04,4914,4838,76
581,2022-08-05,2654,2619,35
582,2022-08-06,2863,2779,84
583,2022-08-07,2351,2239,112
584,2022-08-08,523,508,15
585,2022-08-09,638,627,11
586,2022-08-10,2111,2105,6
587,2022-08-11,2587,2516,71
588,2022-08-12,3531,3469,62
589,2022-08-13,4344,4317,27
590,2022-08-14,2298,2237,61
591,2022-08-15,1133,1086,47
592,2022-08-16,1186,1179,7
593,2022-08-17,1056,1048,8
594,2022-08-18,4867,4655,212
595,2022-08-19,1702,1686,16
596,2022-08-20,2545,2503,42
597,2022-08-21,396,396,0
598,2022-08-22,3916,3722,194
599,2022-08-23,2774,2665,109
600,2022-08-24,4078,4076,2
601,2022-08-25,2809,2796,13
602,2022-08-26,2977,2842,135
603,2022-08-27,4110,3906,204
604,2022-08-28,2080,2008,72
605,2022-08-29,3861,3732,129
606,2022-08-30,3481,3399,82
607,2022-08-31,92,91,1
608,2022-09-01,2346,2331,15
609,2022-09-02,4680,4630,50
610,2022-09-03,258,248,10
611,2022-09-04,3538,3470,68
612,2022-09-05,966,925,41
613,2022-09-06,3581,3529,52
614,2022-09-07,4114,4001,113
615,2022-09-08,654,638,16
616,2022-09-09,4992,4834,158
617,2022-09-10,1283,1251,32
618,2022-09-11,4531,4434,97
619,2022-09-12,3767,3628,139
620,2022-09-13,438,424,14
621,2022-09-14,4034,3895,139
622,2022-09-15,3254,3215,39
623,2022-09-16,1209,1185,24
624,2022-09-17,1666,1630,36
625,2022-09-18,3704,3652,52
626,2022-09-19,4605,4433,172
627,2022-09-20,4517,4300,217
628,2022-09-21,298,292,6
629,2022-09-22,17,17,0
630,2022-09-23,826,814,12
631,2022-09-24,2333,2268,65
632,2022-09-25,1055,1035,20
633,2022-09-26,1869,1866,3
634,2022-09-27,2690,2607,83
635,2022-09-28,1170,1158,12
636,2022-09-29,42,42,0
637,2022-09-30,4273,4065,208
638,2022-10-01,3014,2997,17
639,2022-10-02,3825,3705,120
640,2022-10-03,262,261,1
641,2022-10-04,2240,2234,6
642,2022-10-05,3615,3445,170
643,2022-10-06,1168,1151,17
644,2022-10-07,4242,4065,177
645,2022-10-08,2300,2204,96
646,2022-10-09,3613,3513,100
647,2022-10-10,4512,4351,161
648,2022-10-11,4380,4188,192
649,2022-10-12,1555,1554,1
650,2022-10-13,4109,3999,110
651,2022-10-14,1231,1214,17
652,2022-10-15,3643,3610,33
653,2022-10-16,2107,2036,71
654,2022-10-17,2461,2382,79
655,2022-10-18,1206,1150,56
656,2022-10-19,646,635,11
657,2022-10-20,1648,1567,81
658,2022-10-21,1901,1896,5
659,2022-10-22,2904,2844,60
660,2022-10-23,3188,3118,70
661,2022-10-24,1500,1449,51
662,2022-10-25,4128,4069,59
663,2022-10-26,4380,4306,74
664,2022-10-27,1153,1137,16
665,2022-10-28,355,340,15
666,2022-10-29,517,496,21
667,2022-10-30,4378,4305,73
668,2022-10-31,1560,1487,73
669,2022-11-01,2640,2528,112
670,2022-11-02,2810,2736,74
671,2022-11-03,4095,4012,83
672,2022-11-04,2744,2635,109
673,2022-11-05,3118,3070,48
674,2022-11-06,1701,1659,42
675,2022-11-07,4799,4682,117
676,2022-11-08,3176,3082,94
677,2022-11-09,2689,2674,15
678,2022-11-10,4993,4795,198
679,2022-11-11,2154,2154,0
680,2022-11-12,4703,4571,132
681,2022-11-13,3099,3087,12
682,2022-11-14,309,300,9
683,2022-11-15,727,723,4
684,2022-11-16,3698,3571,127
685,2022-11-17,4046,4046,0
686,2022-11-18,3746,3568,178
687,2022-11-19,1422,1396,26
688,2022-11-20,4189,3987,202
689,2022-11-21,2260,2227,33
690,2022-11-22,1788,1766,22
691,2022-11-23,3173,3118,55
692,2022-11-24,516,501,15
693,2022-11-25,2486,2405,81
694,2022-11-26,1511,1445,66
695,2022-11-27,2020,1927,93
696,2022-11-28,4165,4117,48
697,2022-11-29,3089,2975,114
698,2022-11-30,3695,3625,70
699,2022-12-01,102,102,0
700,2022-12-02,648,634,14
701,2022-12-03,2519,2429,90
702,2022-12-04,2630,2620,10
703,2022-12-05,821,801,20
704,2022-12-06,3081,3046,35
705,2022-12-07,838,827,11
706,2022-12-08,979,946,33
707,2022-12-09,2326,2311,15
708,2022-12-10,3159,3133,26
709,2022-12-11,926,893,33
710,2022-12-12,4873,4756,117
711,2022-12-13,2955,2926,29
712,2022-12-14,4217,4207,10
713,2022-12-15,4617,4568,49
714,2022-12-16,3664,3602,62
715,2022-12-17,1937,1842,95
716,2022-12-18,3419,3254,165
717,2022-12-19,2290,2214,76
718,2022-12-20,1143,1089,54
719,2022-12-21,3753,3620,133
720,2022-12-22,2259,2161,98
721,2022-12-23,539,515,24
722,2022-12-24,3723,3606,117
723,2022-12-25,1746,1710,36
724,2022-12-26,4820,4725,95
725,2022-12-27,728,719,9
726,2022-12-28,327,315,12
727,2022-12-29,4516,4487,29
728,2022-12-30,1459,1391,68
729,2022-12-31,3316,3181,135
730,2023-01-01,1063,1055,8
