,date,minimum,maximum,average
72,2021-03-14,20,2940,30
73,2021-03-15,72,4543,74
74,2021-03-16,132,440,146
75,2021-03-17,113,3491,115
76,2021-03-18,79,4232,136
77,2021-03-19,56,4581,70
78,2021-03-20,117,3839,140
79,2021-03-21,24,3655,185
80,2021-03-22,54,1528,106
81,2021-03-23,28,2925,70
82,2021-03-24,80,2887,189
83,2021-03-25,41,4905,51
84,2021-03-26,102,2953,186
85,2021-03-27,65,4297,106
86,2021-03-28,26,563,32
87,2021-03-29,29,518,55
88,2021-03-30,60,4782,164
89,2021-03-31,26,4717,40
90,2021-04-01,57,1976,61
91,2021-04-02,97,4571,112
92,2021-04-03,57,2111,60
93,2021-04-04,20,920,23
94,2021-04-05,44,3758,63
95,2021-04-06,96,3918,154
96,2021-04-07,110,4701,128
97,2021-04-08,86,4824,120
98,2021-04-09,114,3534,141
99,2021-04-10,152,2257,192
100,2021-04-11,30,2280,61
101,2021-04-12,55,2651,88
102,2021-04-13,99,3380,119
103,2021-04-14,100,485,175
104,2021-04-15,28,849,115
105,2021-04-16,123,3783,152
106,2021-04-17,40,1262,63
107,2021-04-18,59,2723,61
108,2021-04-19,63,1984,152
109,2021-04-20,150,2137,162
110,2021-04-21,67,3835,158
111,2021-04-22,53,4513,151
112,2021-04-23,79,3808,135
113,2021-04-24,67,2176,152
114,2021-04-25,46,2074,166
115,2021-04-26,65,4300,185
116,2021-04-27,87,4570,162
117,2021-04-28,92,2642,107
118,2021-04-29,35,4463,65
119,2021-04-30,108,4974,143
120,2021-05-01,48,4729,125
121,2021-05-02,70,2188,80
122,2021-05-03,36,2575,41
123,2021-05-04,39,3325,151
124,2021-05-05,34,2407,178
125,2021-05-06,59,722,116
126,2021-05-07,101,3590,163
127,2021-05-08,26,1737,199
128,2021-05-09,114,655,137
129,2021-05-10,112,3966,154
130,2021-05-11,27,2839,42
131,2021-05-12,35,4776,66
132,2021-05-13,118,2427,158
133,2021-05-14,52,2281,104
134,2021-05-15,57,945,111
135,2021-05-16,63,3133,91
136,2021-05-17,79,1706,84
137,2021-05-18,85,2725,142
138,2021-05-19,69,2571,81
139,2021-05-20,24,2337,104
140,2021-05-21,22,2945,24
141,2021-05-22,64,2965,108
142,2021-05-23,54,2705,177
143,2021-05-24,41,3493,44
144,2021-05-25,94,2386,111
145,2021-05-26,48,985,85
146,2021-05-27,25,4519,27
147,2021-05-28,23,4396,173
148,2021-05-29,29,174,89
149,2021-05-30,157,4121,161
150,2021-05-31,61,2359,197
151,2021-06-01,115,3722,160
152,2021-06-02,47,3930,168
153,2021-06-03,24,4966,26
154,2021-06-04,112,4646,146
155,2021-06-05,50,3941,58
156,2021-06-06,32,3868,67
157,2021-06-07,27,1187,123
158,2021-06-08,78,1542,98
159,2021-06-09,46,160,109
160,2021-06-10,32,4332,33
161,2021-06-11,49,4942,105
162,2021-06-12,30,2443,56
163,2021-06-13,33,663,75
164,2021-06-14,96,4028,188
165,2021-06-15,74,2647,77
166,2021-06-16,117,1210,137
167,2021-06-17,74,3179,157
168,2021-06-18,151,3806,154
169,2021-06-19,24,1146,129
170,2021-06-20,62,2241,86
171,2021-06-21,135,4421,156
172,2021-06-22,46,2515,131
173,2021-06-23,30,3902,54
174,2021-06-24,110,1746,145
175,2021-06-25,35,732,55
176,2021-06-26,35,3615,45
177,2021-06-27,101,4032,165
178,2021-06-28,89,2618,89
179,2021-06-29,34,3701,111
180,2021-06-30,59,3180,99
181,2021-07-01,34,4154,77
182,2021-07-02,171,4422,186
183,2021-07-03,142,2058,185
184,2021-07-04,61,1232,157
185,2021-07-05,24,1893,83
186,2021-07-06,27,1706,56
187,2021-07-07,64,380,167
188,2021-07-08,47,2271,162
189,2021-07-09,30,3456,51
190,2021-07-10,116,4315,181
191,2021-07-11,20,4424,26
192,2021-07-12,43,3969,189
193,2021-07-13,55,1051,68
194,2021-07-14,20,2541,92
195,2021-07-15,142,1299,163
196,2021-07-16,128,4515,185
197,2021-07-17,24,3376,66
198,2021-07-18,26,4718,37
199,2021-07-19,23,4599,25
200,2021-07-20,142,1708,151
201,2021-07-21,24,3654,33
202,2021-07-22,25,3276,35
203,2021-07-23,22,2426,25
204,2021-07-24,43,1068,177
205,2021-07-25,41,371,134
206,2021-07-26,34,3960,120
207,2021-07-27,24,1189,29
208,2021-07-28,27,3398,96
209,2021-07-29,124,4736,131
210,2021-07-30,61,2100,96
211,2021-07-31,23,4540,35
212,2021-08-01,27,4872,102
213,2021-08-02,108,235,141
214,2021-08-03,33,4218,55
215,2021-08-04,114,4906,115
216,2021-08-05,23,4035,136
217,2021-08-06,23,794,62
218,2021-08-07,115,311,173
219,2021-08-08,101,3805,125
220,2021-08-09,21,4575,41
221,2021-08-10,86,4523,178
222,2021-08-11,92,449,146
223,2021-08-12,57,2925,81
224,2021-08-13,73,1064,123
225,2021-08-14,93,1061,123
226,2021-08-15,44,301,79
227,2021-08-16,52,1494,63
228,2021-08-17,60,4892,66
229,2021-08-18,69,707,151
230,2021-08-19,117,1613,139
231,2021-08-20,41,329,168
232,2021-08-21,102,4891,130
233,2021-08-22,69,3839,95
234,2021-08-23,30,2257,67
235,2021-08-24,94,1019,149
236,2021-08-25,97,3120,100
237,2021-08-26,139,3786,144
238,2021-08-27,133,1123,160
239,2021-08-28,104,515,114
240,2021-08-29,87,1932,131
241,2021-08-30,21,4456,25
242,2021-08-31,32,4837,66
243,2021-09-01,61,3689,78
244,2021-09-02,32,663,40
245,2021-09-03,100,1729,170
246,2021-09-04,43,885,90
247,2021-09-05,99,3667,151
248,2021-09-06,52,3826,78
249,2021-09-07,28,4871,111
250,2021-09-08,95,1614,163
251,2021-09-09,40,177,66
252,2021-09-10,144,4989,168
253,2021-09-11,25,1105,28
254,2021-09-12,82,2517,143
255,2021-09-13,60,1457,88
256,2021-09-14,134,3677,149
257,2021-09-15,58,3891,193
258,2021-09-16,79,3652,135
259,2021-09-17,38,2556,110
260,2021-09-18,31,1494,32
261,2021-09-19,33,1081,90
262,2021-09-20,134,3725,148
263,2021-09-21,23,4371,156
264,2021-09-22,25,3574,176
265,2021-09-23,131,1337,192
266,2021-09-24,164,1633,198
267,2021-09-25,135,1978,136
268,2021-09-26,99,2336,144
269,2021-09-27,82,677,141
270,2021-09-28,20,123,109
271,2021-09-29,42,3934,53
272,2021-09-30,67,2691,69
273,2021-10-01,113,2841,146
274,2021-10-02,35,1949,110
275,2021-10-03,26,904,194
276,2021-10-04,38,417,117
277,2021-10-05,67,2150,90
278,2021-10-06,100,1194,122
279,2021-10-07,57,434,151
280,2021-10-08,79,1801,79
281,2021-10-09,42,3691,145
282,2021-10-10,122,773,178
283,2021-10-11,43,802,50
284,2021-10-12,54,2071,89
285,2021-10-13,127,1768,182
286,2021-10-14,155,3374,190
287,2021-10-15,27,2257,28
288,2021-10-16,38,3844,62
289,2021-10-17,20,3710,33
290,2021-10-18,23,1993,129
291,2021-10-19,78,3262,97
292,2021-10-20,41,2349,72
293,2021-10-21,111,4622,191
294,2021-10-22,86,1841,126
295,2021-10-23,57,4995,140
296,2021-10-24,38,386,53
297,2021-10-25,77,801,100
298,2021-10-26,22,4786,32
299,2021-10-27,51,4808,52
300,2021-10-28,47,3794,63
301,2021-10-29,43,2268,45
302,2021-10-30,75,3716,135
303,2021-10-31,57,2460,86
304,2021-11-01,97,1026,118
305,2021-11-02,104,3293,109
306,2021-11-03,41,2363,48
307,2021-11-04,92,416,185
308,2021-11-05,87,1618,95
309,2021-11-06,128,1142,157
310,2021-11-07,158,205,158
311,2021-11-08,44,4166,126
312,2021-11-09,149,816,158
313,2021-11-10,71,4573,144
314,2021-11-11,49,2811,166
315,2021-11-12,65,564,123
316,2021-11-13,50,3704,68
317,2021-11-14,25,4665,33
318,2021-11-15,63,2427,121
319,2021-11-16,21,1241,47
320,2021-11-17,32,1917,131
321,2021-11-18,24,99,65
322,2021-11-19,25,1381,25
323,2021-11-20,35,2690,177
324,2021-11-21,49,2174,169
325,2021-11-22,27,2735,92
326,2021-11-23,59,3095,113
327,2021-11-24,54,954,129
328,2021-11-25,29,243,154
329,2021-11-26,119,2395,123
330,2021-11-27,21,4477,81
331,2021-11-28,22,186,51
332,2021-11-29,80,2588,157
333,2021-11-30,53,928,69
334,2021-12-01,117,4633,175
335,2021-12-02,157,1446,182
336,2021-12-03,56,2919,93
337,2021-12-04,52,4115,63
338,2021-12-05,157,3252,176
339,2021-12-06,29,957,109
340,2021-12-07,34,1906,170
341,2021-12-08,100,4997,143
342,2021-12-09,109,4950,141
343,2021-12-10,101,4917,150
344,2021-12-11,111,2439,156
345,2021-12-12,74,837,87
346,2021-12-13,40,1334,41
347,2021-12-14,34,2118,41
348,2021-12-15,85,2036,174
349,2021-12-16,169,3241,183
350,2021-12-17,179,939,196
351,2021-12-18,56,2540,70
352,2021-12-19,144,4047,157
353,2021-12-20,28,1699,42
354,2021-12-21,110,3977,155
355,2021-12-22,36,2874,64
356,2021-12-23,32,4754,109
357,2021-12-24,51,4723,107
358,2021-12-25,46,166,108
359,2021-12-26,66,815,162
360,2021-12-27,41,4451,41
361,2021-12-28,96,2313,187
362,2021-12-29,38,1626,129
363,2021-12-30,78,3927,131
364,2021-12-31,153,1410,197
365,2022-01-01,50,3467,96
366,2022-01-02,36,4929,165
367,2022-01-03,70,2778,88
368,2022-01-04,178,3491,190
369,2022-01-05,23,1548,51
370,2022-01-06,22,2508,51
371,2022-01-07,88,3228,123
372,2022-01-08,111,1294,142
373,2022-01-09,21,2109,51
374,2022-01-10,64,4325,133
375,2022-01-11,34,4214,45
376,2022-01-12,64,1123,68
377,2022-01-13,75,3562,186
378,2022-01-14,36,3101,188
379,2022-01-15,50,2685,106
380,2022-01-16,87,3991,96
381,2022-01-17,129,1865,194
382,2022-01-18,84,1750,193
383,2022-01-19,124,2262,173
384,2022-01-20,21,4099,129
385,2022-01-21,124,2446,152
386,2022-01-22,93,1862,107
387,2022-01-23,39,1391,79
388,2022-01-24,50,4034,134
389,2022-01-25,62,4403,75
390,2022-01-26,28,2102,151
391,2022-01-27,151,3904,152
392,2022-01-28,112,2574,129
393,2022-01-29,38,2905,55
394,2022-01-30,100,2733,185
395,2022-01-31,38,366,41
396,2022-02-01,77,4027,102
397,2022-02-02,84,148,98
398,2022-02-03,20,2752,76
399,2022-02-04,56,1467,76
400,2022-02-05,40,2757,42
401,2022-02-06,41,2927,130
402,2022-02-07,67,3872,99
403,2022-02-08,115,3993,116
404,2022-02-09,39,993,42
405,2022-02-10,72,2595,168
406,2022-02-11,94,2375,118
407,2022-02-12,30,1767,98
408,2022-02-13,30,1212,84
409,2022-02-14,20,1214,27
410,2022-02-15,38,2298,70
411,2022-02-16,31,495,70
412,2022-02-17,81,2483,181
413,2022-02-18,158,3573,181
414,2022-02-19,20,3313,65
415,2022-02-20,46,4816,54
416,2022-02-21,72,1949,134
417,2022-02-22,91,2006,188
418,2022-02-23,84,3808,195
419,2022-02-24,61,3610,156
420,2022-02-25,27,822,144
421,2022-02-26,56,4948,156
422,2022-02-27,64,904,199
423,2022-02-28,36,4021,100
424,2022-03-01,97,3039,97
425,2022-03-02,30,3011,144
426,2022-03-03,62,4778,195
427,2022-03-04,189,4057,199
428,2022-03-05,158,3112,193
429,2022-03-06,111,3798,184
430,2022-03-07,166,808,187
431,2022-03-08,27,2115,30
432,2022-03-09,126,3640,141
433,2022-03-10,124,4686,140
434,2022-03-11,37,2103,38
435,2022-03-12,61,1767,84
436,2022-03-13,21,370,21
437,2022-03-14,126,3768,136
438,2022-03-15,96,3362,168
439,2022-03-16,69,1692,199
440,2022-03-17,36,4560,100
441,2022-03-18,54,3831,185
442,2022-03-19,112,4727,137
443,2022-03-20,45,688,53
444,2022-03-21,58,4851,192
445,2022-03-22,35,4686,144
446,2022-03-23,34,1161,178
447,2022-03-24,113,2760,133
448,2022-03-25,123,4072,139
449,2022-03-26,30,556,81
450,2022-03-27,68,4932,177
451,2022-03-28,39,4482,42
452,2022-03-29,122,2252,149
453,2022-03-30,26,4889,28
454,2022-03-31,89,2479,106
455,2022-04-01,67,896,68
456,2022-04-02,123,3812,168
457,2022-04-03,154,2677,155
458,2022-04-04,41,2913,60
459,2022-04-05,63,2614,79
460,2022-04-06,109,1843,182
461,2022-04-07,84,3843,178
462,2022-04-08,25,2751,44
463,2022-04-09,49,2508,100
464,2022-04-10,120,4945,123
465,2022-04-11,30,2264,31
466,2022-04-12,72,747,140
467,2022-04-13,50,2208,119
468,2022-04-14,142,243,155
469,2022-04-15,25,4929,48
470,2022-04-16,86,1637,122
471,2022-04-17,95,555,151
472,2022-04-18,21,4712,22
473,2022-04-19,22,2459,29
474,2022-04-20,38,3271,117
475,2022-04-21,20,2448,21
476,2022-04-22,20,1531,21
477,2022-04-23,110,889,132
478,2022-04-24,22,1455,23
479,2022-04-25,34,2653,92
480,2022-04-26,181,4002,186
481,2022-04-27,37,770,57
482,2022-04-28,22,800,26
483,2022-04-29,70,4745,75
484,2022-04-30,146,1650,165
485,2022-05-01,35,3098,39
486,2022-05-02,55,3917,70
487,2022-05-03,25,2588,26
488,2022-05-04,74,1397,85
489,2022-05-05,53,3674,53
490,2022-05-06,20,1048,33
491,2022-05-07,22,1743,22
492,2022-05-08,23,2038,31
493,2022-05-09,32,3304,44
494,2022-05-10,150,1211,189
495,2022-05-11,20,3782,28
496,2022-05-12,85,3880,88
497,2022-05-13,63,2634,83
498,2022-05-14,20,4843,36
499,2022-05-15,105,1078,177
500,2022-05-16,24,2821,28
501,2022-05-17,34,3717,75
502,2022-05-18,26,3145,27
503,2022-05-19,156,3718,157
504,2022-05-20,37,3315,57
505,2022-05-21,46,1116,68
506,2022-05-22,103,3115,193
507,2022-05-23,125,2373,178
508,2022-05-24,25,1136,27
509,2022-05-25,66,956,112
510,2022-05-26,44,4569,67
511,2022-05-27,50,2893,68
512,2022-05-28,137,4181,165
513,2022-05-29,75,1937,126
514,2022-05-30,173,2593,174
515,2022-05-31,85,1974,123
516,2022-06-01,99,186,119
517,2022-06-02,31,4406,115
518,2022-06-03,36,2130,38
519,2022-06-04,49,2331,146
520,2022-06-05,62,4964,127
521,2022-06-06,118,4506,123
522,2022-06-07,20,1823,63
523,2022-06-08,63,1169,161
524,2022-06-09,82,4990,129
525,2022-06-10,21,2357,21
526,2022-06-11,74,673,123
527,2022-06-12,25,3346,31
528,2022-06-13,46,1020,117
529,2022-06-14,26,674,29
530,2022-06-15,104,3867,157
531,2022-06-16,141,3575,170
532,2022-06-17,51,2899,117
533,2022-06-18,116,4238,125
534,2022-06-19,53,3432,93
535,2022-06-20,20,2764,89
536,2022-06-21,66,2451,66
537,2022-06-22,21,4388,102
538,2022-06-23,31,839,143
539,2022-06-24,47,4783,76
540,2022-06-25,50,4788,153
541,2022-06-26,78,3860,116
542,2022-06-27,23,4892,24
543,2022-06-28,33,1593,50
544,2022-06-29,49,4478,136
545,2022-06-30,103,252,128
546,2022-07-01,55,2274,112
547,2022-07-02,36,3315,55
548,2022-07-03,81,880,84
549,2022-07-04,22,1898,133
550,2022-07-05,135,1070,193
551,2022-07-06,167,3336,181
552,2022-07-07,109,4574,121
553,2022-07-08,89,1008,109
554,2022-07-09,20,3744,22
555,2022-07-10,57,2547,75
556,2022-07-11,124,681,185
557,2022-07-12,20,3129,35
558,2022-07-13,24,4098,33
559,2022-07-14,23,4680,23
560,2022-07-15,50,475,108
561,2022-07-16,36,3589,67
562,2022-07-17,109,1019,110
563,2022-07-18,111,273,132
564,2022-07-19,75,2793,78
565,2022-07-20,85,1730,142
566,2022-07-21,95,2261,130
567,2022-07-22,145,1500,151
568,2022-07-23,21,4388,189
569,2022-07-24,21,3829,24
570,2022-07-25,29,4491,30
571,2022-07-26,86,4918,92
572,2022-07-27,20,1337,21
573,2022-07-28,105,1275,142
574,2022-07-29,35,320,76
575,2022-07-30,155,367,199
576,2022-07-31,55,4396,191
577,2022-08-01,29,1833,66
578,2022-08-02,46,504,100
579,2022-08-03,74,4279,117
580,2022-08-04,35,3169,43
581,2022-08-05,23,1122,23
582,2022-08-06,59,4208,109
583,2022-08-07,64,1343,155
584,2022-08-08,79,3887,102
585,2022-08-09,64,1939,82
586,2022-08-10,20,295,20
587,2022-08-11,20,1045,30
588,2022-08-12,177,812,177
589,2022-08-13,72,4521,193
590,2022-08-14,122,3878,175
591,2022-08-15,87,3718,181
592,2022-08-16,85,1324,85
593,2022-08-17,38,1930,38
594,2022-08-18,48,3814,109
595,2022-08-19,74,1838,127
596,2022-08-20,57,4740,93
597,2022-08-21,101,3454,159
598,2022-08-22,30,1009,34
599,2022-08-23,74,2868,94
600,2022-08-24,27,2323,47
601,2022-08-25,34,709,36
602,2022-08-26,84,4322,172
603,2022-08-27,82,150,128
604,2022-08-28,56,1406,141
605,2022-08-29,71,168,129
606,2022-08-30,33,2042,51
607,2022-08-31,26,2307,31
608,2022-09-01,46,1761,74
609,2022-09-02,22,4142,26
610,2022-09-03,25,2671,29
611,2022-09-04,76,2146,145
612,2022-09-05,73,3930,80
613,2022-09-06,37,673,73
614,2022-09-07,20,1656,22
615,2022-09-08,39,4339,152
616,2022-09-09,63,4428,77
617,2022-09-10,62,4738,70
618,2022-09-11,20,248,134
619,2022-09-12,144,252,179
620,2022-09-13,23,2678,127
621,2022-09-14,124,2349,147
622,2022-09-15,104,952,151
623,2022-09-16,62,483,196
624,2022-09-17,170,1715,192
625,2022-09-18,48,4206,54
626,2022-09-19,48,1381,85
627,2022-09-20,45,1052,153
628,2022-09-21,164,752,187
629,2022-09-22,89,1104,175
630,2022-09-23,78,2430,184
631,2022-09-24,153,3549,154
632,2022-09-25,20,4055,21
633,2022-09-26,81,3862,81
634,2022-09-27,100,1499,187
635,2022-09-28,86,1270,121
636,2022-09-29,56,3904,126
637,2022-09-30,66,1494,66
638,2022-10-01,96,4842,106
639,2022-10-02,54,2844,135
640,2022-10-03,60,3538,97
641,2022-10-04,67,886,107
642,2022-10-05,127,1920,166
643,2022-10-06,22,2723,27
644,2022-10-07,56,942,140
645,2022-10-08,70,1253,77
646,2022-10-09,25,908,80
647,2022-10-10,33,1696,180
648,2022-10-11,74,828,197
649,2022-10-12,45,1379,55
650,2022-10-13,36,533,160
651,2022-10-14,44,3348,116
652,2022-10-15,22,4468,177
653,2022-10-16,65,503,75
654,2022-10-17,117,4602,160
655,2022-10-18,33,307,123
656,2022-10-19,67,3817,110
657,2022-10-20,31,4978,45
658,2022-10-21,82,3104,188
659,2022-10-22,92,1978,124
660,2022-10-23,95,301,159
661,2022-10-24,46,1252,116
662,2022-10-25,98,483,160
663,2022-10-26,46,632,87
664,2022-10-27,114,3085,164
665,2022-10-28,68,3059,120
666,2022-10-29,50,3612,128
667,2022-10-30,44,1938,49
668,2022-10-31,81,1454,126
669,2022-11-01,46,4699,159
670,2022-11-02,26,4808,27
671,2022-11-03,25,3128,36
672,2022-11-04,32,3766,45
673,2022-11-05,22,587,62
674,2022-11-06,36,4924,189
675,2022-11-07,65,4881,69
676,2022-11-08,31,2960,125
677,2022-11-09,104,1414,173
678,2022-11-10,104,4145,188
679,2022-11-11,29,1012,48
680,2022-11-12,143,3830,185
681,2022-11-13,23,3339,102
682,2022-11-14,46,3340,194
683,2022-11-15,143,3010,191
684,2022-11-16,81,1987,148
685,2022-11-17,31,3448,31
686,2022-11-18,40,1675,135
687,2022-11-19,66,3243,128
688,2022-11-20,39,4983,46
689,2022-11-21,36,2337,41
690,2022-11-22,41,3287,57
691,2022-11-23,30,2363,162
692,2022-11-24,129,943,167
693,2022-11-25,70,4522,181
694,2022-11-26,28,71,33
695,2022-11-27,87,1024,133
696,2022-11-28,42,2039,121
697,2022-11-29,147,1728,184
698,2022-11-30,26,1348,167
699,2022-12-01,151,1808,151
700,2022-12-02,112,1879,141
701,2022-12-03,47,378,105
702,2022-12-04,93,2828,143
703,2022-12-05,43,3322,62
704,2022-12-06,29,4641,68
705,2022-12-07,20,278,76
706,2022-12-08,96,1312,147
707,2022-12-09,58,4003,86
708,2022-12-10,110,1550,141
709,2022-12-11,34,1916,101
710,2022-12-12,128,3511,143
711,2022-12-13,29,2818,52
712,2022-12-14,25,4161,164
713,2022-12-15,81,3404,110
714,2022-12-16,51,2519,74
715,2022-12-17,26,2063,50
716,2022-12-18,85,2449,125
717,2022-12-19,41,2368,110
718,2022-12-20,169,4315,184
719,2022-12-21,94,2845,184
720,2022-12-22,68,2550,81
721,2022-12-23,105,4866,151
722,2022-12-24,26,4113,98
723,2022-12-25,45,349,155
724,2022-12-26,75,4075,109
725,2022-12-27,118,783,184
726,2022-12-28,164,974,171
727,2022-12-29,163,2505,177
728,2022-12-30,50,1558,158
729,2022-12-31,55,3869,68
730,2023-01-01,34,4581,58
