,date,minimum,maximum,average
65,2021-03-07,36,4048,109
66,2021-03-08,20,2640,45
67,2021-03-09,33,3370,53
68,2021-03-10,92,4295,197
69,2021-03-11,90,1978,149
70,2021-03-12,22,346,24
71,2021-03-13,50,3523,98
72,2021-03-14,122,1177,192
73,2021-03-15,69,4818,199
74,2021-03-16,138,2426,143
75,2021-03-17,24,1543,181
76,2021-03-18,20,2936,30
77,2021-03-19,28,4053,157
78,2021-03-20,105,4813,183
79,2021-03-21,22,652,27
80,2021-03-22,165,3442,174
81,2021-03-23,60,3472,112
82,2021-03-24,51,687,104
83,2021-03-25,41,2189,63
84,2021-03-26,56,1918,116
85,2021-03-27,103,1919,151
86,2021-03-28,167,4453,185
87,2021-03-29,22,2686,48
88,2021-03-30,27,1012,67
89,2021-03-31,33,659,33
90,2021-04-01,119,1365,159
91,2021-04-02,160,2678,183
92,2021-04-03,37,2320,141
93,2021-04-04,48,3154,186
94,2021-04-05,44,608,89
95,2021-04-06,47,3047,165
96,2021-04-07,39,225,74
97,2021-04-08,135,706,138
98,2021-04-09,53,180,177
99,2021-04-10,176,3711,178
100,2021-04-11,25,4419,198
101,2021-04-12,32,3731,79
102,2021-04-13,25,670,70
103,2021-04-14,120,3339,120
104,2021-04-15,120,4946,166
105,2021-04-16,63,3877,136
106,2021-04-17,50,2912,189
107,2021-04-18,32,2815,54
108,2021-04-19,30,1429,171
109,2021-04-20,114,1506,133
110,2021-04-21,171,3679,186
111,2021-04-22,56,2824,60
112,2021-04-23,25,863,33
113,2021-04-24,57,178,115
114,2021-04-25,22,4349,82
115,2021-04-26,89,1287,119
116,2021-04-27,28,629,111
117,2021-04-28,148,1082,180
118,2021-04-29,108,4467,153
119,2021-04-30,42,2479,147
120,2021-05-01,38,4193,148
121,2021-05-02,30,4309,32
122,2021-05-03,101,2530,113
123,2021-05-04,20,1075,33
124,2021-05-05,150,1196,170
125,2021-05-06,40,2784,63
126,2021-05-07,24,3810,34
127,2021-05-08,24,186,25
128,2021-05-09,35,1908,75
129,2021-05-10,48,4444,188
130,2021-05-11,56,4440,109
131,2021-05-12,35,1497,41
132,2021-05-13,156,665,167
133,2021-05-14,24,2538,85
134,2021-05-15,112,1020,149
135,2021-05-16,102,3737,145
136,2021-05-17,94,3881,137
137,2021-05-18,96,1684,171
138,2021-05-19,29,2902,133
139,2021-05-20,69,1626,131
140,2021-05-21,107,3087,123
141,2021-05-22,69,3242,73
142,2021-05-23,80,827,159
143,2021-05-24,27,4394,147
144,2021-05-25,48,1204,65
145,2021-05-26,117,4544,156
146,2021-05-27,97,1112,136
147,2021-05-28,82,4747,161
148,2021-05-29,20,279,192
149,2021-05-30,115,678,149
150,2021-05-31,122,3690,148
151,2021-06-01,25,4988,151
152,2021-06-02,70,816,99
153,2021-06-03,69,1613,104
154,2021-06-04,30,2189,34
155,2021-06-05,59,3344,66
156,2021-06-06,70,2302,136
157,2021-06-07,37,2068,106
158,2021-06-08,129,1553,162
159,2021-06-09,71,3252,103
160,2021-06-10,39,3872,43
161,2021-06-11,22,1719,52
162,2021-06-12,21,3336,31
163,2021-06-13,20,1300,21
164,2021-06-14,80,4663,156
165,2021-06-15,74,3401,94
166,2021-06-16,58,120,63
167,2021-06-17,20,2697,81
168,2021-06-18,135,3604,195
169,2021-06-19,44,2935,65
170,2021-06-20,46,2212,58
171,2021-06-21,80,4904,170
172,2021-06-22,111,2556,122
173,2021-06-23,61,2433,108
174,2021-06-24,198,2640,200
175,2021-06-25,33,1811,44
176,2021-06-26,30,3465,62
177,2021-06-27,22,1294,23
178,2021-06-28,117,4147,149
179,2021-06-29,58,1696,97
180,2021-06-30,88,2927,179
181,2021-07-01,80,4128,116
182,2021-07-02,23,4474,130
183,2021-07-03,59,2503,87
184,2021-07-04,32,782,45
185,2021-07-05,61,1864,82
186,2021-07-06,128,4786,189
187,2021-07-07,134,1380,135
188,2021-07-08,117,2692,169
189,2021-07-09,37,1051,55
190,2021-07-10,84,4668,191
191,2021-07-11,25,490,87
192,2021-07-12,76,1498,112
193,2021-07-13,65,4350,115
194,2021-07-14,39,1240,172
195,2021-07-15,20,1759,42
196,2021-07-16,102,1628,156
197,2021-07-17,26,4976,43
198,2021-07-18,24,339,171
199,2021-07-19,35,1903,154
200,2021-07-20,20,4155,20
201,2021-07-21,36,153,58
202,2021-07-22,43,3648,153
203,2021-07-23,72,2643,111
204,2021-07-24,23,4845,37
205,2021-07-25,96,3547,167
206,2021-07-26,148,4886,164
207,2021-07-27,126,1094,184
208,2021-07-28,57,2846,95
209,2021-07-29,31,4368,176
210,2021-07-30,26,3417,33
211,2021-07-31,123,1503,183
212,2021-08-01,52,3681,95
213,2021-08-02,29,4657,200
214,2021-08-03,35,4379,82
215,2021-08-04,22,173,35
216,2021-08-05,59,4614,75
217,2021-08-06,63,1754,81
218,2021-08-07,24,3556,44
219,2021-08-08,43,1380,46
220,2021-08-09,57,908,110
221,2021-08-10,45,3830,56
222,2021-08-11,35,1609,81
223,2021-08-12,161,2268,173
224,2021-08-13,78,3835,133
225,2021-08-14,20,4694,149
226,2021-08-15,51,1215,156
227,2021-08-16,50,2494,89
228,2021-08-17,47,3620,58
229,2021-08-18,55,4899,72
230,2021-08-19,24,793,27
231,2021-08-20,52,536,59
232,2021-08-21,77,4778,108
233,2021-08-22,69,2074,120
234,2021-08-23,36,2575,143
235,2021-08-24,54,3921,100
236,2021-08-25,119,3116,124
237,2021-08-26,61,4802,73
238,2021-08-27,42,2693,54
239,2021-08-28,87,1454,130
240,2021-08-29,75,1796,150
241,2021-08-30,92,3944,160
242,2021-08-31,139,4864,155
243,2021-09-01,23,4896,24
244,2021-09-02,162,4262,163
245,2021-09-03,37,4606,42
246,2021-09-04,81,265,166
247,2021-09-05,168,4364,187
248,2021-09-06,62,3959,161
249,2021-09-07,25,1392,26
250,2021-09-08,148,3787,148
251,2021-09-09,145,560,187
252,2021-09-10,160,1317,193
253,2021-09-11,40,135,47
254,2021-09-12,21,2400,32
255,2021-09-13,26,2522,28
256,2021-09-14,43,2261,146
257,2021-09-15,58,1723,58
258,2021-09-16,131,3656,161
259,2021-09-17,45,3211,177
260,2021-09-18,67,4373,150
261,2021-09-19,68,4732,199
262,2021-09-20,68,1921,76
263,2021-09-21,22,2320,38
264,2021-09-22,31,3066,159
265,2021-09-23,45,3169,166
266,2021-09-24,177,4532,190
267,2021-09-25,137,2707,168
268,2021-09-26,75,3756,112
269,2021-09-27,38,2647,38
270,2021-09-28,130,753,173
271,2021-09-29,25,213,37
272,2021-09-30,42,1461,53
273,2021-10-01,24,1701,65
274,2021-10-02,56,2317,83
275,2021-10-03,24,738,37
276,2021-10-04,48,1993,50
277,2021-10-05,31,4545,35
278,2021-10-06,58,2261,62
279,2021-10-07,28,4789,30
280,2021-10-08,22,951,22
281,2021-10-09,130,4988,184
282,2021-10-10,22,1574,27
283,2021-10-11,21,1473,30
284,2021-10-12,34,4410,41
285,2021-10-13,168,887,171
286,2021-10-14,61,3607,140
287,2021-10-15,116,1119,146
288,2021-10-16,77,2921,83
289,2021-10-17,132,3195,194
290,2021-10-18,26,2808,59
291,2021-10-19,52,1367,52
292,2021-10-20,22,4971,59
293,2021-10-21,35,815,61
294,2021-10-22,35,2979,41
295,2021-10-23,38,3634,55
296,2021-10-24,29,3716,67
297,2021-10-25,112,4963,173
298,2021-10-26,108,1858,137
299,2021-10-27,186,349,200
300,2021-10-28,43,4372,91
301,2021-10-29,41,3803,82
302,2021-10-30,56,4290,186
303,2021-10-31,20,3855,48
304,2021-11-01,26,1303,33
305,2021-11-02,20,1137,21
306,2021-11-03,43,3924,83
307,2021-11-04,102,1697,117
308,2021-11-05,25,3939,61
309,2021-11-06,48,4083,63
310,2021-11-07,27,2492,70
311,2021-11-08,53,1011,151
312,2021-11-09,91,1259,107
313,2021-11-10,44,135,57
314,2021-11-11,116,3218,116
315,2021-11-12,50,1520,65
316,2021-11-13,67,4926,200
317,2021-11-14,26,4212,79
318,2021-11-15,54,1207,200
319,2021-11-16,20,2256,56
320,2021-11-17,23,4296,69
321,2021-11-18,34,3586,154
322,2021-11-19,42,3407,145
323,2021-11-20,114,702,199
324,2021-11-21,51,982,86
325,2021-11-22,185,4746,192
326,2021-11-23,125,630,199
327,2021-11-24,55,1750,147
328,2021-11-25,46,4369,91
329,2021-11-26,49,1131,102
330,2021-11-27,62,261,148
331,2021-11-28,83,2389,132
332,2021-11-29,24,1830,43
333,2021-11-30,106,4779,191
334,2021-12-01,141,251,160
335,2021-12-02,51,4054,91
336,2021-12-03,37,4109,37
337,2021-12-04,32,586,73
338,2021-12-05,23,3450,26
339,2021-12-06,172,940,197
340,2021-12-07,74,3499,129
341,2021-12-08,179,4104,184
342,2021-12-09,30,1076,111
343,2021-12-10,77,951,182
344,2021-12-11,27,3522,39
345,2021-12-12,58,2709,146
346,2021-12-13,22,4468,153
347,2021-12-14,24,3634,71
348,2021-12-15,22,3428,25
349,2021-12-16,44,2905,95
350,2021-12-17,32,206,141
351,2021-12-18,29,2578,103
352,2021-12-19,36,4108,61
353,2021-12-20,66,253,70
354,2021-12-21,79,1574,158
355,2021-12-22,58,3943,197
356,2021-12-23,57,2208,77
357,2021-12-24,25,1950,54
358,2021-12-25,80,2616,85
359,2021-12-26,30,4082,45
360,2021-12-27,28,436,94
361,2021-12-28,53,3630,99
362,2021-12-29,130,3360,177
363,2021-12-30,28,1361,44
364,2021-12-31,122,1388,135
365,2022-01-01,21,1475,65
366,2022-01-02,62,2256,164
367,2022-01-03,181,2449,187
368,2022-01-04,129,2530,146
369,2022-01-05,55,3631,153
370,2022-01-06,111,4167,118
371,2022-01-07,53,4000,184
372,2022-01-08,133,2915,177
373,2022-01-09,20,3814,25
374,2022-01-10,35,3205,58
375,2022-01-11,20,2992,168
376,2022-01-12,77,2723,153
377,2022-01-13,20,51,32
378,2022-01-14,57,3728,197
379,2022-01-15,28,4101,66
380,2022-01-16,30,77,43
381,2022-01-17,20,4609,188
382,2022-01-18,47,2174,113
383,2022-01-19,99,2509,179
384,2022-01-20,137,1722,186
385,2022-01-21,20,2677,29
386,2022-01-22,49,3726,89
387,2022-01-23,64,350,104
388,2022-01-24,27,1496,98
389,2022-01-25,28,832,33
390,2022-01-26,111,1910,188
391,2022-01-27,190,443,195
392,2022-01-28,38,4551,132
393,2022-01-29,185,2639,190
394,2022-01-30,33,4681,38
395,2022-01-31,53,1163,150
396,2022-02-01,77,3428,130
397,2022-02-02,27,1019,124
398,2022-02-03,116,3003,123
399,2022-02-04,49,469,51
400,2022-02-05,53,1734,76
401,2022-02-06,93,1017,150
402,2022-02-07,113,4953,175
403,2022-02-08,66,2103,105
404,2022-02-09,53,989,84
405,2022-02-10,144,3289,149
406,2022-02-11,109,310,113
407,2022-02-12,39,4934,125
408,2022-02-13,31,2874,190
409,2022-02-14,25,4711,32
410,2022-02-15,83,4433,88
411,2022-02-16,88,2794,122
412,2022-02-17,21,641,39
413,2022-02-18,25,1347,83
414,2022-02-19,79,1638,200
415,2022-02-20,141,2780,156
416,2022-02-21,185,3628,192
417,2022-02-22,83,1303,120
418,2022-02-23,24,222,33
419,2022-02-24,34,1474,42
420,2022-02-25,60,4497,160
421,2022-02-26,126,3972,160
422,2022-02-27,104,4820,133
423,2022-02-28,40,3983,78
424,2022-03-01,25,469,31
425,2022-03-02,30,2524,68
426,2022-03-03,33,1336,82
427,2022-03-04,26,4317,28
428,2022-03-05,20,2397,23
429,2022-03-06,149,1443,180
430,2022-03-07,53,4732,81
431,2022-03-08,28,2078,54
432,2022-03-09,21,4795,25
433,2022-03-10,70,929,121
434,2022-03-11,30,2014,66
435,2022-03-12,28,2917,103
436,2022-03-13,106,4070,161
437,2022-03-14,179,1881,194
438,2022-03-15,53,3208,61
439,2022-03-16,116,3470,193
440,2022-03-17,60,3760,132
441,2022-03-18,149,655,170
442,2022-03-19,36,847,51
443,2022-03-20,21,935,58
444,2022-03-21,28,1266,189
445,2022-03-22,20,4236,48
446,2022-03-23,39,534,187
447,2022-03-24,21,1220,25
448,2022-03-25,40,631,164
449,2022-03-26,164,3714,176
450,2022-03-27,30,1994,48
451,2022-03-28,102,897,200
452,2022-03-29,137,4498,190
453,2022-03-30,38,4798,141
454,2022-03-31,38,2049,170
455,2022-04-01,37,1114,118
456,2022-04-02,46,1665,97
457,2022-04-03,112,2195,176
458,2022-04-04,41,1816,57
459,2022-04-05,52,661,106
460,2022-04-06,97,4903,120
461,2022-04-07,30,888,52
462,2022-04-08,42,817,85
463,2022-04-09,71,4875,153
464,2022-04-10,32,1443,102
465,2022-04-11,64,1716,86
466,2022-04-12,85,2237,105
467,2022-04-13,92,2192,92
468,2022-04-14,75,2535,159
469,2022-04-15,35,3595,36
470,2022-04-16,168,1795,184
471,2022-04-17,91,361,171
472,2022-04-18,87,2708,114
473,2022-04-19,37,4099,126
474,2022-04-20,85,1794,121
475,2022-04-21,32,2629,66
476,2022-04-22,111,1289,127
477,2022-04-23,23,2964,33
478,2022-04-24,21,637,60
479,2022-04-25,28,202,34
480,2022-04-26,25,4351,74
481,2022-04-27,25,4572,122
482,2022-04-28,95,3933,128
483,2022-04-29,126,4267,126
484,2022-04-30,44,3515,75
485,2022-05-01,32,809,112
486,2022-05-02,62,3639,83
487,2022-05-03,102,3333,128
488,2022-05-04,163,301,179
489,2022-05-05,74,2044,88
490,2022-05-06,53,1664,53
491,2022-05-07,131,1024,177
492,2022-05-08,68,4922,105
493,2022-05-09,60,4224,68
494,2022-05-10,137,4228,145
495,2022-05-11,151,854,177
496,2022-05-12,34,3580,40
497,2022-05-13,70,3246,76
498,2022-05-14,26,2593,26
499,2022-05-15,27,1649,29
500,2022-05-16,33,4579,136
501,2022-05-17,20,4475,46
502,2022-05-18,61,4244,187
503,2022-05-19,96,2548,166
504,2022-05-20,152,3955,155
505,2022-05-21,60,2311,85
506,2022-05-22,108,4678,136
507,2022-05-23,20,1810,20
508,2022-05-24,37,480,63
509,2022-05-25,141,1948,162
510,2022-05-26,43,4686,100
511,2022-05-27,61,1150,61
512,2022-05-28,64,2601,75
513,2022-05-29,153,2038,166
514,2022-05-30,97,2452,131
515,2022-05-31,42,3010,69
516,2022-06-01,105,4245,138
517,2022-06-02,166,4267,187
518,2022-06-03,36,2400,186
519,2022-06-04,23,1200,42
520,2022-06-05,49,2211,93
521,2022-06-06,22,3913,26
522,2022-06-07,90,1388,113
523,2022-06-08,48,2277,150
524,2022-06-09,37,2476,192
525,2022-06-10,20,1528,112
526,2022-06-11,21,4564,23
527,2022-06-12,68,1167,82
528,2022-06-13,34,2773,64
529,2022-06-14,54,598,56
530,2022-06-15,92,2684,95
531,2022-06-16,55,2289,103
532,2022-06-17,49,3895,58
533,2022-06-18,30,4584,181
534,2022-06-19,20,761,171
535,2022-06-20,23,3948,43
536,2022-06-21,26,1888,139
537,2022-06-22,40,2385,52
538,2022-06-23,34,4368,96
539,2022-06-24,39,175,68
540,2022-06-25,38,4727,191
541,2022-06-26,36,588,95
542,2022-06-27,139,1253,139
543,2022-06-28,46,4854,154
544,2022-06-29,30,2021,50
545,2022-06-30,67,2748,185
546,2022-07-01,86,550,104
547,2022-07-02,25,4152,29
548,2022-07-03,32,3312,32
549,2022-07-04,44,924,85
550,2022-07-05,68,4976,95
551,2022-07-06,65,2208,150
552,2022-07-07,24,772,38
553,2022-07-08,59,2514,175
554,2022-07-09,30,1844,43
555,2022-07-10,78,3513,96
556,2022-07-11,21,3471,25
557,2022-07-12,75,623,98
558,2022-07-13,72,3364,78
559,2022-07-14,51,2523,106
560,2022-07-15,29,3522,30
561,2022-07-16,116,3685,171
562,2022-07-17,20,4721,20
563,2022-07-18,94,498,104
564,2022-07-19,146,3242,171
565,2022-07-20,104,3793,125
566,2022-07-21,39,2461,64
567,2022-07-22,109,3786,184
568,2022-07-23,180,2828,192
569,2022-07-24,38,3506,114
570,2022-07-25,80,966,83
571,2022-07-26,40,3859,85
572,2022-07-27,111,4996,168
573,2022-07-28,53,4467,71
574,2022-07-29,84,1335,98
575,2022-07-30,26,280,141
576,2022-07-31,41,1971,65
577,2022-08-01,46,3566,57
578,2022-08-02,38,1285,90
579,2022-08-03,124,343,171
580,2022-08-04,24,1728,57
581,2022-08-05,102,2820,143
582,2022-08-06,24,3075,73
583,2022-08-07,26,1650,48
584,2022-08-08,32,961,111
585,2022-08-09,26,2913,74
586,2022-08-10,34,1630,41
587,2022-08-11,26,4331,114
588,2022-08-12,119,816,187
589,2022-08-13,129,3431,137
590,2022-08-14,47,4613,57
591,2022-08-15,24,3257,170
592,2022-08-16,150,537,196
593,2022-08-17,85,4608,197
594,2022-08-18,70,3778,91
595,2022-08-19,70,3570,171
596,2022-08-20,32,1461,78
597,2022-08-21,40,4683,49
598,2022-08-22,24,3159,29
599,2022-08-23,140,1965,184
600,2022-08-24,64,3338,153
601,2022-08-25,173,1824,184
602,2022-08-26,22,4526,30
603,2022-08-27,159,1010,164
604,2022-08-28,63,2894,140
605,2022-08-29,61,4170,65
606,2022-08-30,89,3547,121
607,2022-08-31,20,1375,28
608,2022-09-01,190,4848,190
609,2022-09-02,108,1318,156
610,2022-09-03,147,3770,147
611,2022-09-04,81,3942,131
612,2022-09-05,124,705,150
613,2022-09-06,113,2948,127
614,2022-09-07,35,4267,78
615,2022-09-08,34,1246,37
616,2022-09-09,68,2934,162
617,2022-09-10,47,4779,187
618,2022-09-11,24,193,27
619,2022-09-12,124,4336,149
620,2022-09-13,129,4180,200
621,2022-09-14,75,3695,149
622,2022-09-15,75,1884,78
623,2022-09-16,38,1510,138
624,2022-09-17,22,365,25
625,2022-09-18,29,4842,34
626,2022-09-19,139,1522,143
627,2022-09-20,123,3923,150
628,2022-09-21,54,2801,117
629,2022-09-22,114,4514,146
630,2022-09-23,76,4936,169
631,2022-09-24,28,2888,42
632,2022-09-25,32,3329,48
633,2022-09-26,62,2483,85
634,2022-09-27,92,4135,112
635,2022-09-28,38,3799,41
636,2022-09-29,131,804,152
637,2022-09-30,145,4888,145
638,2022-10-01,38,451,44
639,2022-10-02,77,3531,104
640,2022-10-03,27,2809,36
641,2022-10-04,136,1109,185
642,2022-10-05,137,2911,166
643,2022-10-06,51,3141,194
644,2022-10-07,85,510,122
645,2022-10-08,59,1203,129
646,2022-10-09,20,1905,26
647,2022-10-10,23,406,112
648,2022-10-11,23,2611,115
649,2022-10-12,39,4139,78
650,2022-10-13,33,3323,142
651,2022-10-14,184,1534,196
652,2022-10-15,80,4800,111
653,2022-10-16,89,969,178
654,2022-10-17,74,2989,126
655,2022-10-18,126,543,179
656,2022-10-19,33,568,61
657,2022-10-20,62,1606,163
658,2022-10-21,43,3853,191
659,2022-10-22,23,946,29
660,2022-10-23,126,4296,138
661,2022-10-24,46,4096,64
662,2022-10-25,73,2311,76
663,2022-10-26,57,971,92
664,2022-10-27,46,4905,90
665,2022-10-28,72,4134,175
666,2022-10-29,65,3551,65
667,2022-10-30,95,3745,149
668,2022-10-31,70,2340,198
669,2022-11-01,62,3156,70
670,2022-11-02,24,251,129
671,2022-11-03,164,3786,189
672,2022-11-04,54,2690,130
673,2022-11-05,100,1552,119
674,2022-11-06,179,2787,184
675,2022-11-07,49,1481,134
676,2022-11-08,20,2041,23
677,2022-11-09,118,4820,176
678,2022-11-10,31,4857,43
679,2022-11-11,62,3328,108
680,2022-11-12,55,644,71
681,2022-11-13,79,4326,167
682,2022-11-14,116,3311,122
683,2022-11-15,101,4764,104
684,2022-11-16,59,1375,119
685,2022-11-17,38,4326,42
686,2022-11-18,26,3907,31
687,2022-11-19,27,2589,47
688,2022-11-20,39,3697,94
689,2022-11-21,103,3245,156
690,2022-11-22,41,3064,199
691,2022-11-23,141,2022,193
692,2022-11-24,158,3498,176
693,2022-11-25,56,4892,123
694,2022-11-26,88,1907,181
695,2022-11-27,173,1294,186
696,2022-11-28,29,3140,36
697,2022-11-29,33,1236,126
698,2022-11-30,157,3011,171
699,2022-12-01,106,3722,140
700,2022-12-02,60,4652,163
701,2022-12-03,68,3117,88
702,2022-12-04,24,4464,65
703,2022-12-05,54,3709,54
704,2022-12-06,24,81,52
705,2022-12-07,22,1369,23
706,2022-12-08,95,2301,160
707,2022-12-09,30,4698,56
708,2022-12-10,63,1855,140
709,2022-12-11,105,1132,146
710,2022-12-12,56,2290,179
711,2022-12-13,51,2818,69
712,2022-12-14,25,1620,79
713,2022-12-15,37,3125,125
714,2022-12-16,166,4936,170
715,2022-12-17,97,1784,146
716,2022-12-18,64,2681,80
717,2022-12-19,37,2488,38
718,2022-12-20,71,1753,93
719,2022-12-21,32,490,37
720,2022-12-22,69,2213,165
721,2022-12-23,44,4404,129
722,2022-12-24,31,3533,89
723,2022-12-25,40,467,80
724,2022-12-26,54,4996,72
725,2022-12-27,48,1961,155
726,2022-12-28,90,3756,127
727,2022-12-29,68,486,69
728,2022-12-30,21,1216,32
729,2022-12-31,42,1994,70
730,2023-01-01,34,959,54
