,date,minimum,maximum,average
80,2021-03-22,60,3989,135
81,2021-03-23,109,2988,110
82,2021-03-24,103,1588,180
83,2021-03-25,113,487,157
84,2021-03-26,35,594,101
85,2021-03-27,20,3224,48
86,2021-03-28,90,692,196
87,2021-03-29,23,515,32
88,2021-03-30,20,693,28
89,2021-03-31,40,4690,125
90,2021-04-01,25,3926,52
91,2021-04-02,150,1681,179
92,2021-04-03,33,1759,74
93,2021-04-04,23,2182,53
94,2021-04-05,73,4485,116
95,2021-04-06,116,4806,176
96,2021-04-07,22,2555,82
97,2021-04-08,51,651,81
98,2021-04-09,40,1865,40
99,2021-04-10,35,3001,140
100,2021-04-11,29,924,55
101,2021-04-12,61,1497,188
102,2021-04-13,151,712,188
103,2021-04-14,30,4937,31
104,2021-04-15,56,1320,65
105,2021-04-16,96,1325,103
106,2021-04-17,41,1915,129
107,2021-04-18,35,938,42
108,2021-04-19,22,1993,46
109,2021-04-20,78,3595,85
110,2021-04-21,20,1077,33
111,2021-04-22,79,986,86
112,2021-04-23,97,1865,134
113,2021-04-24,50,91,63
114,2021-04-25,95,3097,137
115,2021-04-26,99,4779,161
116,2021-04-27,89,3056,135
117,2021-04-28,77,496,146
118,2021-04-29,21,3090,150
119,2021-04-30,35,4059,37
120,2021-05-01,25,3178,73
121,2021-05-02,158,1187,189
122,2021-05-03,109,3478,165
123,2021-05-04,135,1405,192
124,2021-05-05,87,230,90
125,2021-05-06,49,4094,166
126,2021-05-07,29,3290,115
127,2021-05-08,119,746,160
128,2021-05-09,43,4520,45
129,2021-05-10,24,2579,64
130,2021-05-11,32,2962,42
131,2021-05-12,23,178,25
132,2021-05-13,116,4200,191
133,2021-05-14,30,1057,168
134,2021-05-15,90,2840,107
135,2021-05-16,48,1676,55
136,2021-05-17,30,2841,182
137,2021-05-18,39,3151,89
138,2021-05-19,57,4705,81
139,2021-05-20,149,3907,189
140,2021-05-21,44,2181,61
141,2021-05-22,98,280,192
142,2021-05-23,44,3629,131
143,2021-05-24,34,3730,41
144,2021-05-25,35,3846,43
145,2021-05-26,62,4748,127
146,2021-05-27,99,4089,151
147,2021-05-28,57,722,112
148,2021-05-29,88,2361,126
149,2021-05-30,66,1028,106
150,2021-05-31,58,1627,97
151,2021-06-01,26,2561,36
152,2021-06-02,116,1580,196
153,2021-06-03,80,1679,133
154,2021-06-04,138,1056,154
155,2021-06-05,153,3536,179
156,2021-06-06,87,4347,107
157,2021-06-07,87,4359,94
158,2021-06-08,122,1954,130
159,2021-06-09,78,3809,176
160,2021-06-10,64,808,97
161,2021-06-11,35,881,171
162,2021-06-12,99,4274,136
163,2021-06-13,65,3558,200
164,2021-06-14,47,1308,79
165,2021-06-15,90,1213,119
166,2021-06-16,71,4465,71
167,2021-06-17,28,1649,30
168,2021-06-18,24,2864,40
169,2021-06-19,104,254,114
170,2021-06-20,62,4686,82
171,2021-06-21,29,3109,41
172,2021-06-22,40,3100,45
173,2021-06-23,56,2969,98
174,2021-06-24,35,1701,42
175,2021-06-25,42,4954,177
176,2021-06-26,180,1589,182
177,2021-06-27,45,4739,117
178,2021-06-28,23,3450,99
179,2021-06-29,129,1762,131
180,2021-06-30,121,2683,186
181,2021-07-01,187,625,194
182,2021-07-02,65,1629,73
183,2021-07-03,30,2552,165
184,2021-07-04,50,1068,64
185,2021-07-05,76,2637,88
186,2021-07-06,20,205,98
187,2021-07-07,99,772,161
188,2021-07-08,71,2590,197
189,2021-07-09,84,4645,194
190,2021-07-10,59,4838,83
191,2021-07-11,28,1224,44
192,2021-07-12,130,3212,164
193,2021-07-13,160,3175,199
194,2021-07-14,154,2835,193
195,2021-07-15,26,4864,27
196,2021-07-16,50,3537,185
197,2021-07-17,37,4310,44
198,2021-07-18,86,3422,107
199,2021-07-19,25,325,56
200,2021-07-20,73,3323,82
201,2021-07-21,53,2575,59
202,2021-07-22,26,2628,114
203,2021-07-23,54,3529,176
204,2021-07-24,132,2564,168
205,2021-07-25,182,687,189
206,2021-07-26,100,3051,140
207,2021-07-27,22,3913,25
208,2021-07-28,97,1997,143
209,2021-07-29,34,2720,45
210,2021-07-30,109,3129,135
211,2021-07-31,79,2123,88
212,2021-08-01,20,2198,23
213,2021-08-02,33,4583,67
214,2021-08-03,123,1590,195
215,2021-08-04,75,4954,85
216,2021-08-05,40,2783,140
217,2021-08-06,70,1846,132
218,2021-08-07,33,3073,49
219,2021-08-08,44,2644,77
220,2021-08-09,120,1247,160
221,2021-08-10,76,2087,126
222,2021-08-11,45,606,76
223,2021-08-12,46,4218,192
224,2021-08-13,40,181,117
225,2021-08-14,58,4025,74
226,2021-08-15,54,2333,198
227,2021-08-16,66,2082,70
228,2021-08-17,24,2051,86
229,2021-08-18,76,3149,90
230,2021-08-19,112,960,122
231,2021-08-20,75,4257,84
232,2021-08-21,28,1559,39
233,2021-08-22,29,740,107
234,2021-08-23,81,4801,104
235,2021-08-24,78,2908,103
236,2021-08-25,96,322,160
237,2021-08-26,82,336,162
238,2021-08-27,30,886,61
239,2021-08-28,55,702,117
240,2021-08-29,25,3127,176
241,2021-08-30,42,2589,53
242,2021-08-31,52,4722,175
243,2021-09-01,156,2378,196
244,2021-09-02,147,2361,157
245,2021-09-03,38,1930,93
246,2021-09-04,46,2419,198
247,2021-09-05,29,2100,77
248,2021-09-06,46,820,74
249,2021-09-07,120,3502,132
250,2021-09-08,51,170,131
251,2021-09-09,42,2766,105
252,2021-09-10,21,4997,49
253,2021-09-11,24,3202,48
254,2021-09-12,120,4852,171
255,2021-09-13,54,489,132
256,2021-09-14,142,3024,183
257,2021-09-15,196,4684,199
258,2021-09-16,63,2809,64
259,2021-09-17,98,837,189
260,2021-09-18,144,2905,175
261,2021-09-19,127,2745,140
262,2021-09-20,65,1345,92
263,2021-09-21,71,141,116
264,2021-09-22,24,2825,25
265,2021-09-23,39,2533,45
266,2021-09-24,70,3443,105
267,2021-09-25,49,4781,119
268,2021-09-26,54,4087,79
269,2021-09-27,130,3810,193
270,2021-09-28,111,3363,175
271,2021-09-29,106,4563,168
272,2021-09-30,23,357,46
273,2021-10-01,32,1976,74
274,2021-10-02,34,1015,104
275,2021-10-03,92,4457,122
276,2021-10-04,87,2642,139
277,2021-10-05,47,2918,97
278,2021-10-06,105,4185,119
279,2021-10-07,21,2078,28
280,2021-10-08,120,919,152
281,2021-10-09,151,3433,156
282,2021-10-10,35,1134,46
283,2021-10-11,26,4412,34
284,2021-10-12,97,3893,101
285,2021-10-13,169,4996,192
286,2021-10-14,26,2999,37
287,2021-10-15,27,3417,110
288,2021-10-16,60,74,64
289,2021-10-17,164,1548,170
290,2021-10-18,74,533,111
291,2021-10-19,101,2664,130
292,2021-10-20,27,3946,157
293,2021-10-21,77,3053,99
294,2021-10-22,58,2081,73
295,2021-10-23,65,3977,96
296,2021-10-24,30,640,40
297,2021-10-25,39,1728,126
298,2021-10-26,50,1201,68
299,2021-10-27,26,4309,41
300,2021-10-28,135,3899,172
301,2021-10-29,73,1751,165
302,2021-10-30,55,546,67
303,2021-10-31,123,3061,196
304,2021-11-01,123,3860,170
305,2021-11-02,115,2663,164
306,2021-11-03,57,901,65
307,2021-11-04,121,2531,150
308,2021-11-05,32,2969,140
309,2021-11-06,62,4701,62
310,2021-11-07,117,3755,150
311,2021-11-08,70,293,96
312,2021-11-09,155,4869,176
313,2021-11-10,155,2290,157
314,2021-11-11,52,1460,162
315,2021-11-12,69,3903,101
316,2021-11-13,66,1351,144
317,2021-11-14,22,3559,111
318,2021-11-15,25,4231,31
319,2021-11-16,46,403,47
320,2021-11-17,67,2237,182
321,2021-11-18,111,1763,195
322,2021-11-19,148,615,171
323,2021-11-20,63,4503,77
324,2021-11-21,105,4134,109
325,2021-11-22,71,2487,155
326,2021-11-23,21,3304,160
327,2021-11-24,67,2648,152
328,2021-11-25,36,1439,68
329,2021-11-26,109,2914,165
330,2021-11-27,82,1995,117
331,2021-11-28,55,3625,137
332,2021-11-29,53,2438,94
333,2021-11-30,60,600,91
334,2021-12-01,89,1447,98
335,2021-12-02,86,1770,160
336,2021-12-03,50,2775,151
337,2021-12-04,29,3922,98
338,2021-12-05,20,3624,190
339,2021-12-06,64,4041,111
340,2021-12-07,23,3396,52
341,2021-12-08,90,2284,168
342,2021-12-09,122,2186,187
343,2021-12-10,43,614,48
344,2021-12-11,30,223,36
345,2021-12-12,150,4022,154
346,2021-12-13,21,2595,177
347,2021-12-14,39,520,42
348,2021-12-15,61,418,120
349,2021-12-16,67,1457,67
350,2021-12-17,192,3651,194
351,2021-12-18,148,1835,180
352,2021-12-19,78,1146,196
353,2021-12-20,22,4013,104
354,2021-12-21,26,2778,28
355,2021-12-22,32,1671,50
356,2021-12-23,37,3285,149
357,2021-12-24,80,3115,97
358,2021-12-25,21,4942,24
359,2021-12-26,49,3015,81
360,2021-12-27,28,675,72
361,2021-12-28,156,3135,198
362,2021-12-29,59,3898,99
363,2021-12-30,126,1580,162
364,2021-12-31,52,2163,71
365,2022-01-01,78,2283,90
366,2022-01-02,180,1661,188
367,2022-01-03,132,2204,150
368,2022-01-04,20,1228,138
369,2022-01-05,34,2096,57
370,2022-01-06,40,4188,175
371,2022-01-07,123,541,140
372,2022-01-08,47,448,196
373,2022-01-09,25,2469,34
374,2022-01-10,48,2484,190
375,2022-01-11,71,555,104
376,2022-01-12,20,3331,49
377,2022-01-13,55,3094,73
378,2022-01-14,26,550,50
379,2022-01-15,57,4783,144
380,2022-01-16,38,3423,67
381,2022-01-17,27,60,41
382,2022-01-18,122,4118,189
383,2022-01-19,95,1846,123
384,2022-01-20,89,2106,96
385,2022-01-21,39,4178,51
386,2022-01-22,170,1810,177
387,2022-01-23,43,928,83
388,2022-01-24,113,1921,151
389,2022-01-25,39,2873,198
390,2022-01-26,132,4973,178
391,2022-01-27,55,1668,89
392,2022-01-28,24,2292,99
393,2022-01-29,20,4039,20
394,2022-01-30,32,1578,52
395,2022-01-31,37,2123,77
396,2022-02-01,148,2194,185
397,2022-02-02,44,3215,171
398,2022-02-03,166,4922,199
399,2022-02-04,41,798,47
400,2022-02-05,41,3596,49
401,2022-02-06,28,408,60
402,2022-02-07,43,3879,106
403,2022-02-08,95,4697,177
404,2022-02-09,49,4506,72
405,2022-02-10,88,3680,167
406,2022-02-11,20,1785,74
407,2022-02-12,120,1601,168
408,2022-02-13,24,1303,60
409,2022-02-14,43,3729,179
410,2022-02-15,50,3130,179
411,2022-02-16,105,4329,198
412,2022-02-17,42,1771,72
413,2022-02-18,85,4250,127
414,2022-02-19,23,814,131
415,2022-02-20,97,1223,98
416,2022-02-21,150,1503,195
417,2022-02-22,50,4026,52
418,2022-02-23,87,4278,106
419,2022-02-24,25,2735,77
420,2022-02-25,26,1652,68
421,2022-02-26,62,4508,76
422,2022-02-27,48,3686,86
423,2022-02-28,59,4489,100
424,2022-03-01,74,3994,97
425,2022-03-02,22,4324,59
426,2022-03-03,34,4179,110
427,2022-03-04,61,3648,96
428,2022-03-05,21,2084,36
429,2022-03-06,46,4465,66
430,2022-03-07,159,2946,163
431,2022-03-08,100,2327,152
432,2022-03-09,36,3428,77
433,2022-03-10,37,4357,44
434,2022-03-11,33,355,36
435,2022-03-12,140,4151,184
436,2022-03-13,37,1884,83
437,2022-03-14,46,1282,49
438,2022-03-15,74,3252,116
439,2022-03-16,96,479,182
440,2022-03-17,46,1789,195
441,2022-03-18,22,2866,102
442,2022-03-19,48,4603,149
443,2022-03-20,119,379,165
444,2022-03-21,36,2607,56
445,2022-03-22,25,4324,68
446,2022-03-23,24,2289,146
447,2022-03-24,84,1077,110
448,2022-03-25,22,883,24
449,2022-03-26,23,2662,31
450,2022-03-27,65,2616,109
451,2022-03-28,34,217,48
452,2022-03-29,56,4913,76
453,2022-03-30,140,4340,140
454,2022-03-31,20,921,33
455,2022-04-01,58,378,84
456,2022-04-02,27,2008,100
457,2022-04-03,86,1882,130
458,2022-04-04,195,439,195
459,2022-04-05,71,2807,153
460,2022-04-06,80,3362,111
461,2022-04-07,101,4975,187
462,2022-04-08,119,2978,129
463,2022-04-09,21,4325,100
464,2022-04-10,50,2260,142
465,2022-04-11,30,3132,30
466,2022-04-12,23,74,30
467,2022-04-13,53,1371,53
468,2022-04-14,80,2115,120
469,2022-04-15,115,1425,121
470,2022-04-16,24,4274,30
471,2022-04-17,45,4930,50
472,2022-04-18,54,3068,67
473,2022-04-19,63,2425,114
474,2022-04-20,126,4266,176
475,2022-04-21,59,2718,64
476,2022-04-22,110,713,117
477,2022-04-23,116,1636,137
478,2022-04-24,77,847,131
479,2022-04-25,21,3397,29
480,2022-04-26,136,4497,147
481,2022-04-27,56,3189,63
482,2022-04-28,74,2263,113
483,2022-04-29,28,2149,61
484,2022-04-30,68,755,91
485,2022-05-01,31,1588,41
486,2022-05-02,79,565,178
487,2022-05-03,153,2624,177
488,2022-05-04,57,570,77
489,2022-05-05,56,3640,56
490,2022-05-06,49,1340,169
491,2022-05-07,63,581,66
492,2022-05-08,93,1462,106
493,2022-05-09,129,2876,134
494,2022-05-10,89,3780,170
495,2022-05-11,20,687,25
496,2022-05-12,164,694,195
497,2022-05-13,23,1668,169
498,2022-05-14,20,560,43
499,2022-05-15,20,2983,20
500,2022-05-16,37,1967,107
501,2022-05-17,191,4640,199
502,2022-05-18,21,1439,21
503,2022-05-19,45,3961,102
504,2022-05-20,40,664,67
505,2022-05-21,26,4541,43
506,2022-05-22,39,1389,98
507,2022-05-23,29,4494,29
508,2022-05-24,122,472,149
509,2022-05-25,39,3043,40
510,2022-05-26,53,1547,82
511,2022-05-27,102,4705,151
512,2022-05-28,41,2737,56
513,2022-05-29,23,2131,92
514,2022-05-30,48,2784,48
515,2022-05-31,77,3535,192
516,2022-06-01,105,494,176
517,2022-06-02,76,692,97
518,2022-06-03,57,4097,83
519,2022-06-04,39,2633,105
520,2022-06-05,35,2532,43
521,2022-06-06,157,1969,189
522,2022-06-07,31,3623,120
523,2022-06-08,53,348,102
524,2022-06-09,146,4545,155
525,2022-06-10,59,4229,108
526,2022-06-11,72,2560,99
527,2022-06-12,31,2431,48
528,2022-06-13,21,2870,40
529,2022-06-14,90,1141,124
530,2022-06-15,143,828,167
531,2022-06-16,132,971,141
532,2022-06-17,28,3740,57
533,2022-06-18,29,342,34
534,2022-06-19,93,4272,149
535,2022-06-20,42,1627,142
536,2022-06-21,145,1511,162
537,2022-06-22,54,1393,54
538,2022-06-23,20,3602,31
539,2022-06-24,22,719,38
540,2022-06-25,21,2869,41
541,2022-06-26,68,3035,95
542,2022-06-27,92,2405,193
543,2022-06-28,25,1402,44
544,2022-06-29,66,1959,117
545,2022-06-30,73,1033,133
546,2022-07-01,128,1315,145
547,2022-07-02,83,1171,104
548,2022-07-03,46,983,106
549,2022-07-04,23,2943,117
550,2022-07-05,31,4278,62
551,2022-07-06,43,217,100
552,2022-07-07,22,4881,24
553,2022-07-08,38,4643,42
554,2022-07-09,23,138,103
555,2022-07-10,22,3699,52
556,2022-07-11,21,3262,156
557,2022-07-12,127,3766,135
558,2022-07-13,138,2609,190
559,2022-07-14,61,3957,64
560,2022-07-15,80,1484,150
561,2022-07-16,167,4834,200
562,2022-07-17,65,98,93
563,2022-07-18,42,2526,93
564,2022-07-19,42,4449,138
565,2022-07-20,89,3782,90
566,2022-07-21,87,815,99
567,2022-07-22,114,2470,154
568,2022-07-23,140,182,154
569,2022-07-24,98,2636,151
570,2022-07-25,22,3091,56
571,2022-07-26,132,1115,199
572,2022-07-27,59,3552,195
573,2022-07-28,187,875,191
574,2022-07-29,100,458,125
575,2022-07-30,128,4969,191
576,2022-07-31,105,2223,127
577,2022-08-01,101,1938,115
578,2022-08-02,132,519,178
579,2022-08-03,75,1468,156
580,2022-08-04,43,2592,74
581,2022-08-05,113,1880,179
582,2022-08-06,29,2360,132
583,2022-08-07,42,4318,115
584,2022-08-08,50,266,85
585,2022-08-09,20,2058,23
586,2022-08-10,82,4694,106
587,2022-08-11,21,4949,24
588,2022-08-12,51,3626,74
589,2022-08-13,103,1445,123
590,2022-08-14,21,2328,82
591,2022-08-15,120,850,131
592,2022-08-16,24,327,115
593,2022-08-17,114,4933,165
594,2022-08-18,21,2820,118
595,2022-08-19,72,869,82
596,2022-08-20,51,2753,55
597,2022-08-21,64,3686,136
598,2022-08-22,32,4396,188
599,2022-08-23,32,4401,43
600,2022-08-24,94,2828,177
601,2022-08-25,67,1263,149
602,2022-08-26,50,3555,53
603,2022-08-27,37,4833,42
604,2022-08-28,37,2974,191
605,2022-08-29,23,4662,51
606,2022-08-30,60,1188,136
607,2022-08-31,125,1631,182
608,2022-09-01,27,2736,135
609,2022-09-02,62,3721,167
610,2022-09-03,98,2521,179
611,2022-09-04,80,2147,89
612,2022-09-05,54,692,194
613,2022-09-06,28,2866,40
614,2022-09-07,50,316,53
615,2022-09-08,95,2732,188
616,2022-09-09,35,2858,38
617,2022-09-10,98,593,155
618,2022-09-11,55,3786,69
619,2022-09-12,36,418,162
620,2022-09-13,140,4639,193
621,2022-09-14,92,1931,192
622,2022-09-15,28,4815,137
623,2022-09-16,124,2386,146
624,2022-09-17,38,1365,102
625,2022-09-18,31,3330,67
626,2022-09-19,95,1441,144
627,2022-09-20,120,1280,185
628,2022-09-21,24,2461,52
629,2022-09-22,63,4244,115
630,2022-09-23,56,3047,84
631,2022-09-24,120,2645,122
632,2022-09-25,156,3705,163
633,2022-09-26,20,2620,21
634,2022-09-27,43,1715,168
635,2022-09-28,20,3517,20
636,2022-09-29,74,2942,119
637,2022-09-30,160,2504,170
638,2022-10-01,64,3234,186
639,2022-10-02,54,3523,66
640,2022-10-03,27,4994,27
641,2022-10-04,42,2294,46
642,2022-10-05,101,3762,157
643,2022-10-06,42,1930,43
644,2022-10-07,90,1113,136
645,2022-10-08,114,2789,195
646,2022-10-09,21,140,52
647,2022-10-10,52,3602,61
648,2022-10-11,23,2086,38
649,2022-10-12,192,2342,200
650,2022-10-13,21,325,40
651,2022-10-14,44,4230,72
652,2022-10-15,84,2458,172
653,2022-10-16,55,4839,61
654,2022-10-17,50,4802,133
655,2022-10-18,88,2591,91
656,2022-10-19,24,3669,28
657,2022-10-20,95,2818,98
658,2022-10-21,27,4405,31
659,2022-10-22,125,3875,153
660,2022-10-23,25,1400,100
661,2022-10-24,62,1512,177
662,2022-10-25,108,677,174
663,2022-10-26,102,4380,110
664,2022-10-27,61,2192,163
665,2022-10-28,68,683,178
666,2022-10-29,185,809,193
667,2022-10-30,93,4927,141
668,2022-10-31,80,2037,161
669,2022-11-01,80,751,91
670,2022-11-02,50,1538,85
671,2022-11-03,147,2591,150
672,2022-11-04,44,3785,47
673,2022-11-05,57,1060,71
674,2022-11-06,181,1348,196
675,2022-11-07,147,492,155
676,2022-11-08,85,4082,135
677,2022-11-09,23,4086,34
678,2022-11-10,31,1994,42
679,2022-11-11,128,4929,187
680,2022-11-12,39,2754,42
681,2022-11-13,21,1350,21
682,2022-11-14,50,2513,81
683,2022-11-15,55,1743,65
684,2022-11-16,29,3256,30
685,2022-11-17,33,1648,35
686,2022-11-18,56,2551,127
687,2022-11-19,49,1616,196
688,2022-11-20,45,2682,103
689,2022-11-21,24,1533,90
690,2022-11-22,113,2954,158
691,2022-11-23,62,1076,105
692,2022-11-24,92,4265,128
693,2022-11-25,25,3319,122
694,2022-11-26,151,2443,194
695,2022-11-27,91,3997,178
696,2022-11-28,101,2703,109
697,2022-11-29,74,4026,109
698,2022-11-30,39,752,178
699,2022-12-01,20,558,20
700,2022-12-02,35,4084,96
701,2022-12-03,132,1576,169
702,2022-12-04,26,532,109
703,2022-12-05,62,3670,139
704,2022-12-06,22,2484,43
705,2022-12-07,35,1063,43
706,2022-12-08,86,829,168
707,2022-12-09,21,2580,23
708,2022-12-10,22,3421,59
709,2022-12-11,103,2527,193
710,2022-12-12,147,4217,177
711,2022-12-13,56,4875,97
712,2022-12-14,107,3689,125
713,2022-12-15,48,4065,127
714,2022-12-16,26,2585,183
715,2022-12-17,55,1400,68
716,2022-12-18,74,1675,78
717,2022-12-19,97,837,97
718,2022-12-20,50,4398,155
719,2022-12-21,34,3504,43
720,2022-12-22,64,3678,179
721,2022-12-23,24,3390,116
722,2022-12-24,33,656,39
723,2022-12-25,22,4650,41
724,2022-12-26,43,609,126
725,2022-12-27,20,2885,189
726,2022-12-28,131,3143,159
727,2022-12-29,41,381,53
728,2022-12-30,22,1896,36
729,2022-12-31,55,1105,133
730,2023-01-01,24,1099,97
