,date,total,successful,failed
147,2021-05-28,2415,2317,98
148,2021-05-29,39657,37408,2249
149,2021-05-30,19279,19202,77
150,2021-05-31,29700,28028,1672
151,2021-06-01,238,232,6
152,2021-06-02,5838,5706,132
153,2021-06-03,38675,35390,3285
154,2021-06-04,24941,24717,224
155,2021-06-05,40320,37901,2419
156,2021-06-06,28896,27261,1635
157,2021-06-07,2507,2298,209
158,2021-06-08,38139,37069,1070
159,2021-06-09,6162,5939,223
160,2021-06-10,34,33,1
161,2021-06-11,15322,14590,732
162,2021-06-12,36421,34094,2327
163,2021-06-13,2033,2023,10
164,2021-06-14,14167,13906,261
165,2021-06-15,36388,34163,2225
166,2021-06-16,14962,14473,489
167,2021-06-17,16259,14709,1550
168,2021-06-18,19792,18800,992
169,2021-06-19,34099,31442,2657
170,2021-06-20,36643,36295,348
171,2021-06-21,49959,45447,4512
172,2021-06-22,49324,46861,2463
173,2021-06-23,8550,7711,839
174,2021-06-24,702,668,34
175,2021-06-25,37358,34456,2902
176,2021-06-26,3486,3276,210
177,2021-06-27,42887,41015,1872
178,2021-06-28,33805,30777,3028
179,2021-06-29,43422,43031,391
180,2021-06-30,9601,9105,496
181,2021-07-01,35525,32560,2965
182,2021-07-02,26922,24440,2482
183,2021-07-03,32496,29300,3196
184,2021-07-04,49058,44974,4084
185,2021-07-05,41788,38853,2935
186,2021-07-06,47781,45096,2685
187,2021-07-07,38828,35625,3203
188,2021-07-08,24509,24304,205
189,2021-07-09,20565,20112,453
190,2021-07-10,13781,12460,1321
191,2021-07-11,21401,19283,2118
192,2021-07-12,42495,42357,138
193,2021-07-13,30917,30183,734
194,2021-07-14,20030,19507,523
195,2021-07-15,39023,38596,427
196,2021-07-16,7415,6982,433
197,2021-07-17,17695,16859,836
198,2021-07-18,4130,3766,364
199,2021-07-19,15323,14567,756
200,2021-07-20,27971,26246,1725
201,2021-07-21,43940,41805,2135
202,2021-07-22,22433,22105,328
203,2021-07-23,22962,21177,1785
204,2021-07-24,25388,23412,1976
205,2021-07-25,13486,13374,112
206,2021-07-26,20089,18209,1880
207,2021-07-27,31121,28851,2270
208,2021-07-28,28125,26222,1903
209,2021-07-29,22740,21148,1592
210,2021-07-30,35884,35252,632
211,2021-07-31,28019,27435,584
212,2021-08-01,25541,24841,700
213,2021-08-02,3471,3199,272
214,2021-08-03,43239,41824,1415
215,2021-08-04,6709,6446,263
216,2021-08-05,7642,7022,620
217,2021-08-06,43426,39804,3622
218,2021-08-07,26846,25305,1541
219,2021-08-08,41539,37730,3809
220,2021-08-09,25622,23380,2242
221,2021-08-10,34592,34420,172
222,2021-08-11,48967,47141,1826
223,2021-08-12,26041,24966,1075
224,2021-08-13,4170,4017,153
225,2021-08-14,12133,11820,313
226,2021-08-15,17278,17012,266
227,2021-08-16,12334,11884,450
228,2021-08-17,39321,39248,73
229,2021-08-18,18197,17165,1032
230,2021-08-19,33801,32405,1396
231,2021-08-20,44412,43246,1166
232,2021-08-21,13367,13150,217
233,2021-08-22,14740,14590,150
234,2021-08-23,8567,7871,696
235,2021-08-24,26083,24999,1084
236,2021-08-25,12305,11565,740
237,2021-08-26,19222,18500,722
238,2021-08-27,7937,7281,656
239,2021-08-28,2929,2912,17
240,2021-08-29,46812,42162,4650
241,2021-08-30,16659,15684,975
242,2021-08-31,6792,6166,626
243,2021-09-01,46295,45708,587
244,2021-09-02,18795,18276,519
245,2021-09-03,25185,25075,110
246,2021-09-04,47687,44134,3553
247,2021-09-05,25136,25110,26
248,2021-09-06,19040,18103,937
249,2021-09-07,20648,18847,1801
250,2021-09-08,46194,44742,1452
251,2021-09-09,49737,46032,3705
252,2021-09-10,5258,5156,102
253,2021-09-11,49791,47622,2169
254,2021-09-12,310,281,29
255,2021-09-13,23653,21784,1869
256,2021-09-14,45291,43326,1965
257,2021-09-15,48918,45233,3685
258,2021-09-16,43755,43476,279
259,2021-09-17,44312,42056,2256
260,2021-09-18,40612,40338,274
261,2021-09-19,22714,20622,2092
262,2021-09-20,17032,15954,1078
263,2021-09-21,29171,28438,733
264,2021-09-22,13736,13327,409
265,2021-09-23,20204,19130,1074
266,2021-09-24,24056,22686,1370
267,2021-09-25,38322,37403,919
268,2021-09-26,18956,17375,1581
269,2021-09-27,44828,42814,2014
270,2021-09-28,13357,12318,1039
271,2021-09-29,10624,10590,34
272,2021-09-30,6368,5943,425
273,2021-10-01,37804,35407,2397
274,2021-10-02,29996,28793,1203
275,2021-10-03,5614,5267,347
276,2021-10-04,25980,25442,538
277,2021-10-05,25597,25585,12
278,2021-10-06,38412,36581,1831
279,2021-10-07,32816,32756,60
280,2021-10-08,6445,5885,560
281,2021-10-09,6172,5747,425
282,2021-10-10,9698,9420,278
283,2021-10-11,9980,9701,279
284,2021-10-12,39724,38782,942
285,2021-10-13,34390,33879,511
286,2021-10-14,21999,20383,1616
287,2021-10-15,21121,19548,1573
288,2021-10-16,5478,5098,380
289,2021-10-17,43321,42415,906
290,2021-10-18,46092,42425,3667
291,2021-10-19,38929,38542,387
292,2021-10-20,7885,7236,649
293,2021-10-21,8975,8447,528
294,2021-10-22,32010,31281,729
295,2021-10-23,23442,21517,1925
296,2021-10-24,3354,3228,126
297,2021-10-25,28681,27588,1093
298,2021-10-26,43497,41964,1533
299,2021-10-27,41307,41196,111
300,2021-10-28,37170,36958,212
301,2021-10-29,1450,1326,124
302,2021-10-30,3821,3648,173
303,2021-10-31,36664,35065,1599
304,2021-11-01,42283,38752,3531
305,2021-11-02,41230,37935,3295
306,2021-11-03,12300,11351,949
307,2021-11-04,17624,17559,65
308,2021-11-05,14970,13768,1202
309,2021-11-06,36983,35314,1669
310,2021-11-07,46470,46277,193
311,2021-11-08,15731,14520,1211
312,2021-11-09,3446,3126,320
313,2021-11-10,42218,38714,3504
314,2021-11-11,37055,36632,423
315,2021-11-12,22156,21978,178
316,2021-11-13,27802,26036,1766
317,2021-11-14,1587,1471,116
318,2021-11-15,28399,26133,2266
319,2021-11-16,43313,42093,1220
320,2021-11-17,20111,19982,129
321,2021-11-18,24716,22924,1792
322,2021-11-19,35036,33278,1758
323,2021-11-20,37811,34677,3134
324,2021-11-21,20323,18825,1498
325,2021-11-22,49633,45488,4145
326,2021-11-23,18613,17910,703
327,2021-11-24,40417,37346,3071
328,2021-11-25,3419,3287,132
329,2021-11-26,48088,44760,3328
330,2021-11-27,3502,3378,124
331,2021-11-28,32584,31468,1116
332,2021-11-29,42757,39521,3236
333,2021-11-30,42841,41250,1591
334,2021-12-01,38530,37549,981
335,2021-12-02,19206,19021,185
336,2021-12-03,41842,41561,281
337,2021-12-04,35986,35529,457
338,2021-12-05,45012,43426,1586
339,2021-12-06,47967,45235,2732
340,2021-12-07,25190,22916,2274
341,2021-12-08,12863,11851,1012
342,2021-12-09,31430,28377,3053
343,2021-12-10,29949,29252,697
344,2021-12-11,38270,35037,3233
345,2021-12-12,21505,21058,447
346,2021-12-13,1457,1328,129
347,2021-12-14,47071,46843,228
348,2021-12-15,49672,48670,1002
349,2021-12-16,6303,5767,536
350,2021-12-17,4636,4625,11
351,2021-12-18,2480,2247,233
352,2021-12-19,41279,40796,483
353,2021-12-20,23990,23884,106
354,2021-12-21,11102,10791,311
355,2021-12-22,31848,28965,2883
356,2021-12-23,2168,2154,14
357,2021-12-24,42252,40307,1945
358,2021-12-25,18845,18049,796
359,2021-12-26,15391,15071,320
360,2021-12-27,19147,17418,1729
361,2021-12-28,48873,45140,3733
362,2021-12-29,36326,33403,2923
363,2021-12-30,7183,6937,246
364,2021-12-31,31563,29743,1820
365,2022-01-01,30317,30197,120
366,2022-01-02,45418,44841,577
367,2022-01-03,5068,4753,315
368,2022-01-04,28608,26186,2422
369,2022-01-05,39472,39324,148
370,2022-01-06,16373,15969,404
371,2022-01-07,25577,23963,1614
372,2022-01-08,12852,11663,1189
373,2022-01-09,47026,44986,2040
374,2022-01-10,43246,41232,2014
375,2022-01-11,16492,15806,686
376,2022-01-12,24583,22395,2188
377,2022-01-13,48769,45196,3573
378,2022-01-14,13380,12496,884
379,2022-01-15,32832,31945,887
380,2022-01-16,33184,31756,1428
381,2022-01-17,13910,12689,1221
382,2022-01-18,38807,38619,188
383,2022-01-19,761,694,67
384,2022-01-20,25419,23235,2184
385,2022-01-21,10006,9552,454
386,2022-01-22,8407,8316,91
387,2022-01-23,29597,26886,2711
388,2022-01-24,19326,18461,865
389,2022-01-25,20353,19928,425
390,2022-01-26,25233,22872,2361
391,2022-01-27,32837,32780,57
392,2022-01-28,32427,32000,427
393,2022-01-29,21697,19886,1811
394,2022-01-30,34052,30906,3146
395,2022-01-31,35266,34014,1252
396,2022-02-01,30915,28337,2578
397,2022-02-02,22149,21070,1079
398,2022-02-03,27247,26277,970
399,2022-02-04,33872,30569,3303
400,2022-02-05,16544,16028,516
401,2022-02-06,47085,43586,3499
402,2022-02-07,49933,46010,3923
403,2022-02-08,9259,8461,798
404,2022-02-09,48985,45372,3613
405,2022-02-10,19107,19002,105
406,2022-02-11,32239,30825,1414
407,2022-02-12,22607,20531,2076
408,2022-02-13,518,506,12
409,2022-02-14,18093,17696,397
410,2022-02-15,49658,45253,4405
411,2022-02-16,41244,40949,295
412,2022-02-17,24146,23067,1079
413,2022-02-18,47282,45560,1722
414,2022-02-19,20724,20287,437
415,2022-02-20,39259,37033,2226
416,2022-02-21,43486,39590,3896
417,2022-02-22,19726,19626,100
418,2022-02-23,49059,46385,2674
419,2022-02-24,13301,13268,33
420,2022-02-25,20694,19720,974
421,2022-02-26,22406,20582,1824
422,2022-02-27,19455,18244,1211
423,2022-02-28,45044,42881,2163
424,2022-03-01,42893,41209,1684
425,2022-03-02,44095,40014,4081
426,2022-03-03,15208,13758,1450
427,2022-03-04,3641,3634,7
428,2022-03-05,44366,40819,3547
429,2022-03-06,37348,37095,253
430,2022-03-07,39312,35403,3909
431,2022-03-08,48905,44937,3968
432,2022-03-09,42171,40186,1985
433,2022-03-10,33326,32870,456
434,2022-03-11,22776,21097,1679
435,2022-03-12,7071,6888,183
436,2022-03-13,48248,45855,2393
437,2022-03-14,9930,9543,387
438,2022-03-15,17670,16380,1290
439,2022-03-16,13919,13220,699
440,2022-03-17,14390,13433,957
441,2022-03-18,7297,6698,599
442,2022-03-19,37124,33630,3494
443,2022-03-20,41188,38302,2886
444,2022-03-21,14365,13238,1127
445,2022-03-22,45924,41851,4073
446,2022-03-23,34071,32465,1606
447,2022-03-24,9821,9508,313
448,2022-03-25,21221,19478,1743
449,2022-03-26,12568,12358,210
450,2022-03-27,1260,1204,56
451,2022-03-28,24182,23760,422
452,2022-03-29,29781,27680,2101
453,2022-03-30,22513,22446,67
454,2022-03-31,32863,30721,2142
455,2022-04-01,12567,11589,978
456,2022-04-02,40387,38335,2052
457,2022-04-03,32521,32186,335
458,2022-04-04,1558,1555,3
459,2022-04-05,39357,38541,816
460,2022-04-06,13953,12742,1211
461,2022-04-07,11529,11519,10
462,2022-04-08,2652,2493,159
463,2022-04-09,49451,48870,581
464,2022-04-10,23289,21029,2260
465,2022-04-11,21680,20101,1579
466,2022-04-12,19054,17869,1185
467,2022-04-13,33046,31893,1153
468,2022-04-14,453,422,31
469,2022-04-15,13958,12929,1029
470,2022-04-16,36607,33976,2631
471,2022-04-17,35321,32602,2719
472,2022-04-18,9541,8875,666
473,2022-04-19,33149,31532,1617
474,2022-04-20,20281,19666,615
475,2022-04-21,13298,13226,72
476,2022-04-22,21621,19929,1692
477,2022-04-23,26498,24372,2126
478,2022-04-24,22412,20496,1916
479,2022-04-25,3883,3837,46
480,2022-04-26,36221,36115,106
481,2022-04-27,9206,8525,681
482,2022-04-28,40017,39257,760
483,2022-04-29,47044,42441,4603
484,2022-04-30,25165,24540,625
485,2022-05-01,44772,41770,3002
486,2022-05-02,10167,9883,284
487,2022-05-03,26846,24567,2279
488,2022-05-04,48174,46664,1510
489,2022-05-05,42309,40680,1629
490,2022-05-06,39027,38514,513
491,2022-05-07,7452,7057,395
492,2022-05-08,37642,34146,3496
493,2022-05-09,21368,19539,1829
494,2022-05-10,11330,10970,360
495,2022-05-11,46068,44419,1649
496,2022-05-12,118,116,2
497,2022-05-13,15108,15100,8
498,2022-05-14,4096,3845,251
499,2022-05-15,4470,4185,285
500,2022-05-16,28350,27425,925
501,2022-05-17,25895,25339,556
502,2022-05-18,14949,14521,428
503,2022-05-19,49989,46093,3896
504,2022-05-20,27875,26359,1516
505,2022-05-21,27254,24772,2482
506,2022-05-22,48676,48218,458
507,2022-05-23,40250,39563,687
508,2022-05-24,30799,30751,48
509,2022-05-25,5708,5540,168
510,2022-05-26,3150,3120,30
511,2022-05-27,31367,28532,2835
512,2022-05-28,15091,14940,151
513,2022-05-29,2119,2107,12
514,2022-05-30,3124,2863,261
515,2022-05-31,18465,17195,1270
516,2022-06-01,9489,9178,311
517,2022-06-02,23141,23129,12
518,2022-06-03,46931,45230,1701
519,2022-06-04,45581,42584,2997
520,2022-06-05,22926,21221,1705
521,2022-06-06,32673,30679,1994
522,2022-06-07,5177,4847,330
523,2022-06-08,9516,9479,37
524,2022-06-09,37201,34622,2579
525,2022-06-10,29886,28174,1712
526,2022-06-11,42678,41555,1123
527,2022-06-12,7994,7649,345
528,2022-06-13,35306,33685,1621
529,2022-06-14,34930,33372,1558
530,2022-06-15,21339,20255,1084
531,2022-06-16,45478,43677,1801
532,2022-06-17,43126,39722,3404
533,2022-06-18,49132,48761,371
534,2022-06-19,30759,29926,833
535,2022-06-20,30564,27980,2584
536,2022-06-21,101,96,5
537,2022-06-22,19737,19250,487
538,2022-06-23,18204,17924,280
539,2022-06-24,6425,6034,391
540,2022-06-25,4966,4514,452
541,2022-06-26,16464,16061,403
542,2022-06-27,10928,10316,612
543,2022-06-28,17219,17094,125
544,2022-06-29,62,57,5
545,2022-06-30,1265,1225,40
546,2022-07-01,6446,6021,425
547,2022-07-02,21909,20007,1902
548,2022-07-03,4759,4474,285
549,2022-07-04,11111,10957,154
550,2022-07-05,7319,7168,151
551,2022-07-06,37044,33493,3551
552,2022-07-07,14286,13102,1184
553,2022-07-08,30620,29368,1252
554,2022-07-09,29467,28737,730
555,2022-07-10,35707,32690,3017
556,2022-07-11,43979,41249,2730
557,2022-07-12,16748,16456,292
558,2022-07-13,24311,23850,461
559,2022-07-14,11418,11336,82
560,2022-07-15,37629,37145,484
561,2022-07-16,25092,23934,1158
562,2022-07-17,33782,30771,3011
563,2022-07-18,36807,35087,1720
564,2022-07-19,12908,12433,475
565,2022-07-20,31875,29344,2531
566,2022-07-21,21243,19246,1997
567,2022-07-22,11602,10635,967
568,2022-07-23,16801,16626,175
569,2022-07-24,23657,21881,1776
570,2022-07-25,16120,15386,734
571,2022-07-26,49830,49332,498
572,2022-07-27,15099,14552,547
573,2022-07-28,37127,36577,550
574,2022-07-29,43764,43127,637
575,2022-07-30,18397,17185,1212
576,2022-07-31,15907,15106,801
577,2022-08-01,4067,3786,281
578,2022-08-02,11262,10210,1052
579,2022-08-03,34922,34336,586
580,2022-08-04,42526,41841,685
581,2022-08-05,12119,11262,857
582,2022-08-06,21991,21073,918
583,2022-08-07,5292,4939,353
584,2022-08-08,7946,7515,431
585,2022-08-09,43703,40670,3033
586,2022-08-10,39358,39329,29
587,2022-08-11,9633,9176,457
588,2022-08-12,20047,18249,1798
589,2022-08-13,21770,21657,113
590,2022-08-14,33336,30474,2862
591,2022-08-15,18275,17916,359
592,2022-08-16,749,708,41
593,2022-08-17,40648,38673,1975
594,2022-08-18,19633,18725,908
595,2022-08-19,39601,37666,1935
596,2022-08-20,33185,32425,760
597,2022-08-21,48360,43976,4384
598,2022-08-22,41543,40211,1332
599,2022-08-23,34629,31226,3403
600,2022-08-24,33643,31125,2518
601,2022-08-25,11100,10297,803
602,2022-08-26,32796,32027,769
603,2022-08-27,23630,22346,1284
604,2022-08-28,39340,37303,2037
605,2022-08-29,10701,10581,120
606,2022-08-30,3691,3534,157
607,2022-08-31,7294,6783,511
608,2022-09-01,40009,38841,1168
609,2022-09-02,7926,7310,616
610,2022-09-03,24041,22943,1098
611,2022-09-04,1602,1576,26
612,2022-09-05,31606,29828,1778
613,2022-09-06,45959,43906,2053
614,2022-09-07,2224,2127,97
615,2022-09-08,6212,6132,80
616,2022-09-09,8549,8241,308
617,2022-09-10,39061,37865,1196
618,2022-09-11,40325,39120,1205
619,2022-09-12,3530,3502,28
620,2022-09-13,4565,4150,415
621,2022-09-14,28428,26467,1961
622,2022-09-15,31162,29124,2038
623,2022-09-16,3832,3667,165
624,2022-09-17,10126,9292,834
625,2022-09-18,24674,22792,1882
626,2022-09-19,34757,33648,1109
627,2022-09-20,47664,46018,1646
628,2022-09-21,10654,10040,614
629,2022-09-22,49003,44556,4447
630,2022-09-23,9735,9174,561
631,2022-09-24,36942,33892,3050
632,2022-09-25,38367,35219,3148
633,2022-09-26,22832,21003,1829
634,2022-09-27,27800,25159,2641
635,2022-09-28,34259,32483,1776
636,2022-09-29,5196,5120,76
637,2022-09-30,21694,19637,2057
638,2022-10-01,35955,32989,2966
639,2022-10-02,20991,19753,1238
640,2022-10-03,34867,34845,22
641,2022-10-04,5996,5663,333
642,2022-10-05,20812,19143,1669
643,2022-10-06,39992,39899,93
644,2022-10-07,8208,8124,84
645,2022-10-08,2786,2644,142
646,2022-10-09,23489,22547,942
647,2022-10-10,6318,5843,475
648,2022-10-11,18216,16793,1423
649,2022-10-12,26006,24938,1068
650,2022-10-13,29500,28457,1043
651,2022-10-14,38544,35310,3234
652,2022-10-15,5349,5303,46
653,2022-10-16,16401,15042,1359
654,2022-10-17,49756,45512,4244
655,2022-10-18,44259,42104,2155
656,2022-10-19,42428,39874,2554
657,2022-10-20,46022,44829,1193
658,2022-10-21,13247,12916,331
659,2022-10-22,6010,5748,262
660,2022-10-23,37746,37743,3
661,2022-10-24,9925,9368,557
662,2022-10-25,41039,40415,624
663,2022-10-26,47527,46200,1327
664,2022-10-27,31216,28803,2413
665,2022-10-28,29022,26865,2157
666,2022-10-29,44913,41191,3722
667,2022-10-30,46680,44969,1711
668,2022-10-31,47364,45181,2183
669,2022-11-01,43518,42568,950
670,2022-11-02,30253,30112,141
671,2022-11-03,49895,47538,2357
672,2022-11-04,41830,41536,294
673,2022-11-05,14997,14904,93
674,2022-11-06,382,367,15
675,2022-11-07,45708,45122,586
676,2022-11-08,10195,9738,457
677,2022-11-09,45115,41550,3565
678,2022-11-10,37780,35841,1939
679,2022-11-11,38035,34456,3579
680,2022-11-12,49797,47295,2502
681,2022-11-13,7430,7304,126
682,2022-11-14,39905,36415,3490
683,2022-11-15,6026,5796,230
684,2022-11-16,37527,35563,1964
685,2022-11-17,37367,35387,1980
686,2022-11-18,9843,9706,137
687,2022-11-19,49185,45213,3972
688,2022-11-20,31991,30409,1582
689,2022-11-21,28931,26839,2092
690,2022-11-22,44661,43831,830
691,2022-11-23,11299,11026,273
692,2022-11-24,29647,27625,2022
693,2022-11-25,20130,20070,60
694,2022-11-26,8991,8710,281
695,2022-11-27,8516,8500,16
696,2022-11-28,30558,29104,1454
697,2022-11-29,21624,21188,436
698,2022-11-30,16247,15678,569
699,2022-12-01,30810,28994,1816
700,2022-12-02,30596,30370,226
701,2022-12-03,38343,34789,3554
702,2022-12-04,1760,1721,39
703,2022-12-05,3539,3252,287
704,2022-12-06,24475,24176,299
705,2022-12-07,21661,21057,604
706,2022-12-08,38400,34798,3602
707,2022-12-09,42630,41687,943
708,2022-12-10,30856,30507,349
709,2022-12-11,19087,18616,471
710,2022-12-12,31865,30866,999
711,2022-12-13,43458,39457,4001
712,2022-12-14,46704,46294,410
713,2022-12-15,22940,22556,384
714,2022-12-16,46939,42362,4577
715,2022-12-17,5428,5386,42
716,2022-12-18,44815,42790,2025
717,2022-12-19,46763,42861,3902
718,2022-12-20,42427,39225,3202
719,2022-12-21,4558,4186,372
720,2022-12-22,33648,33591,57
721,2022-12-23,36310,34157,2153
722,2022-12-24,48242,44971,3271
723,2022-12-25,31072,28337,2735
724,2022-12-26,1069,968,101
725,2022-12-27,14477,13888,589
726,2022-12-28,4346,4234,112
727,2022-12-29,41870,39844,2026
728,2022-12-30,29215,27623,1592
729,2022-12-31,17067,16343,724
730,2023-01-01,43777,39709,4068
