,date,totalRequests,successfulRequests,failedRequests
525,2022-06-10,3085,2934,151
526,2022-06-11,4596,4445,151
527,2022-06-12,2446,2347,99
528,2022-06-13,4939,4772,167
529,2022-06-14,1133,1095,38
530,2022-06-15,2623,2530,93
531,2022-06-16,288,278,10
532,2022-06-17,3733,3676,57
533,2022-06-18,3096,3080,16
534,2022-06-19,1655,1643,12
535,2022-06-20,4229,4030,199
536,2022-06-21,3573,3414,159
537,2022-06-22,3749,3741,8
538,2022-06-23,753,721,32
539,2022-06-24,1630,1592,38
540,2022-06-25,956,952,4
541,2022-06-26,1857,1845,12
542,2022-06-27,1129,1104,25
543,2022-06-28,4869,4629,240
544,2022-06-29,4648,4552,96
545,2022-06-30,3937,3799,138
546,2022-07-01,3787,3612,175
547,2022-07-02,2414,2377,37
548,2022-07-03,3555,3436,119
549,2022-07-04,4281,4187,94
550,2022-07-05,2894,2771,123
551,2022-07-06,2778,2737,41
552,2022-07-07,2665,2558,107
553,2022-07-08,502,496,6
554,2022-07-09,2431,2327,104
555,2022-07-10,3678,3544,134
556,2022-07-11,4016,3947,69
557,2022-07-12,4675,4538,137
558,2022-07-13,2419,2384,35
559,2022-07-14,133,133,0
560,2022-07-15,2148,2094,54
561,2022-07-16,3316,3186,130
562,2022-07-17,179,172,7
563,2022-07-18,1362,1317,45
564,2022-07-19,312,310,2
565,2022-07-20,1321,1309,12
566,2022-07-21,1149,1106,43
567,2022-07-22,1878,1855,23
568,2022-07-23,4461,4389,72
569,2022-07-24,150,150,0
570,2022-07-25,4395,4270,125
571,2022-07-26,825,816,9
572,2022-07-27,4343,4266,77
573,2022-07-28,3064,3015,49
574,2022-07-29,4395,4352,43
575,2022-07-30,3939,3785,154
576,2022-07-31,2720,2620,100
577,2022-08-01,4069,3970,99
578,2022-08-02,2405,2388,17
579,2022-08-03,1110,1058,52
580,2022-08-04,2470,2432,38
581,2022-08-05,3540,3490,50
582,2022-08-06,52,51,1
583,2022-08-07,4465,4333,132
584,2022-08-08,4191,4172,19
585,2022-08-09,2113,2019,94
586,2022-08-10,1922,1863,59
587,2022-08-11,3835,3684,151
588,2022-08-12,52,50,2
589,2022-08-13,2789,2692,97
590,2022-08-14,277,275,2
591,2022-08-15,2833,2751,82
592,2022-08-16,4315,4174,141
593,2022-08-17,2306,2271,35
594,2022-08-18,1061,1015,46
595,2022-08-19,4355,4296,59
596,2022-08-20,1885,1875,10
597,2022-08-21,606,596,10
598,2022-08-22,4037,3969,68
599,2022-08-23,4242,4184,58
600,2022-08-24,455,435,20
601,2022-08-25,4913,4871,42
602,2022-08-26,2821,2745,76
603,2022-08-27,4811,4798,13
604,2022-08-28,2881,2804,77
605,2022-08-29,1439,1428,11
606,2022-08-30,489,466,23
607,2022-08-31,372,360,12
608,2022-09-01,51,51,0
609,2022-09-02,4889,4833,56
610,2022-09-03,1498,1465,33
611,2022-09-04,3028,2932,96
612,2022-09-05,3496,3330,166
613,2022-09-06,2108,2067,41
614,2022-09-07,3921,3852,69
615,2022-09-08,4011,3931,80
616,2022-09-09,3452,3317,135
617,2022-09-10,2538,2488,50
618,2022-09-11,3100,3064,36
619,2022-09-12,1265,1247,18
620,2022-09-13,4908,4713,195
621,2022-09-14,4547,4522,25
622,2022-09-15,4716,4587,129
623,2022-09-16,2347,2310,37
624,2022-09-17,3922,3828,94
625,2022-09-18,206,202,4
626,2022-09-19,2267,2223,44
627,2022-09-20,2433,2348,85
628,2022-09-21,3342,3299,43
629,2022-09-22,4840,4755,85
630,2022-09-23,3629,3580,49
631,2022-09-24,1754,1741,13
632,2022-09-25,2906,2889,17
633,2022-09-26,901,867,34
634,2022-09-27,3819,3786,33
635,2022-09-28,946,902,44
636,2022-09-29,1500,1474,26
637,2022-09-30,3301,3272,29
638,2022-10-01,1228,1189,39
639,2022-10-02,2130,2058,72
640,2022-10-03,2976,2864,112
641,2022-10-04,364,350,14
642,2022-10-05,2122,2047,75
643,2022-10-06,2533,2437,96
644,2022-10-07,587,565,22
645,2022-10-08,1279,1240,39
646,2022-10-09,718,688,30
647,2022-10-10,4102,3939,163
648,2022-10-11,3423,3288,135
649,2022-10-12,2476,2370,106
650,2022-10-13,586,564,22
651,2022-10-14,3176,3079,97
652,2022-10-15,1656,1575,81
653,2022-10-16,4395,4390,5
654,2022-10-17,685,676,9
655,2022-10-18,1169,1129,40
656,2022-10-19,1064,1019,45
657,2022-10-20,1081,1077,4
658,2022-10-21,1223,1213,10
659,2022-10-22,1145,1107,38
660,2022-10-23,3769,3668,101
661,2022-10-24,3838,3791,47
662,2022-10-25,191,185,6
663,2022-10-26,4784,4779,5
664,2022-10-27,2106,2079,27
665,2022-10-28,1997,1926,71
666,2022-10-29,4246,4132,114
667,2022-10-30,4684,4529,155
668,2022-10-31,4595,4487,108
669,2022-11-01,163,161,2
670,2022-11-02,1001,964,37
671,2022-11-03,3307,3243,64
672,2022-11-04,2833,2833,0
673,2022-11-05,266,256,10
674,2022-11-06,2236,2224,12
675,2022-11-07,2535,2420,115
676,2022-11-08,2428,2390,38
677,2022-11-09,2996,2861,135
678,2022-11-10,4334,4205,129
679,2022-11-11,4968,4780,188
680,2022-11-12,4231,4184,47
681,2022-11-13,4178,4072,106
682,2022-11-14,1806,1723,83
683,2022-11-15,3785,3642,143
684,2022-11-16,328,323,5
685,2022-11-17,4958,4733,225
686,2022-11-18,3513,3452,61
687,2022-11-19,3518,3409,109
688,2022-11-20,4514,4431,83
689,2022-11-21,1842,1771,71
690,2022-11-22,2638,2541,97
691,2022-11-23,374,362,12
692,2022-11-24,513,489,24
693,2022-11-25,2992,2912,80
694,2022-11-26,2213,2174,39
695,2022-11-27,1322,1297,25
696,2022-11-28,2291,2259,32
697,2022-11-29,773,755,18
698,2022-11-30,3933,3854,79
699,2022-12-01,2466,2443,23
700,2022-12-02,901,878,23
701,2022-12-03,3784,3596,188
702,2022-12-04,678,673,5
703,2022-12-05,3293,3177,116
704,2022-12-06,1667,1586,81
705,2022-12-07,2149,2091,58
706,2022-12-08,4965,4724,241
707,2022-12-09,4963,4884,79
708,2022-12-10,4785,4600,185
709,2022-12-11,4490,4287,203
710,2022-12-12,2463,2429,34
711,2022-12-13,2011,2009,2
712,2022-12-14,4663,4547,116
713,2022-12-15,3026,2943,83
714,2022-12-16,4200,4036,164
715,2022-12-17,1853,1824,29
716,2022-12-18,1360,1305,55
717,2022-12-19,83,81,2
718,2022-12-20,1359,1322,37
719,2022-12-21,2946,2826,120
720,2022-12-22,1991,1959,32
721,2022-12-23,2132,2056,76
722,2022-12-24,2886,2787,99
723,2022-12-25,3339,3250,89
724,2022-12-26,130,128,2
725,2022-12-27,70,70,0
726,2022-12-28,3886,3702,184
727,2022-12-29,588,575,13
728,2022-12-30,1604,1529,75
729,2022-12-31,3080,2943,137
730,2023-01-01,1047,1009,38
